date,symbol,trade_type,price,target_position,executed_position,units,cash_after_trade,portfolio_value_after_trade
2020-06-03,932000.SH,buy,1950.65484,1.0,0.9999999999999999,512.4946092323581,1.1641532182693481e-10,999200.4897281441
2021-03-18,932000.SH,reduce,2032.5732050000001,0.5,0.5000064612731205,256.3754923623602,520945.6256075573,1041786.9004832164
2021-11-24,932000.SH,add,2580.66969,1.0,1.0,201.80397003497183,-5.820766091346741e-11,1181157.651900941
2022-02-07,932000.SH,reduce,2417.03088,0.5,0.49975858945703006,229.07608149323147,553517.8576496853,1106924.8400165671
2022-06-24,932000.SH,sell,2328.0254050000003,0.0,0.0,228.84700541173828,1086119.6716136476,1086119.6716136476
2022-09-19,932000.SH,buy,2271.765315,0.5,0.49708539680994124,239.0475073376247,542896.9178560817,1085685.3594421125
2022-11-18,932000.SH,add,2429.023905,1.0,1.0,223.43711665809798,0.0,1122824.7949830554
2023-01-04,932000.SH,reduce,2333.082875,0.5,0.5009898408544786,231.35799099335802,539615.4335709736,1079122.7766567434
2023-02-02,932000.SH,add,2506.442595,1.0,1.0,215.22679137669462,0.0,1118200.1352201756
2023-02-03,932000.SH,reduce,2505.5466,0.5,0.5005087703736094,223.2883563677135,559291.544302078,1118471.0567929198
2023-06-19,932000.SH,add,2507.1829649999995,1.0,1.0,223.00877716753718,0.0,1117829.8308491183
2023-09-25,932000.SH,reduce,2324.45719,0.5,0.4993795270088591,223.14849683786042,518543.5181740832,1036983.1667829321
2023-11-14,932000.SH,add,2442.04041,1.0,1.0,212.2765862721949,-5.820766091346741e-11,1062249.5860426335
2024-01-03,932000.SH,reduce,2394.32224,0.5,0.4992905281741275,217.70982221771763,521111.0889615667,1042117.7940472345
2024-04-10,932000.SH,sell,2118.99997,0.0,0.0,217.49211239549984,981838.6088689751,981838.6088689751
2024-05-24,932000.SH,buy,2043.671325,1.0,1.0000000000000002,480.28473738324215,-1.1641532182693481e-10,981053.6188158795
2024-11-12,932000.SH,reduce,2540.958885,0.5,0.49650314630523595,240.2624999415919,610313.9848187121,1220505.7175099985
2024-11-14,932000.SH,sell,2499.719515,0.0,0.0,240.02223744165025,1210122.2593042788,1210122.2593042788
2025-01-10,932000.SH,buy,2271.9253949999998,0.5,0.4928169263490018,266.32086202467025,604879.6113132437,1209638.3615902448
2025-02-20,932000.SH,add,2556.0774,1.0,1.0,236.5727273566473,0.0,1284792.54215139
2025-04-15,932000.SH,reduce,2394.38221,0.5,0.49946626857474546,251.57258098114931,602180.2041513207,1204239.7854545957
2025-05-27,932000.SH,add,2545.982355,1.0,1.0,236.4508155713592,0.0,1241237.8381785855
2025-12-08,932000.SH,reduce,3109.334555,0.5,0.502734169875904,244.00791594373555,758474.6340639712,1516797.3379085485
2025-12-23,932000.SH,add,3136.7075699999996,1.0,0.9999999999999999,241.73345554045272,1.1641532182693481e-10,1522102.2044173465
2026-03-27,932000.SH,reduce,3189.7443300000004,0.5,0.5071899941903764,242.87011684254352,774461.1700515035,1548767.2076171022
