date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,lppl_vote,positive_lppl_vote,negative_lppl_vote,trend_buy_vote,trend_sell_vote,vol_buy_vote,vol_sell_vote,drawdown_buy_vote,drawdown_sell_vote,buy_votes,sell_votes,buy_streak,sell_streak,cooldown_remaining,buy_reentry_block_remaining,holding_bars,positive_regime_id,negative_regime_id,atr_ratio,price_drawdown,recent_drawdown_min,vol_position_cap,positive_days_left,negative_days_left,positive_consensus,negative_consensus
2020-01-02,000852.SH,5603.93,5682.64,5586.14,5676.56,178712563.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2053991895293528,0.0,-0.03986355329651492,1.0,,,0.0,0.5855908031025412
2020-01-03,000852.SH,5685.09,5717.51,5667.74,5706.04,179006818.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1752288056201665,0.0,-0.034306075131417924,1.0,,,0.0,0.5855908031025412
2020-01-06,000852.SH,5686.16,5803.86,5670.34,5764.73,208487509.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.205681397044316,0.0,-0.034306075131417924,1.0,,,0.0,0.5855908031025412
2020-01-07,000852.SH,5772.67,5852.36,5772.67,5852.36,203440347.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2117153350936913,0.0,-0.034306075131417924,1.0,,,0.0,0.5855908031025412
2020-01-08,000852.SH,5827.38,5858.87,5759.33,5772.47,218974060.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2658323724526603,-0.01365090322536544,-0.034306075131417924,1.0,,,0.0,0.0
2020-01-09,000852.SH,5815.74,5864.18,5815.74,5864.18,186388460.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.3096860751073363,0.0,-0.034306075131417924,1.0,,,0.0,0.0
2020-01-10,000852.SH,5879.21,5885.33,5824.65,5851.89,169185946.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2837281034245598,-0.002095774686315943,-0.034306075131417924,1.0,,,0.0,0.0
2020-01-13,000852.SH,5844.96,5926.72,5822.42,5926.72,160728794.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.253284237222266,0.0,-0.034306075131417924,1.0,,,0.0,0.0
2020-01-14,000852.SH,5939.9,5948.04,5911.69,5914.11,176822328.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1861731643846793,-0.002127652394579238,-0.034306075131417924,1.0,,,0.0,0.0
2020-01-15,000852.SH,5903.76,5920.09,5859.11,5913.52,160084737.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.187093564885584,-0.0022272015549915647,-0.034306075131417924,1.0,,,0.0,0.0
