date,symbol,trade_type,price,target_position,executed_position,units,cash_after_trade,portfolio_value_after_trade
2020-02-21,000300.SH,buy,4136.937435,0.5,0.5008324282424996,120.86235478685697,499850.0,999600.1249375313
2020-03-04,000300.SH,add,4080.53925,1.0,1.0,122.45932690710134,0.0,992387.4787888089
2020-03-12,000300.SH,reduce,3974.1219450000003,0.5,0.49836041773580886,121.72170169782807,483591.76483431226,967086.6612967257
2020-10-23,000300.SH,add,4777.857735,1.0,1.0,101.18483170262662,-5.820766091346741e-11,1063902.1847230624
2021-03-17,000300.SH,reduce,5060.238615000001,0.5,0.5018237564966028,111.4481299143356,563784.944322889,1127456.9567606035
2021-05-25,000300.SH,add,5167.62252,1.0,1.0,109.06676278766187,0.0,1138392.6073525923
2022-01-12,000300.SH,reduce,4816.480555000001,0.5,0.5013307488208831,110.25685071139725,530890.6625137308,1061674.9822030514
2022-06-15,000300.SH,add,4230.4041449999995,1.0,1.0,125.45643983166214,0.0,996197.9513310184
2023-05-10,000300.SH,reduce,4015.93103,0.5,0.49863547614883835,117.86044706970887,473177.4307689374,946260.0792635042
2023-08-02,000300.SH,add,3987.6928499999995,1.0,1.0,118.62386043922706,-5.820766091346741e-11,942085.7480544802
2023-08-28,000300.SH,reduce,3909.5942250000003,0.5,0.4895815625852347,118.24234470328479,462140.90412602073,924189.23670673
2024-02-29,000300.SH,add,3439.61895,1.0,1.0,134.3178736223064,0.0,867870.2692246943
2025-04-11,000300.SH,reduce,3728.444845,0.5,0.5013007037236191,126.28413005547165,470702.16068651964,941310.0349205588
2025-05-28,000300.SH,add,3844.991535,1.0,1.0,122.38284222615408,0.0,955159.2624146552
