date,symbol,trade_type,price,target_position,executed_position,units,cash_after_trade,portfolio_value_after_trade
2020-02-11,000016.SH,buy,2860.34946,0.5,0.5017744727215281,174.8038157547365,499850.0,999600.1249375313
2020-05-12,000016.SH,add,2872.7456549999997,1.0,1.0,173.94512079525126,-5.820766091346741e-11,1001366.3090053452
2021-01-14,000016.SH,reduce,3861.16845,0.5,0.496569815716872,174.46169912455616,673423.920590611,1346712.9474887957
2021-06-02,000016.SH,add,3663.77097,1.0,1.0,183.75110221597984,0.0,1311114.9174664703
2022-01-18,000016.SH,reduce,3146.276075,0.5,0.5030807546562402,179.1087241827971,563356.4360719924,1126600.0260933915
2022-06-17,000016.SH,add,2877.9482550000002,1.0,1.0,195.69062051396887,0.0,1077598.8549774955
2022-12-01,000016.SH,reduce,2659.84941,0.5,0.49711849507586175,187.40381989623972,498316.40000082465,996532.9821348684
2023-08-04,000016.SH,add,2665.922295,1.0,1.0,186.86476753286237,0.0,996772.9810332538
2023-09-01,000016.SH,reduce,2519.43965,0.5,0.501092814403346,187.13415888404495,471331.777795934,942569.143020647
2024-02-22,000016.SH,add,2405.08194,1.0,1.0,195.91449789429342,-5.820766091346741e-11,920353.1569944536
2024-12-31,000016.SH,reduce,2713.8523950000003,0.5,0.49713139009165047,191.52652457201313,519618.78500055947,1039133.485048952
2025-02-28,000016.SH,add,2671.765215,1.0,1.0,194.42686924746286,0.0,1030150.0632803304
2025-04-21,000016.SH,reduce,2654.21223,0.5,0.4996927753954793,192.97742235863132,512049.3736277933,1023996.1785338628
2025-05-15,000016.SH,add,2749.9142699999998,1.0,1.0000000000000002,186.1497321828609,-5.820766091346741e-11,1041515.7431790233
