date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,lppl_vote,positive_lppl_vote,negative_lppl_vote,trend_buy_vote,trend_sell_vote,vol_buy_vote,vol_sell_vote,drawdown_buy_vote,drawdown_sell_vote,buy_votes,sell_votes,buy_streak,sell_streak,cooldown_remaining,buy_reentry_block_remaining,holding_bars,positive_regime_id,negative_regime_id,atr_ratio,price_drawdown,recent_drawdown_min,vol_position_cap,positive_days_left,negative_days_left,positive_consensus,negative_consensus
2020-01-02,932000.SH,1848.25,1874.43,1848.25,1873.92,10251.51,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2024424276608248,0.0,-0.05977922169415106,1.0,,,0.0,0.6535676226046487
2020-01-03,932000.SH,1878.76,1890.37,1873.47,1886.71,11207.57,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1983822161708704,0.0,-0.05400777113624411,1.0,,,0.0,0.0
2020-01-06,932000.SH,1875.61,1910.86,1875.61,1902.33,12375.68,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2069994194202591,0.0,-0.04741030006037106,1.0,,,0.0,0.0
2020-01-07,932000.SH,1904.58,1928.68,1904.58,1928.68,12104.34,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2205140367316853,0.0,-0.044005591119474885,1.0,,,0.0,0.0
2020-01-08,932000.SH,1921.84,1928.46,1899.64,1899.64,13002.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2783583764773803,-0.015056930128377943,-0.044005591119474885,1.0,,,0.0,0.0
2020-01-09,932000.SH,1913.75,1933.64,1913.75,1933.64,11206.84,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.3387967461183363,0.0,-0.044005591119474885,1.0,,,0.0,0.0
2020-01-10,932000.SH,1938.64,1938.64,1919.56,1928.35,10578.06,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.319559863210307,-0.002735772946360293,-0.034470623903674946,1.0,,,0.0,0.0
2020-01-13,932000.SH,1926.37,1952.31,1921.37,1952.31,9635.57,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2728856349852762,0.0,-0.034470623903674946,1.0,,,0.0,0.0
2020-01-14,932000.SH,1957.43,1961.34,1952.71,1952.71,10624.12,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1940088056034397,0.0,-0.034470623903674946,1.0,,,0.0,0.0
2020-01-15,932000.SH,1949.45,1951.33,1933.35,1945.35,9503.81,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2119667747754737,-0.003769120862801012,-0.034470623903674946,1.0,,,0.0,0.0
