date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,lppl_vote,positive_lppl_vote,negative_lppl_vote,trend_buy_vote,trend_sell_vote,vol_buy_vote,vol_sell_vote,drawdown_buy_vote,drawdown_sell_vote,buy_votes,sell_votes,buy_streak,sell_streak,cooldown_remaining,buy_reentry_block_remaining,holding_bars,positive_regime_id,negative_regime_id,atr_ratio,price_drawdown,recent_drawdown_min,vol_position_cap,positive_days_left,negative_days_left,positive_consensus,negative_consensus,executed_position,cash,units,holdings_value,portfolio_value,strategy_nav,benchmark_nav,daily_return,benchmark_return,excess_return,trade_flag,running_max,drawdown
2020-01-02,932000.SH,1848.25,1874.43,1848.25,1873.92,10251.51,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2024424276608248,0.0,-0.05977922169415106,1.0,,,0.0,0.6535676226046487,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0,0.0,0.0,0.0,False,1.0,0.0
2020-01-03,932000.SH,1878.76,1890.37,1873.47,1886.71,11207.57,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1983822161708704,0.0,-0.05400777113624411,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0068252646857923,0.0,0.006825264685792254,-0.006825264685792254,False,1.0,0.0
2020-01-06,932000.SH,1875.61,1910.86,1875.61,1902.33,12375.68,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2069994194202591,0.0,-0.04741030006037106,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0151607325819672,0.0,0.008278961790630257,-0.008278961790630257,False,1.0,0.0
2020-01-07,932000.SH,1904.58,1928.68,1904.58,1928.68,12104.34,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2205140367316853,0.0,-0.044005591119474885,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0292221653005464,0.0,0.01385143481940565,-0.01385143481940565,False,1.0,0.0
2020-01-08,932000.SH,1921.84,1928.46,1899.64,1899.64,13002.0,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2783583764773803,-0.015056930128377943,-0.044005591119474885,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0137252390710383,0.0,-0.015056930128377943,0.015056930128377943,False,1.0,0.0
2020-01-09,932000.SH,1913.75,1933.64,1913.75,1933.64,11206.84,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.3387967461183363,0.0,-0.044005591119474885,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0318690232240437,0.0,0.017898128066370367,-0.017898128066370367,False,1.0,0.0
2020-01-10,932000.SH,1938.64,1938.64,1919.56,1928.35,10578.06,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.319559863210307,-0.002735772946360293,-0.034470623903674946,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.02904606386612,0.0,-0.002735772946360293,0.002735772946360293,False,1.0,0.0
2020-01-13,932000.SH,1926.37,1952.31,1921.37,1952.31,9635.57,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2728856349852762,0.0,-0.034470623903674946,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0418320952868851,0.0,0.012425130292737396,-0.012425130292737396,False,1.0,0.0
2020-01-14,932000.SH,1957.43,1961.34,1952.71,1952.71,10624.12,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1940088056034397,0.0,-0.034470623903674946,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0420455515710383,0.0,0.00020488549461927796,-0.00020488549461927796,False,1.0,0.0
2020-01-15,932000.SH,1949.45,1951.33,1933.35,1945.35,9503.81,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.2119667747754737,-0.003769120862801012,-0.034470623903674946,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0381179559426228,0.0,-0.003769120862801012,0.003769120862801012,False,1.0,0.0
2020-01-16,932000.SH,1945.36,1950.17,1938.08,1939.94,8834.32,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1917698873383447,-0.006539629540484704,-0.034470623903674946,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0352309596994536,0.0,-0.002780990567250008,0.002780990567250008,False,1.0,0.0
2020-01-17,932000.SH,1943.8,1947.14,1930.95,1931.23,8355.34,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.154156535682853,-0.011000097300674416,-0.034470623903674946,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0305829491120218,0.0,-0.004489829582358218,0.004489829582358218,False,1.0,0.0
2020-01-20,932000.SH,1931.61,1953.11,1925.75,1953.11,9098.69,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.132153643951991,0.0,-0.034470623903674946,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0422590078551912,0.0,0.01132956716703859,-0.01132956716703859,False,1.0,0.0
2020-01-21,932000.SH,1950.29,1950.29,1931.9,1931.9,9257.21,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1656468907479787,-0.01085960340175407,-0.01793100461268593,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0309404883879782,0.0,-0.01085960340175407,0.01085960340175407,False,1.0,0.0
2020-01-22,932000.SH,1924.02,1940.57,1894.63,1934.17,9795.76,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1873402110426736,-0.009697354475682318,-0.015056930128377943,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0321518528005464,0.0,0.0011750090584399242,-0.0011750090584399242,False,1.0,0.0
2020-01-23,932000.SH,1919.54,1929.77,1850.47,1867.38,10907.43,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.4054739493649833,-0.0438940971066657,-0.0438940971066657,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9965099897540984,0.0,-0.034531607873144576,0.034531607873144576,False,1.0,0.0
2020-02-03,932000.SH,1699.29,1704.06,1696.95,1701.68,4675.41,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.8304901346353877,-0.12873314867058172,-0.12873314867058172,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9080857240437158,0.0,-0.08873394809840529,0.08873394809840529,False,1.0,0.0
2020-02-04,932000.SH,1588.59,1692.14,1588.59,1685.73,13795.69,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0586331961367637,-0.1368996113890154,-0.1368996113890154,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.8995741547131147,0.0,-0.009373090122702266,0.009373090122702266,False,1.0,0.0
2020-02-05,932000.SH,1693.08,1750.79,1693.08,1738.68,12015.47,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1040868580471144,-0.10978900317954432,-0.1368996113890154,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9278304303278688,0.0,0.03141072413731738,-0.03141072413731738,False,1.0,0.0
2020-02-06,932000.SH,1743.8,1797.18,1743.8,1789.78,12885.57,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.1091051512267542,-0.08362560224462523,-0.1368996113890154,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9550994706284153,0.0,0.02939011203901809,-0.02939011203901809,False,1.0,0.0
2020-02-07,932000.SH,1796.72,1815.66,1776.45,1815.62,13712.58,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0972446991640306,-0.07039542063683046,-0.1368996113890154,1.0,,,0.0,0.0,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9688887465846994,0.0,0.014437528634804186,-0.014437528634804186,False,1.0,0.0
2020-02-10,932000.SH,1817.55,1843.66,1812.9,1843.44,13467.98,none,0.0,MA20/MA60 未触发,hold,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.027798091774007,-0.05615147124329911,-0.1368996113890154,1.0,,,0.0,0.6321148382200656,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.983734631147541,0.0,0.015322589528645958,-0.015322589528645958,False,1.0,0.0
