symbol,name,window_id,signal_date,market_env,wy_phase,wy_direction,wy_confidence,wy_signal_type,wy_bc,wy_spring,factor_signal,fwd_return,fwd_max_gain,fwd_max_dd,bench_return,excess_return
002661.SZ,克明食品,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,5.18,16.71,-0.18,13.57,-8.39
002661.SZ,克明食品,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,10.13,31.55,7.96,8.74,1.39
002661.SZ,克明食品,4,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,20.2,50.81,3.72,21.64,-1.44
002661.SZ,克明食品,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,3.96,12.98,12.17,3.48,0.48
600351.SH,亚宝药业,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,4.62,26.37,1.88,4.02,0.6
600351.SH,亚宝药业,2,2022-10-31,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,16.39,25.83,3.15,13.57,2.82
600351.SH,亚宝药业,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,11.88,37.62,-2.97,8.74,3.14
600351.SH,亚宝药业,4,2024-09-13,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,15.81,33.71,2.86,21.64,-5.83
600351.SH,亚宝药业,5,2025-01-13,structural_low,accumulation,观察等待,C,spring,True,True,BUY,6.53,9.62,8.08,3.48,3.05
600329.SH,达仁堂,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,28.7,36.74,3.14,4.02,24.68
600329.SH,达仁堂,2,2022-10-31,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,32.37,39.96,3.04,13.57,18.8
600329.SH,达仁堂,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,34.12,52.53,2.37,8.74,25.38
600329.SH,达仁堂,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,21.33,47.92,0.91,21.64,-0.31
600329.SH,达仁堂,5,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,18.09,18.7,2.63,3.48,14.61
601016.SH,节能风电,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,30.2,51.78,3.05,4.02,26.18
601016.SH,节能风电,2,2022-10-31,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-9.11,7.01,15.89,13.57,-22.68
601016.SH,节能风电,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,11.65,27.44,1.88,8.74,2.91
601016.SH,节能风电,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,16.29,37.12,2.27,21.64,-5.35
601016.SH,节能风电,5,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,-1.02,8.14,8.81,3.48,-4.5
688101.SH,三达膜,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.07,24.53,3.37,4.02,8.05
688101.SH,三达膜,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,6.24,20.85,4.26,13.57,-7.33
688101.SH,三达膜,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,25.82,50.88,4.4,8.74,17.08
688101.SH,三达膜,4,2024-09-13,bear_bottom,accumulation,空仓观望,C,accumulation,True,False,HOLD,16.61,47.51,2.13,21.64,-5.03
688101.SH,三达膜,5,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,4.12,15.02,5.41,3.48,0.64
688230.SH,芯导科技,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,10.76,16.26,12.83,13.57,-2.81
688230.SH,芯导科技,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,55.56,77.72,8.88,8.74,46.82
688230.SH,芯导科技,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,70.63,114.99,3.23,21.64,48.99
688230.SH,芯导科技,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,10.75,18.71,19.33,3.48,7.27
300370.SZ,安控科技,1,2022-04-27,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,88.81,104.9,8.39,4.02,84.79
300370.SZ,安控科技,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-2.38,11.11,11.9,13.57,-15.95
300370.SZ,安控科技,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-1.79,44.05,9.52,8.74,-10.53
300370.SZ,安控科技,4,2024-09-13,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,68.13,164.29,4.95,21.64,46.49
300370.SZ,安控科技,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-5.21,29.86,21.87,3.48,-8.69
301216.SZ,万凯新材,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,9.83,33.82,2.6,8.74,1.09
301216.SZ,万凯新材,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,7.14,45.84,4.26,21.64,-14.5
301216.SZ,万凯新材,5,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,39.52,51.99,-0.21,3.48,36.04
600292.SH,电投水电,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,19.32,32.01,3.22,4.02,15.3
600292.SH,电投水电,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,4.11,15.89,1.79,13.57,-9.46
600292.SH,电投水电,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,7.35,31.63,8.91,8.74,-1.39
600292.SH,电投水电,4,2024-09-13,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,168.8,323.08,1.5,21.64,147.16
600292.SH,电投水电,5,2025-01-13,structural_low,markdown,空仓观望,D,markdown,True,False,HOLD,4.41,31.58,6.45,3.48,0.93
300849.SZ,锦盛新材,1,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,17.78,18.72,5.46,4.02,13.76
300849.SZ,锦盛新材,2,2022-10-31,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,2.26,12.74,1.42,13.57,-11.31
300849.SZ,锦盛新材,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,41.05,56.04,15.44,8.74,32.31
300849.SZ,锦盛新材,4,2024-09-13,bear_bottom,distribution,空仓观望,B,distribution,True,False,HOLD,11.01,44.61,5.63,21.64,-10.63
300849.SZ,锦盛新材,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,15.5,25.19,18.03,3.48,12.02
605128.SH,上海沿浦,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,117.81,197.29,2.66,4.02,113.79
605128.SH,上海沿浦,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-4.66,46.73,7.9,13.57,-18.23
605128.SH,上海沿浦,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-15.29,54.59,20.0,8.74,-24.03
605128.SH,上海沿浦,4,2024-09-13,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,44.37,60.34,5.36,21.64,22.73
605128.SH,上海沿浦,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-22.26,30.88,24.73,3.48,-25.74
300707.SZ,威唐工业,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,77.18,152.99,3.4,4.02,73.16
300707.SZ,威唐工业,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-8.21,30.67,17.89,13.57,-21.78
300707.SZ,威唐工业,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,27.56,52.78,12.17,8.74,18.82
300707.SZ,威唐工业,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,49.02,97.84,4.22,21.64,27.38
300707.SZ,威唐工业,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-4.57,26.78,18.87,3.48,-8.05
002641.SZ,公元股份,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,13.81,41.67,6.9,4.02,9.79
002641.SZ,公元股份,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,7.99,29.0,1.37,13.57,-5.58
002641.SZ,公元股份,3,2024-02-05,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,2.27,51.01,5.81,8.74,-6.47
002641.SZ,公元股份,4,2024-09-13,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,11.81,44.88,2.62,21.64,-9.83
002641.SZ,公元股份,5,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,1.73,29.95,6.68,3.48,-1.75
688116.SH,天奈科技,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,3.47,58.92,6.69,4.02,-0.55
688116.SH,天奈科技,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-29.69,18.43,31.01,13.57,-43.26
688116.SH,天奈科技,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,53.33,117.65,1.9,8.74,44.59
688116.SH,天奈科技,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,111.16,151.38,3.67,21.64,89.52
688116.SH,天奈科技,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,15.62,55.49,6.91,3.48,12.14
002911.SZ,佛燃能源,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,71.06,122.36,2.84,4.02,67.04
002911.SZ,佛燃能源,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.96,37.98,0.09,13.57,-0.61
002911.SZ,佛燃能源,3,2024-02-05,crash_bottom,accumulation,观察等待,C,spring,True,True,BUY,-15.49,37.11,17.44,8.74,-24.23
002911.SZ,佛燃能源,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,14.87,33.13,0.41,21.64,-6.77
002911.SZ,佛燃能源,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-9.89,9.18,10.25,3.48,-13.37
301093.SZ,华兰股份,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,6.74,22.11,15.78,13.57,-6.83
301093.SZ,华兰股份,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-11.79,24.4,14.75,8.74,-20.53
301093.SZ,华兰股份,4,2024-09-13,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,19.9,45.13,3.47,21.64,-1.74
301093.SZ,华兰股份,5,2025-01-13,structural_low,accumulation,观察等待,C,spring,True,True,BUY,30.28,42.27,6.23,3.48,26.8
688768.SH,容知日新,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,66.69,119.69,3.54,4.02,62.67
688768.SH,容知日新,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,24.88,32.44,11.81,13.57,11.31
688768.SH,容知日新,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,22.93,72.65,10.49,8.74,14.19
688768.SH,容知日新,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,104.9,109.4,3.4,21.64,83.26
688768.SH,容知日新,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,24.57,55.1,-0.7,3.48,21.09
600075.SH,新疆天业,1,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,10.33,23.75,3.61,4.02,6.31
600075.SH,新疆天业,2,2022-10-31,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,8.75,16.15,0.0,13.57,-4.82
600075.SH,新疆天业,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,8.9,35.89,3.07,8.74,0.16
600075.SH,新疆天业,4,2024-09-13,bear_bottom,accumulation,空仓观望,C,sos_candidate,True,False,HOLD,19.19,39.46,2.7,21.64,-2.45
600075.SH,新疆天业,5,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,0.48,9.81,5.5,3.48,-3.0
603416.SH,信捷电气,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,45.51,97.43,4.32,4.02,41.49
603416.SH,信捷电气,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,12.59,27.78,7.98,13.57,-0.98
603416.SH,信捷电气,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,31.45,51.81,7.76,8.74,22.71
603416.SH,信捷电气,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,73.25,74.39,2.07,21.64,51.61
603416.SH,信捷电气,5,2025-01-13,structural_low,markup,持有观察,C,markup,True,False,AVOID,34.43,66.97,0.74,3.48,30.95
002668.SZ,TCL智家,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,22.68,40.24,3.41,4.02,18.66
002668.SZ,TCL智家,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,6.94,19.1,16.67,13.57,-6.63
002668.SZ,TCL智家,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,82.82,152.29,4.01,8.74,74.08
002668.SZ,TCL智家,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,35.35,54.88,-0.22,21.64,13.71
002668.SZ,TCL智家,5,2025-01-13,structural_low,markup,持有观察,C,markup,True,False,AVOID,-20.05,7.05,31.62,3.48,-23.53
001311.SZ,多利科技,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-15.45,39.52,19.96,8.74,-24.19
001311.SZ,多利科技,4,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,35.16,61.8,2.89,21.64,13.52
001311.SZ,多利科技,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,7.35,34.37,12.65,3.48,3.87
688766.SH,普冉股份,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-23.9,15.65,33.3,4.02,-27.92
688766.SH,普冉股份,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,15.73,59.58,1.93,13.57,2.16
688766.SH,普冉股份,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,54.9,103.14,7.14,8.74,46.16
688766.SH,普冉股份,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,89.1,121.26,6.49,21.64,67.46
688766.SH,普冉股份,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-45.22,28.39,46.06,3.48,-48.7
603363.SH,傲农生物,1,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,8.02,49.11,20.88,4.02,4.0
603363.SH,傲农生物,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,13.7,5.2,13.57,-13.57
603363.SH,傲农生物,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,12.88,105.52,26.99,8.74,4.14
603363.SH,傲农生物,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-12.93,11.61,21.64,21.64,-34.57
603363.SH,傲农生物,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,17.28,35.49,2.78,3.48,13.8
688070.SH,纵横股份,1,2022-04-27,event_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,222.56,292.14,1.66,4.02,218.54
688070.SH,纵横股份,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-20.91,5.26,31.33,13.57,-34.48
688070.SH,纵横股份,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,36.23,189.71,12.19,8.74,27.49
688070.SH,纵横股份,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,65.87,95.72,3.56,21.64,44.23
688070.SH,纵横股份,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,42.65,61.57,1.57,3.48,39.17
001239.SZ,永达股份,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-3.44,23.51,12.12,21.64,-25.08
001239.SZ,永达股份,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,13.35,45.27,9.68,3.48,9.87
601231.SH,环旭电子,1,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,62.97,90.36,-4.82,4.02,58.95
601231.SH,环旭电子,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-10.15,7.8,13.14,13.57,-23.72
601231.SH,环旭电子,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,30.78,38.18,2.44,8.74,22.04
601231.SH,环旭电子,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,18.59,30.63,2.6,21.64,-3.05
601231.SH,环旭电子,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-7.29,38.72,18.71,3.48,-10.77
601006.SH,大秦铁路,1,2022-04-27,event_bottom,markup,持有观察,C,markup,True,False,AVOID,-4.47,-0.87,14.14,4.02,-8.49
601006.SH,大秦铁路,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,12.79,15.29,0.78,13.57,-0.78
601006.SH,大秦铁路,3,2024-02-05,crash_bottom,markup,持有观察,C,markup,True,False,AVOID,-6.24,3.85,8.23,8.74,-14.98
601006.SH,大秦铁路,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,10.47,27.03,0.51,21.64,-11.17
601006.SH,大秦铁路,5,2025-01-13,structural_low,accumulation,观察等待,C,spring,True,True,BUY,7.7,12.04,0.32,3.48,4.22
002291.SZ,遥望科技,1,2022-04-27,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,43.77,79.98,0.76,4.02,39.75
002291.SZ,遥望科技,2,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-20.31,11.7,24.7,13.57,-33.88
002291.SZ,遥望科技,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-15.53,44.32,23.11,8.74,-24.27
002291.SZ,遥望科技,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,59.29,155.48,0.71,21.64,37.65
002291.SZ,遥望科技,5,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,14.78,46.61,17.22,3.48,11.3
601101.SH,昊华能源,1,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,2.48,41.78,16.71,4.02,-1.54
601101.SH,昊华能源,2,2022-10-31,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,2.35,14.58,5.8,13.57,-11.22
601101.SH,昊华能源,3,2024-02-05,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,43.84,68.33,4.37,8.74,35.1
601101.SH,昊华能源,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-0.39,42.23,2.85,21.64,-22.03
601101.SH,昊华能源,5,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,-4.78,5.98,12.35,3.48,-8.26
002110.SZ,三钢闽光,1,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-23.51,7.84,24.96,4.02,-27.53
002110.SZ,三钢闽光,2,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,22.09,27.55,0.48,13.57,8.52
002110.SZ,三钢闽光,3,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-11.4,12.28,14.62,8.74,-20.14
002110.SZ,三钢闽光,4,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,26.36,55.81,2.71,21.64,4.72
002110.SZ,三钢闽光,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,19.54,49.01,0.33,3.48,16.06
001373.SZ,翔腾新材,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,1.52,63.57,9.98,8.74,-7.22
001373.SZ,翔腾新材,4,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,22.37,48.02,2.89,21.64,0.73
001373.SZ,翔腾新材,5,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,13.11,29.5,12.0,3.48,9.63
301231.SZ,荣信文化,3,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,29.06,84.02,22.45,8.74,20.32
301231.SZ,荣信文化,4,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,23.76,64.3,4.3,21.64,2.12
