symbol,name,window_id,signal_date,market_env,label_desc,lppl_m,lppl_w,lppl_rmse,lppl_r2,lppl_dtc,lppl_valid,lppl_bottom,lppl_top,wy_phase,wy_direction,wy_confidence,wy_signal,wy_bc,wy_spring,wy_rr,combined_score,signal_label,fwd_return,fwd_max_gain,fwd_max_dd,bench_return,excess_return
300078.SZ,思创智联,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.41,14.0,neutral,18.48,40.88,1.85,13.57,4.91
002534.SZ,西子洁能,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.53,15.0,neutral,16.27,55.11,1.69,14.92,1.35
002534.SZ,西子洁能,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-4.73,18.61,8.47,8.09,-12.82
002534.SZ,西子洁能,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.22,5.0,neutral,40.28,106.79,2.58,35.34,4.94
002534.SZ,西子洁能,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,1.17,14.0,neutral,37.92,84.1,9.59,5.51,32.41
002534.SZ,西子洁能,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-23.78,37.4,30.71,4.97,-28.75
002534.SZ,西子洁能,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,2.52,18.0,neutral,30.63,39.53,2.17,21.72,8.91
002534.SZ,西子洁能,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.77,15.0,neutral,13.3,36.61,4.37,18.05,-4.75
002534.SZ,西子洁能,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,28.57,32.14,0.0,35.28,-6.71
002534.SZ,西子洁能,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.36,5.0,neutral,78.63,80.59,6.25,6.19,72.44
002534.SZ,西子洁能,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.21,15.0,neutral,-12.82,12.3,20.69,13.57,-26.39
603950.SH,长源东谷,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,0.0,43.0,buy,-2.89,17.26,14.97,6.19,-9.08
603950.SH,长源东谷,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.4,15.0,neutral,57.76,73.98,1.18,13.57,44.19
601107.SH,四川成渝,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,空仓观望,D,accumulation,True,False,0.72,24.0,watch,6.39,15.34,1.28,14.92,-8.53
601107.SH,四川成渝,2,2013-06-25,bear_bottom,2013钱荒底,0.2807,8.0435,0.024386,0.7462,1.18,True,True,False,markdown,空仓观望,C,markdown,True,False,1.27,55.0,buy,8.58,27.61,4.48,8.09,0.49
601107.SH,四川成渝,3,2014-07-22,bull_start,2014牛市启动,0.1486,6.5847,0.014958,0.5189,93.62,True,True,False,accumulation,观察等待,C,spring,True,True,0.81,88.0,strong_buy,44.0,45.45,0.36,35.34,8.66
601107.SH,四川成渝,4,2015-08-26,crash_bottom,2015股灾底,0.9,8.02,0.111576,0.687,89.17,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,9.42,47.1,1.45,5.51,3.91
601107.SH,四川成渝,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.05,15.0,neutral,19.44,31.31,5.05,4.97,14.47
601107.SH,四川成渝,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,3.37,18.0,neutral,25.08,27.01,0.64,21.72,3.36
601107.SH,四川成渝,7,2019-01-04,rebound_start,2019春季反弹启动,0.9,8.276,0.026811,0.5116,90.53,False,False,False,accumulation,空仓观望,C,sos_candidate,True,False,0.02,30.0,watch,11.98,44.29,2.23,18.05,-6.07
601107.SH,四川成渝,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,3.25,18.0,neutral,6.73,14.91,1.75,35.28,-28.55
601107.SH,四川成渝,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,31.33,43.0,buy,17.7,23.93,1.64,6.19,11.51
601107.SH,四川成渝,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,distribution,空仓观望,B,distribution,True,False,30.56,13.0,neutral,5.95,10.81,0.27,13.57,-7.62
002746.SZ,仙坛股份,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.41,15.0,neutral,44.59,55.45,1.71,4.97,39.62
002746.SZ,仙坛股份,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.1,15.0,neutral,90.99,98.14,2.1,21.72,69.27
002746.SZ,仙坛股份,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.25,15.0,neutral,108.35,130.62,0.0,18.05,90.3
002746.SZ,仙坛股份,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.18,5.0,neutral,4.44,10.07,10.28,35.28,-30.84
002746.SZ,仙坛股份,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,37.79,18.0,neutral,3.51,19.08,0.76,6.19,-2.68
002746.SZ,仙坛股份,10,2022-10-31,bear_bottom,2022熊底,0.4446,12.8414,0.038915,0.5592,32.68,True,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,9.0,neutral,-0.78,26.03,2.68,13.57,-14.35
002068.SZ,黑猫股份,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.19,15.0,neutral,6.36,38.15,0.58,14.92,-8.56
002068.SZ,黑猫股份,2,2013-06-25,bear_bottom,2013钱荒底,0.6565,6.1414,0.051704,0.5478,97.66,False,False,False,markdown,空仓观望,D,markdown,True,False,0.71,14.0,neutral,-0.23,9.13,12.79,8.09,-8.32
002068.SZ,黑猫股份,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.11,5.0,neutral,62.02,70.74,3.1,35.34,26.68
002068.SZ,黑猫股份,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,8.44,71.35,12.13,5.51,2.93
002068.SZ,黑猫股份,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.21,15.0,neutral,23.58,38.21,7.13,4.97,18.61
002068.SZ,黑猫股份,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.79,15.0,neutral,-3.25,7.84,22.19,21.72,-24.97
002068.SZ,黑猫股份,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,6.78,18.0,neutral,-12.54,31.94,12.88,18.05,-30.59
002068.SZ,黑猫股份,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,2.93,18.0,neutral,43.45,48.47,0.28,35.28,8.17
002068.SZ,黑猫股份,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,23.17,44.75,17.41,6.19,16.98
002068.SZ,黑猫股份,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,6.18,18.0,neutral,10.1,51.21,1.9,13.57,-3.47
002675.SZ,东诚药业,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-39.35,4.82,43.3,8.09,-47.44
002675.SZ,东诚药业,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.08,5.0,neutral,174.12,260.8,6.53,35.34,138.78
002675.SZ,东诚药业,4,2015-08-26,crash_bottom,2015股灾底,0.9,7.0473,0.171434,0.8608,98.9,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,10.78,52.86,7.54,5.51,5.27
002675.SZ,东诚药业,5,2016-01-27,crash_bottom,2016熔断底,0.1,9.8532,0.095146,0.3313,97.9,False,False,False,markdown,空仓观望,C,markdown,True,False,0.79,15.0,neutral,-56.95,71.18,59.34,4.97,-61.92
002675.SZ,东诚药业,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.74,15.0,neutral,67.48,70.73,-0.68,21.72,45.76
002675.SZ,东诚药业,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,37.12,63.49,2.69,18.05,19.07
002675.SZ,东诚药业,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.24,15.0,neutral,117.02,131.07,-0.39,35.28,81.74
002675.SZ,东诚药业,9,2021-07-28,structural_low,2021结构底,0.1459,6.8772,0.038733,0.4654,41.74,True,False,False,markdown,空仓观望,C,markdown,True,False,0.48,25.0,watch,-20.29,6.69,31.75,6.19,-26.48
002675.SZ,东诚药业,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.07,5.0,neutral,0.52,15.4,10.34,13.57,-13.05
002567.SZ,唐人神,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.9,15.0,neutral,18.36,54.29,0.59,14.92,3.44
002567.SZ,唐人神,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.11,15.0,neutral,-8.62,4.67,20.36,8.09,-16.71
002567.SZ,唐人神,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,0.07,43.0,buy,36.65,40.64,1.86,35.34,1.31
002567.SZ,唐人神,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.92,14.0,neutral,61.29,71.06,10.13,5.51,55.78
002567.SZ,唐人神,5,2016-01-27,crash_bottom,2016熔断底,0.8812,6.5049,0.142307,0.6747,98.29,False,False,False,markup,持有观察,C,markup,True,False,0.06,5.0,neutral,-4.21,17.52,32.24,4.97,-9.18
002567.SZ,唐人神,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,103.71,113.32,3.49,21.72,81.99
002567.SZ,唐人神,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.08,5.0,neutral,106.84,221.71,2.91,18.05,88.79
002567.SZ,唐人神,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,64.44,75.73,0.0,35.28,29.16
002567.SZ,唐人神,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,2.65,18.0,neutral,12.85,21.13,0.53,6.19,6.66
002567.SZ,唐人神,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.99,15.0,neutral,8.96,18.78,2.42,13.57,-4.61
300025.SZ,华星创业,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.65,15.0,neutral,43.51,60.88,1.0,14.92,28.59
300025.SZ,华星创业,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,67.85,116.15,8.46,8.09,59.76
300025.SZ,华星创业,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,70.14,70.14,18.48,35.34,34.8
300025.SZ,华星创业,4,2015-08-26,crash_bottom,2015股灾底,0.4223,7.4078,0.163096,0.6248,62.55,False,False,False,markdown,空仓观望,D,markdown,True,False,2.21,14.0,neutral,-2.07,124.88,19.74,5.51,-7.58
300025.SZ,华星创业,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,D,markup,True,False,0.08,4.0,neutral,-59.17,-9.98,62.65,4.97,-64.14
300025.SZ,华星创业,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,75.65,75.65,0.58,21.72,53.93
300025.SZ,华星创业,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,32.39,65.22,6.09,18.05,14.34
300025.SZ,华星创业,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.33,5.0,neutral,-9.8,18.33,22.87,35.28,-45.08
300025.SZ,华星创业,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,3.78,22.67,13.1,6.19,-2.41
300025.SZ,华星创业,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,15.82,27.18,6.69,13.57,2.25
600596.SH,新安股份,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.66,15.0,neutral,112.09,125.27,1.1,14.92,97.17
600596.SH,新安股份,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,0.0,65.57,3.57,8.09,-8.09
600596.SH,新安股份,3,2014-07-22,bull_start,2014牛市启动,0.9,7.1527,0.062966,0.802,87.73,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,26.31,27.36,2.68,35.34,-9.03
600596.SH,新安股份,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,11.67,18.0,neutral,1.52,73.42,10.74,5.51,-3.99
600596.SH,新安股份,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.1,15.0,neutral,3.98,23.86,5.01,4.97,-0.99
600596.SH,新安股份,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.28,14.0,neutral,3.91,9.93,16.69,21.72,-17.81
600596.SH,新安股份,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.03,15.0,neutral,2.11,54.22,6.15,18.05,-15.94
600596.SH,新安股份,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,3.39,15.0,neutral,10.02,16.06,5.56,35.28,-25.26
600596.SH,新安股份,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.23,5.0,neutral,33.15,117.49,2.43,6.19,26.96
600596.SH,新安股份,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,2.54,18.0,neutral,3.68,14.6,1.21,13.57,-9.89
600661.SH,昂立教育,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.57,15.0,neutral,203.57,229.37,0.6,14.92,188.65
600661.SH,昂立教育,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,118.64,149.7,-10.06,8.09,110.55
600661.SH,昂立教育,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.08,5.0,neutral,13.2,25.01,6.76,35.34,-22.14
600661.SH,昂立教育,4,2015-08-26,crash_bottom,2015股灾底,0.3493,6.8199,0.152541,0.6674,88.06,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,23.47,117.41,19.84,5.51,17.96
600661.SH,昂立教育,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.52,15.0,neutral,-4.91,21.66,13.51,4.97,-9.88
600661.SH,昂立教育,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.0,15.0,neutral,14.61,20.42,11.68,21.72,-7.11
600661.SH,昂立教育,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.85,15.0,neutral,5.5,23.12,12.58,18.05,-12.55
600661.SH,昂立教育,8,2020-03-23,event_bottom,2020疫情底,0.1,10.1209,0.049311,0.5344,80.15,False,False,False,markdown,空仓观望,D,markdown,True,False,1.66,14.0,neutral,8.44,12.75,3.41,35.28,-26.84
600661.SH,昂立教育,9,2021-07-28,structural_low,2021结构底,0.2586,7.4052,0.049946,0.7836,1.0,True,False,False,markdown,空仓观望,C,markdown,True,False,0.94,25.0,watch,10.09,69.73,5.72,6.19,3.9
600661.SH,昂立教育,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,13.39,45.84,0.92,13.57,-0.18
002491.SZ,通鼎互联,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.54,15.0,neutral,41.03,59.67,0.23,14.92,26.11
002491.SZ,通鼎互联,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.55,14.0,neutral,18.62,46.34,1.41,8.09,10.53
002491.SZ,通鼎互联,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.12,5.0,neutral,23.63,55.68,8.97,35.34,-11.71
002491.SZ,通鼎互联,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,15.16,18.0,neutral,67.45,149.16,8.53,5.51,61.94
002491.SZ,通鼎互联,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.02,15.0,neutral,17.18,41.84,2.99,4.97,12.21
002491.SZ,通鼎互联,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.06,14.0,neutral,50.86,54.17,5.75,21.72,29.14
002491.SZ,通鼎互联,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,2.33,62.74,2.07,18.05,-15.72
002491.SZ,通鼎互联,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.08,5.0,neutral,-17.32,6.33,24.7,35.28,-52.6
002491.SZ,通鼎互联,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,0.73,43.0,buy,36.9,67.94,5.34,6.19,30.71
002491.SZ,通鼎互联,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-6.36,4.18,19.45,13.57,-19.93
001296.SZ,长江材料,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-5.04,8.24,10.4,13.57,-18.61
601665.SH,齐鲁银行,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.18,15.0,neutral,2.23,9.65,0.99,13.57,-11.34
688383.SH,新益昌,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-9.88,6.68,35.92,13.57,-23.45
603970.SH,中农立华,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.5,15.0,neutral,17.59,19.05,3.49,21.72,-4.13
603970.SH,中农立华,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.42,15.0,neutral,19.89,42.62,1.94,18.05,1.84
603970.SH,中农立华,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,29.36,32.91,0.3,35.28,-5.92
603970.SH,中农立华,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.54,15.0,neutral,16.84,26.26,11.86,6.19,10.65
603970.SH,中农立华,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-10.26,25.72,14.02,13.57,-23.83
603949.SH,雪龙集团,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,0.5,43.0,buy,55.74,68.72,-0.2,6.19,49.55
603949.SH,雪龙集团,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.95,14.0,neutral,10.18,43.44,-0.07,13.57,-3.39
300634.SZ,彩讯股份,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.03,15.0,neutral,-9.92,42.89,10.46,18.05,-27.97
300634.SZ,彩讯股份,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,D,markup,True,False,0.02,4.0,neutral,24.8,34.2,23.97,35.28,-10.48
300634.SZ,彩讯股份,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-0.83,25.71,11.52,6.19,-7.02
300634.SZ,彩讯股份,10,2022-10-31,bear_bottom,2022熊底,0.1722,6.6944,0.056165,0.7707,1.0,False,False,False,markup,持有观察,C,markup,True,False,0.05,5.0,neutral,32.45,43.45,25.14,13.57,18.88
002907.SZ,华森制药,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.24,15.0,neutral,16.61,27.01,9.44,21.72,-5.11
002907.SZ,华森制药,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.17,15.0,neutral,-5.26,35.96,12.12,18.05,-23.31
002907.SZ,华森制药,8,2020-03-23,event_bottom,2020疫情底,0.9,12.497,0.056356,0.6107,17.84,False,False,False,markdown,空仓观望,C,markdown,True,False,0.03,15.0,neutral,11.29,20.37,8.75,35.28,-23.99
002907.SZ,华森制药,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.17,15.0,neutral,7.83,18.1,6.65,6.19,1.64
002907.SZ,华森制药,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.02,5.0,neutral,-30.02,31.91,31.11,13.57,-43.59
603200.SH,上海洗霸,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.57,15.0,neutral,45.68,51.25,2.66,21.72,23.96
603200.SH,上海洗霸,7,2019-01-04,rebound_start,2019春季反弹启动,0.9,7.5337,0.044753,0.6612,97.66,False,False,False,markup,持有观察,C,markup,True,False,0.01,5.0,neutral,-31.08,19.19,31.6,18.05,-49.13
603200.SH,上海洗霸,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-7.21,87.84,12.02,35.28,-42.49
603200.SH,上海洗霸,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,20.38,45.79,5.74,6.19,14.19
