symbol,name,window_id,signal_date,market_env,label_desc,lppl_m,lppl_w,lppl_rmse,lppl_r2,lppl_dtc,lppl_valid,lppl_bottom,lppl_top,wy_phase,wy_direction,wy_confidence,wy_signal,wy_bc,wy_spring,wy_rr,combined_score,signal_label,fwd_return,fwd_max_gain,fwd_max_dd,bench_return,excess_return
600019.SH,宝钢股份,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,4.19,15.0,neutral,8.48,18.7,3.26,35.28,-26.8
600019.SH,宝钢股份,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-2.23,68.34,14.37,6.19,-8.42
600019.SH,宝钢股份,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,0.0,43.0,buy,35.55,42.41,0.42,13.57,21.98
300494.SZ,盛天网络,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.04,14.0,neutral,31.65,35.58,1.12,21.72,9.93
300494.SZ,盛天网络,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.24,15.0,neutral,4.26,50.41,10.65,18.05,-13.79
300494.SZ,盛天网络,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.52,15.0,neutral,56.97,105.73,8.29,35.28,21.69
300494.SZ,盛天网络,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,39.61,62.37,11.84,6.19,33.42
300494.SZ,盛天网络,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,25.49,27.05,8.54,13.57,11.92
300652.SZ,雷迪克,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,25.25,34.16,1.76,21.72,3.53
300652.SZ,雷迪克,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.23,15.0,neutral,4.93,30.11,3.2,18.05,-13.12
300652.SZ,雷迪克,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,17.2,20.63,2.15,35.28,-18.08
300652.SZ,雷迪克,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.43,15.0,neutral,41.25,58.22,3.26,6.19,35.06
300652.SZ,雷迪克,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.47,15.0,neutral,-1.72,17.19,12.51,13.57,-15.29
605086.SH,龙高股份,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,13.39,27.98,0.36,13.57,-0.18
002157.SZ,正邦科技,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.03,15.0,neutral,-2.35,43.51,7.2,14.92,-17.27
002157.SZ,正邦科技,2,2013-06-25,bear_bottom,2013钱荒底,0.9,6.9709,0.057761,0.6465,98.49,False,False,False,markdown,空仓观望,C,markdown,True,False,0.89,15.0,neutral,16.25,22.22,12.11,8.09,8.16
002157.SZ,正邦科技,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.0,5.0,neutral,26.29,31.14,14.05,35.34,-9.05
002157.SZ,正邦科技,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,43.0,67.68,6.38,5.51,37.49
002157.SZ,正邦科技,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.84,15.0,neutral,47.78,53.73,13.53,4.97,42.81
002157.SZ,正邦科技,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,276.41,281.23,-0.8,21.72,254.69
002157.SZ,正邦科技,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.01,5.0,neutral,196.08,339.75,0.71,18.05,178.03
002157.SZ,正邦科技,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,39.64,43.19,8.55,35.28,4.36
002157.SZ,正邦科技,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.04,15.0,neutral,0.1,16.24,13.86,6.19,-6.09
002157.SZ,正邦科技,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.71,15.0,neutral,-4.0,34.57,7.43,13.57,-17.57
002748.SZ,世龙实业,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,1.25,14.0,neutral,-42.6,34.63,44.7,4.97,-47.57
002748.SZ,世龙实业,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.66,15.0,neutral,22.32,30.54,4.11,21.72,0.6
002748.SZ,世龙实业,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.67,15.0,neutral,27.98,100.69,5.96,18.05,9.93
002748.SZ,世龙实业,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.7,15.0,neutral,16.77,18.58,6.65,35.28,-18.51
002748.SZ,世龙实业,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.28,5.0,neutral,79.71,135.25,1.87,6.19,73.52
002748.SZ,世龙实业,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,1.59,14.0,neutral,7.47,35.79,3.69,13.57,-6.1
600751.SH,海航科技,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.12,15.0,neutral,14.93,27.99,51.79,14.92,0.01
600751.SH,海航科技,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.4,14.0,neutral,90.63,126.72,14.6,8.09,82.54
600751.SH,海航科技,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,90.48,103.11,2.25,35.34,55.14
600751.SH,海航科技,4,2015-08-26,crash_bottom,2015股灾底,0.6109,6.0288,0.121269,0.611,99.66,False,False,False,markdown,空仓观望,C,markdown,True,False,22.35,15.0,neutral,-7.4,79.68,15.53,5.51,-12.91
600751.SH,海航科技,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.05,15.0,neutral,82.6,97.72,6.85,4.97,77.63
600751.SH,海航科技,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.61,15.0,neutral,36.24,36.24,20.13,21.72,14.52
600751.SH,海航科技,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.69,15.0,neutral,17.69,80.87,14.08,18.05,-0.36
600751.SH,海航科技,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,12.63,29.01,12.63,35.28,-22.65
600751.SH,海航科技,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,2.89,35.02,9.75,6.19,-3.3
600751.SH,海航科技,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.58,15.0,neutral,14.96,28.63,3.42,13.57,1.39
000968.SZ,蓝焰控股,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.76,15.0,neutral,18.28,57.81,0.74,14.92,3.36
000968.SZ,蓝焰控股,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.42,15.0,neutral,20.56,20.56,8.54,8.09,12.47
000968.SZ,蓝焰控股,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,3.26,43.0,buy,27.18,29.3,-0.7,35.34,-8.16
000968.SZ,蓝焰控股,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,1.4,14.0,neutral,62.09,73.91,6.43,5.51,56.58
000968.SZ,蓝焰控股,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,25.26,30.31,9.76,4.97,20.29
000968.SZ,蓝焰控股,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,9.39,13.8,20.65,21.72,-12.33
000968.SZ,蓝焰控股,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.89,15.0,neutral,7.56,47.2,1.18,18.05,-10.49
000968.SZ,蓝焰控股,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,5.55,18.0,neutral,0.86,15.19,9.75,35.28,-34.42
000968.SZ,蓝焰控股,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,3.7,18.0,neutral,80.88,159.12,0.0,6.19,74.69
000968.SZ,蓝焰控股,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.16,15.0,neutral,-2.85,21.88,3.33,13.57,-16.42
000758.SZ,中色股份,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.78,15.0,neutral,-20.22,27.3,26.39,14.92,-35.14
000758.SZ,中色股份,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.4,14.0,neutral,15.91,46.58,5.5,8.09,7.82
000758.SZ,中色股份,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.16,5.0,neutral,31.01,31.01,1.15,35.34,-4.33
000758.SZ,中色股份,4,2015-08-26,crash_bottom,2015股灾底,0.896,7.6032,0.11392,0.6909,74.24,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,2.4,33.81,12.82,5.51,-3.11
000758.SZ,中色股份,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.67,15.0,neutral,20.5,35.92,6.89,4.97,15.53
000758.SZ,中色股份,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.27,15.0,neutral,44.96,48.99,-0.29,21.72,23.24
000758.SZ,中色股份,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.14,15.0,neutral,39.62,48.79,2.16,18.05,21.57
000758.SZ,中色股份,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.12,15.0,neutral,35.55,41.71,11.85,35.28,0.27
000758.SZ,中色股份,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.34,5.0,neutral,-0.36,34.29,10.89,6.19,-6.55
000758.SZ,中色股份,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.9,15.0,neutral,22.82,40.04,0.22,13.57,9.25
603045.SH,福达合金,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.75,15.0,neutral,-21.75,36.23,23.97,18.05,-39.8
603045.SH,福达合金,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.43,5.0,neutral,-2.48,4.76,26.25,35.28,-37.76
603045.SH,福达合金,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,42.08,103.04,0.25,6.19,35.89
603045.SH,福达合金,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.07,15.0,neutral,-2.43,25.93,7.09,13.57,-16.0
000581.SZ,威孚高科,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.11,5.0,neutral,28.29,59.27,1.71,14.92,13.37
000581.SZ,威孚高科,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.12,15.0,neutral,-24.1,2.24,43.48,8.09,-32.19
000581.SZ,威孚高科,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,10.23,13.26,4.86,35.34,-25.11
000581.SZ,威孚高科,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,2.26,14.0,neutral,-6.36,23.68,6.65,5.51,-11.87
000581.SZ,威孚高科,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.52,15.0,neutral,12.29,20.33,7.51,4.97,7.32
000581.SZ,威孚高科,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,2.18,14.0,neutral,28.72,29.67,-0.47,21.72,7.0
000581.SZ,威孚高科,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,空仓观望,C,accumulation,True,False,1.05,25.0,watch,6.34,49.77,1.98,18.05,-11.71
000581.SZ,威孚高科,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,28.13,34.15,-0.67,35.28,-7.15
000581.SZ,威孚高科,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,10.17,15.0,neutral,4.87,21.57,6.35,6.19,-1.32
000581.SZ,威孚高科,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,0.0,43.0,buy,15.92,45.73,0.64,13.57,2.35
300387.SZ,富邦科技,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-47.56,17.55,60.64,5.51,-53.07
300387.SZ,富邦科技,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.37,15.0,neutral,11.32,24.23,11.18,4.97,6.35
300387.SZ,富邦科技,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,1.37,14.0,neutral,26.47,35.11,0.0,21.72,4.75
300387.SZ,富邦科技,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.82,15.0,neutral,75.95,105.54,5.88,18.05,57.9
300387.SZ,富邦科技,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,10.0,18.0,neutral,27.36,39.86,1.67,35.28,-7.92
300387.SZ,富邦科技,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,8.33,34.67,5.67,6.19,2.14
300387.SZ,富邦科技,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.4,15.0,neutral,11.04,27.52,-0.16,13.57,-2.53
000702.SZ,正虹科技,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.03,15.0,neutral,10.5,32.55,1.05,14.92,-4.42
000702.SZ,正虹科技,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.78,15.0,neutral,13.91,21.52,4.72,8.09,5.82
000702.SZ,正虹科技,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.09,5.0,neutral,61.35,70.72,7.4,35.34,26.01
000702.SZ,正虹科技,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,35.16,84.09,3.23,5.51,29.65
000702.SZ,正虹科技,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,3.52,18.0,neutral,45.11,68.62,5.85,4.97,40.14
000702.SZ,正虹科技,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,0.5,14.0,neutral,39.27,43.78,-0.21,21.72,17.55
000702.SZ,正虹科技,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,13.94,85.14,8.07,18.05,-4.11
000702.SZ,正虹科技,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,27.01,46.19,0.62,35.28,-8.27
000702.SZ,正虹科技,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,D,markdown,True,False,1.97,14.0,neutral,13.98,19.28,0.24,6.19,7.79
000702.SZ,正虹科技,10,2022-10-31,bear_bottom,2022熊底,0.8911,6.3801,0.068827,0.7093,89.65,False,False,False,markdown,空仓观望,C,markdown,True,False,0.71,15.0,neutral,4.48,18.46,2.15,13.57,-9.09
002545.SZ,东方铁塔,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.04,15.0,neutral,13.71,29.66,0.47,14.92,-1.21
002545.SZ,东方铁塔,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,-3.32,12.43,10.11,8.09,-11.41
002545.SZ,东方铁塔,3,2014-07-22,bull_start,2014牛市启动,0.9,6.5039,0.026586,0.875,99.42,False,False,False,distribution,空仓观望,C,distribution,True,False,0.83,10.0,neutral,21.78,31.99,2.37,35.34,-13.56
002545.SZ,东方铁塔,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.0,5.0,neutral,-71.68,-46.83,75.93,5.51,-77.19
002545.SZ,东方铁塔,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.14,15.0,neutral,4.83,24.14,10.9,4.97,-0.14
002545.SZ,东方铁塔,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,38.35,43.01,4.84,21.72,16.63
002545.SZ,东方铁塔,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.14,5.0,neutral,-8.56,24.82,14.55,18.05,-26.61
002545.SZ,东方铁塔,8,2020-03-23,event_bottom,2020疫情底,0.1477,10.659,0.044253,0.6214,73.65,True,False,False,markup,持有观察,C,markup,True,False,0.01,15.0,neutral,18.81,23.44,11.92,35.28,-16.47
002545.SZ,东方铁塔,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.43,5.0,neutral,-0.72,30.55,9.55,6.19,-6.91
002545.SZ,东方铁塔,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,2.16,15.0,neutral,8.09,19.18,-0.25,13.57,-5.48
000921.SZ,海信家电,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,79.72,82.15,1.01,14.92,64.8
000921.SZ,海信家电,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.62,15.0,neutral,33.47,44.77,1.81,8.09,25.38
000921.SZ,海信家电,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,distribution,空仓观望,C,distribution,True,False,0.73,10.0,neutral,1.84,10.37,4.26,35.34,-33.5
000921.SZ,海信家电,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,4.16,18.0,neutral,14.75,46.21,9.92,5.51,9.24
000921.SZ,海信家电,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.37,15.0,neutral,-3.03,10.29,15.57,4.97,-8.0
000921.SZ,海信家电,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,47.71,47.86,6.43,21.72,25.99
000921.SZ,海信家电,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.76,15.0,neutral,76.54,120.37,-0.14,18.05,58.49
000921.SZ,海信家电,8,2020-03-23,event_bottom,2020疫情底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,5.48,18.0,neutral,36.34,53.93,-0.47,35.28,1.06
000921.SZ,海信家电,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,B,markdown,True,False,2.87,18.0,neutral,16.51,24.22,5.0,6.19,10.32
000921.SZ,海信家电,10,2022-10-31,bear_bottom,2022熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.62,15.0,neutral,66.98,83.49,1.12,13.57,53.41
002489.SZ,浙江永强,1,2012-12-04,bear_bottom,2012熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.82,15.0,neutral,8.04,26.79,1.02,14.92,-6.88
002489.SZ,浙江永强,2,2013-06-25,bear_bottom,2013钱荒底,0.0,0.0,1.0,0.0,0.0,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,7.87,31.93,8.87,8.09,-0.22
002489.SZ,浙江永强,3,2014-07-22,bull_start,2014牛市启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markup,持有观察,C,markup,True,False,0.1,5.0,neutral,33.99,39.23,7.03,35.34,-1.35
002489.SZ,浙江永强,4,2015-08-26,crash_bottom,2015股灾底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.03,15.0,neutral,-65.78,18.1,73.22,5.51,-71.29
002489.SZ,浙江永强,5,2016-01-27,crash_bottom,2016熔断底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,1.97,15.0,neutral,1.12,32.87,7.69,4.97,-3.85
002489.SZ,浙江永强,6,2018-10-19,bear_bottom,2018熊底,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.85,15.0,neutral,35.42,50.0,0.83,21.72,13.7
002489.SZ,浙江永强,7,2019-01-04,rebound_start,2019春季反弹启动,0.0,0.0,1.0,0.0,0.0,False,False,False,markdown,空仓观望,C,markdown,True,False,0.27,15.0,neutral,24.53,56.98,2.26,18.05,6.48
002489.SZ,浙江永强,8,2020-03-23,event_bottom,2020疫情底,0.2912,6.013,0.059097,0.8096,12.11,False,False,False,unknown,空仓观望,D,no_signal,False,False,0.0,-1.0,avoid,22.89,33.98,17.11,35.28,-12.39
002489.SZ,浙江永强,9,2021-07-28,structural_low,2021结构底,0.0,0.0,1.0,0.0,0.0,False,False,False,accumulation,观察等待,C,spring,True,True,2.5,43.0,buy,5.14,31.72,0.91,6.19,-1.05
