cycle_id,cycle_year,as_of_date,symbol,name,data_rows,wyckoff_phase,wyckoff_direction,wyckoff_confidence,wyckoff_signal_type,lppl_score,lppl_level,n_danger_layers,regime,regime_weight,phase_weight,fusion_score,fusion_score_regime,future_return_pct,future_max_gain_pct,future_max_dd_pct
3,2015,2015-11-24,002439.SZ,启明星辰,3604,markup,持有观察,C,markup,0.0964,none,0,weak_bull,1.0,0.0,0.0,0.0,-37.25,7.99,47.66
4,2016,2016-06-25,002439.SZ,启明星辰,3604,unknown,空仓观望,D,no_signal,0.329,watch,1,weak_bull,1.0,0.3,0.0987,0.0987,-4.97,19.29,11.84
5,2017,2017-06-19,002439.SZ,启明星辰,3604,unknown,空仓观望,D,no_signal,0.1161,none,0,weak_bull,1.0,0.3,0.0348,0.0348,25.91,40.97,10.48
6,2018,2018-07-05,002439.SZ,启明星辰,3604,markdown,空仓观望,C,markdown,0.1473,none,0,weak_bull,1.0,1.0,0.1473,0.1473,2.54,11.82,23.59
7,2020,2020-05-11,002439.SZ,启明星辰,3604,markup,持有观察,C,markup,0.1963,none,0,weak_bull,1.0,0.0,0.0,0.0,-23.06,14.15,29.31
8,2021,2021-04-17,002439.SZ,启明星辰,3604,unknown,空仓观望,D,no_signal,0.1901,none,0,weak_bull,1.0,0.3,0.057,0.057,-16.82,21.64,18.14
9,2022,2022-04-16,002439.SZ,启明星辰,3604,markdown,空仓观望,B,markdown,0.1972,none,0,weak_bull,1.0,1.0,0.1972,0.1972,25.36,27.7,16.57
10,2024,2024-07-06,002439.SZ,启明星辰,3604,markdown,空仓观望,B,markdown,0.2406,watch,0,weak_bull,1.0,1.0,0.2406,0.2406,5.4,33.38,18.79
1,2012,2012-04-05,002438.SZ,江苏神通,3725,unknown,空仓观望,D,no_signal,0.1201,none,0,weak_bull,1.0,0.3,0.036,0.036,-45.07,16.54,50.64
2,2013,2013-07-12,002438.SZ,江苏神通,3725,unknown,空仓观望,D,no_signal,0.2173,watch,1,weak_bull,1.0,0.3,0.0652,0.0652,12.7,18.25,6.88
3,2015,2015-11-24,002438.SZ,江苏神通,3725,markup,持有观察,C,markup,0.0753,none,0,weak_bull,1.0,0.0,0.0,0.0,-21.69,23.79,36.56
4,2016,2016-06-25,002438.SZ,江苏神通,3725,markup,持有观察,C,markup,0.1126,none,0,weak_bull,1.0,0.0,0.0,0.0,0.91,12.58,6.93
5,2017,2017-06-19,002438.SZ,江苏神通,3725,markdown,空仓观望,B,markdown,0.0676,none,0,weak_bull,1.0,1.0,0.0676,0.0676,-17.01,3.45,19.54
6,2018,2018-07-05,002438.SZ,江苏神通,3725,markdown,空仓观望,C,markdown,0.0839,none,0,weak_bull,1.0,1.0,0.0839,0.0839,-6.68,11.56,24.1
7,2020,2020-05-11,002438.SZ,江苏神通,3725,unknown,空仓观望,D,no_signal,0.1085,none,0,weak_bull,1.0,0.3,0.0325,0.0325,74.16,84.63,6.33
8,2021,2021-04-17,002438.SZ,江苏神通,3725,markup,持有观察,C,markup,0.2791,watch,1,weak_bull,1.0,0.0,0.0,0.0,3.84,41.94,23.87
9,2022,2022-04-16,002438.SZ,江苏神通,3725,markdown,空仓观望,C,markdown,0.1808,none,0,weak_bull,1.0,1.0,0.1808,0.1808,-20.58,17.31,27.14
10,2024,2024-07-06,002438.SZ,江苏神通,3725,markdown,空仓观望,D,markdown,0.2005,watch,0,weak_bull,1.0,1.0,0.2005,0.2005,15.75,39.18,12.05
1,2012,2012-04-05,002432.SZ,九安医疗,3814,unknown,空仓观望,D,no_signal,0.2098,watch,0,weak_bull,1.0,0.3,0.0629,0.0629,-26.06,9.81,26.17
2,2013,2013-07-12,002432.SZ,九安医疗,3814,markdown,空仓观望,C,markdown,0.1071,none,0,weak_bull,1.0,1.0,0.1071,0.1071,41.31,61.79,-2.5
3,2015,2015-11-24,002432.SZ,九安医疗,3814,markup,持有观察,C,markup,0.0565,none,0,weak_bull,1.0,0.0,0.0,0.0,-44.2,10.01,52.96
4,2016,2016-06-25,002432.SZ,九安医疗,3814,markup,持有观察,C,markup,0.1859,none,1,weak_bull,1.0,0.0,0.0,0.0,-11.91,18.52,17.14
5,2017,2017-06-19,002432.SZ,九安医疗,3814,unknown,空仓观望,D,no_signal,0.1624,none,0,weak_bull,1.0,0.3,0.0487,0.0487,-17.45,31.35,23.08
6,2018,2018-07-05,002432.SZ,九安医疗,3814,markdown,空仓观望,C,markdown,0.0773,none,0,weak_bull,1.0,1.0,0.0773,0.0773,-26.36,7.16,36.39
7,2020,2020-05-11,002432.SZ,九安医疗,3814,unknown,空仓观望,D,no_signal,0.1199,none,0,weak_bull,1.0,0.3,0.036,0.036,-3.7,35.99,12.84
8,2021,2021-04-17,002432.SZ,九安医疗,3814,unknown,空仓观望,D,no_signal,0.23,watch,0,weak_bull,1.0,0.3,0.069,0.069,-27.35,10.41,27.57
9,2022,2022-04-16,002432.SZ,九安医疗,3814,markup,持有观察,C,markup,0.1602,none,0,weak_bull,1.0,0.0,0.0,0.0,-42.21,7.99,49.54
10,2024,2024-07-06,002432.SZ,九安医疗,3814,markdown,空仓观望,B,markdown,0.0998,none,0,weak_bull,1.0,1.0,0.0998,0.0998,1.52,29.05,5.88
1,2012,2012-04-05,002440.SZ,闰土股份,3779,unknown,空仓观望,D,no_signal,0.1296,none,0,weak_bull,1.0,0.3,0.0389,0.0389,-24.41,5.04,28.96
2,2013,2013-07-12,002440.SZ,闰土股份,3779,markup,持有观察,D,markup,0.1872,none,1,weak_bull,1.0,0.0,0.0,0.0,-32.81,46.69,45.21
3,2015,2015-11-24,002440.SZ,闰土股份,3779,markup,持有观察,C,markup,0.2609,watch,0,weak_bull,1.0,0.0,0.0,0.0,-24.37,10.43,32.36
4,2016,2016-06-25,002440.SZ,闰土股份,3779,markdown,空仓观望,C,markdown,0.4026,warning,1,weak_bull,1.0,1.0,0.4026,0.4026,17.49,26.86,5.07
5,2017,2017-06-19,002440.SZ,闰土股份,3779,unknown,空仓观望,D,no_signal,0.145,none,0,weak_bull,1.0,0.3,0.0435,0.0435,24.24,42.47,2.05
6,2018,2018-07-05,002440.SZ,闰土股份,3779,markdown,空仓观望,C,markdown,0.0741,none,0,weak_bull,1.0,1.0,0.0741,0.0741,-18.92,7.48,23.96
7,2020,2020-05-11,002440.SZ,闰土股份,3779,markdown,空仓观望,C,markdown,0.1396,none,0,weak_bull,1.0,1.0,0.1396,0.1396,-0.85,12.06,8.22
8,2021,2021-04-17,002440.SZ,闰土股份,3779,unknown,空仓观望,D,no_signal,0.136,none,0,weak_bull,1.0,0.3,0.0408,0.0408,-9.71,10.91,15.92
9,2022,2022-04-16,002440.SZ,闰土股份,3779,markdown,空仓观望,C,markdown,0.2464,watch,0,weak_bull,1.0,1.0,0.2464,0.2464,0.98,8.08,9.55
10,2024,2024-07-06,002440.SZ,闰土股份,3779,markdown,空仓观望,B,markdown,0.0995,none,0,weak_bull,1.0,1.0,0.0995,0.0995,23.57,36.28,6.08
1,2012,2012-04-05,002441.SZ,众业达,3789,markdown,空仓观望,C,markdown,0.1526,none,0,weak_bull,1.0,1.0,0.1526,0.1526,-18.07,5.28,20.68
2,2013,2013-07-12,002441.SZ,众业达,3789,unknown,空仓观望,D,no_signal,0.297,watch,1,weak_bull,1.0,0.3,0.0891,0.0891,6.43,26.18,6.43
3,2015,2015-11-24,002441.SZ,众业达,3789,markup,持有观察,C,markup,0.1991,none,0,weak_bull,1.0,0.0,0.0,0.0,-40.69,4.16,47.3
4,2016,2016-06-25,002441.SZ,众业达,3789,markup,持有观察,C,markup,0.4211,warning,1,weak_bull,1.0,0.0,0.0,0.0,-15.67,6.04,19.01
5,2017,2017-06-19,002441.SZ,众业达,3789,markdown,空仓观望,B,markdown,0.1398,none,0,weak_bull,1.0,1.0,0.1398,0.1398,-6.05,23.29,10.2
6,2018,2018-07-05,002441.SZ,众业达,3789,markdown,空仓观望,C,markdown,0.1425,none,0,weak_bull,1.0,1.0,0.1425,0.1425,-8.26,13.36,19.7
7,2020,2020-05-11,002441.SZ,众业达,3789,unknown,空仓观望,D,no_signal,0.1876,none,0,weak_bull,1.0,0.3,0.0563,0.0563,17.87,23.39,2.57
8,2021,2021-04-17,002441.SZ,众业达,3789,markup,持有观察,C,markup,0.1155,none,0,weak_bull,1.0,0.0,0.0,0.0,5.71,27.11,7.13
9,2022,2022-04-16,002441.SZ,众业达,3789,markdown,空仓观望,C,markdown,0.0957,none,0,weak_bull,1.0,1.0,0.0957,0.0957,5.3,51.81,15.06
10,2024,2024-07-06,002441.SZ,众业达,3789,markdown,空仓观望,C,markdown,0.1672,none,0,weak_bull,1.0,1.0,0.1672,0.1672,5.14,14.59,18.92
1,2012,2012-04-05,002442.SZ,龙星科技,3541,markup,持有观察,D,markup,0.2037,watch,0,weak_bull,1.0,0.0,0.0,0.0,-45.32,1.66,54.05
2,2013,2013-07-12,002442.SZ,龙星科技,3541,markdown,空仓观望,C,markdown,0.2573,watch,1,weak_bull,1.0,1.0,0.2573,0.2573,5.32,18.73,4.3
3,2015,2015-11-24,002442.SZ,龙星科技,3541,unknown,空仓观望,D,no_signal,0.2085,watch,0,weak_bull,1.0,0.3,0.0626,0.0626,12.67,41.52,17.57
4,2016,2016-06-25,002442.SZ,龙星科技,3541,markdown,空仓观望,D,markdown,0.2483,watch,0,weak_bull,1.0,1.0,0.2483,0.2483,3.29,21.73,3.81
5,2017,2017-06-19,002442.SZ,龙星科技,3541,markdown,空仓观望,C,markdown,0.0989,none,0,weak_bull,1.0,1.0,0.0989,0.0989,-14.93,9.58,23.1
6,2018,2018-07-05,002442.SZ,龙星科技,3541,unknown,空仓观望,D,no_signal,0.1895,none,0,weak_bull,1.0,0.3,0.0568,0.0568,-31.21,7.55,31.76
7,2020,2020-05-11,002442.SZ,龙星科技,3541,unknown,空仓观望,D,no_signal,0.2011,watch,0,weak_bull,1.0,0.3,0.0603,0.0603,10.15,43.07,2.72
8,2021,2021-04-17,002442.SZ,龙星科技,3541,markup,持有观察,C,markup,0.1733,none,0,weak_bull,1.0,0.0,0.0,0.0,27.8,92.54,1.12
9,2022,2022-04-16,002442.SZ,龙星科技,3541,markdown,空仓观望,D,markdown,0.2613,watch,1,weak_bull,1.0,1.0,0.2613,0.2613,15.11,29.5,27.52
10,2024,2024-07-06,002442.SZ,龙星科技,3541,markdown,空仓观望,C,markdown,0.0943,none,0,weak_bull,1.0,1.0,0.0943,0.0943,38.48,38.48,10.83
1,2012,2012-04-05,002443.SZ,金洲管道,3588,unknown,空仓观望,D,no_signal,0.2384,watch,0,weak_bull,1.0,0.3,0.0715,0.0715,-11.3,32.0,38.7
2,2013,2013-07-12,002443.SZ,金洲管道,3588,markdown,空仓观望,D,markdown,0.1414,none,0,weak_bull,1.0,1.0,0.1414,0.1414,-3.76,25.0,5.7
3,2015,2015-11-24,002443.SZ,金洲管道,3588,markdown,空仓观望,C,markdown,0.0548,none,0,weak_bull,1.0,1.0,0.0548,0.0548,5.33,77.73,26.38
4,2016,2016-06-25,002443.SZ,金洲管道,3588,markup,持有观察,C,markup,0.0919,none,0,weak_bull,1.0,0.0,0.0,0.0,-26.93,3.88,28.7
5,2017,2017-06-19,002443.SZ,金洲管道,3588,unknown,空仓观望,D,no_signal,0.2154,watch,0,weak_bull,1.0,0.3,0.0646,0.0646,-12.99,2.66,20.25
6,2018,2018-07-05,002443.SZ,金洲管道,3588,markdown,空仓观望,D,markdown,0.1042,none,0,weak_bull,1.0,1.0,0.1042,0.1042,-21.8,12.22,23.42
7,2020,2020-05-11,002443.SZ,金洲管道,3588,unknown,空仓观望,D,no_signal,0.2049,watch,0,weak_bull,1.0,0.3,0.0615,0.0615,14.74,33.65,2.24
8,2021,2021-04-17,002443.SZ,金洲管道,3588,markup,持有观察,D,markup,0.2695,watch,0,weak_bull,1.0,0.0,0.0,0.0,-21.92,3.42,25.75
9,2022,2022-04-16,002443.SZ,金洲管道,3588,unknown,空仓观望,D,no_signal,0.0597,none,0,weak_bull,1.0,0.3,0.0179,0.0179,-22.33,12.56,25.93
10,2024,2024-07-06,002443.SZ,金洲管道,3588,markdown,空仓观望,C,markdown,0.1542,none,0,weak_bull,1.0,1.0,0.1542,0.1542,8.29,32.23,8.84
1,2012,2012-04-05,002446.SZ,盛路通信,3695,markup,持有观察,C,markup,0.1278,none,0,weak_bull,1.0,0.0,0.0,0.0,-37.45,2.12,38.24
2,2013,2013-07-12,002446.SZ,盛路通信,3695,markdown,空仓观望,D,markdown,0.2609,watch,1,weak_bull,1.0,1.0,0.2609,0.2609,193.13,212.57,0.11
3,2015,2015-11-24,002446.SZ,盛路通信,3695,markup,持有观察,C,markup,0.1829,none,0,weak_bull,1.0,0.0,0.0,0.0,-20.56,27.41,33.27
4,2016,2016-06-25,002446.SZ,盛路通信,3695,markup,持有观察,C,markup,0.1978,none,1,weak_bull,1.0,0.0,0.0,0.0,-21.24,11.58,22.81
5,2017,2017-06-19,002446.SZ,盛路通信,3695,markdown,空仓观望,B,markdown,0.128,none,0,weak_bull,1.0,1.0,0.128,0.128,-7.81,22.27,19.39
6,2018,2018-07-05,002446.SZ,盛路通信,3695,markdown,空仓观望,C,markdown,0.1444,none,0,weak_bull,1.0,1.0,0.1444,0.1444,21.69,26.15,26.62
7,2020,2020-05-11,002446.SZ,盛路通信,3695,markdown,空仓观望,C,markdown,0.235,watch,0,weak_bull,1.0,1.0,0.235,0.235,2.8,12.95,10.55
8,2021,2021-04-17,002446.SZ,盛路通信,3695,unknown,空仓观望,D,no_signal,0.155,none,0,weak_bull,1.0,0.3,0.0465,0.0465,-9.27,21.79,11.22
9,2022,2022-04-16,002446.SZ,盛路通信,3695,unknown,空仓观望,D,no_signal,0.265,watch,1,weak_bull,1.0,0.3,0.0795,0.0795,41.32,47.11,14.71
10,2024,2024-07-06,002446.SZ,盛路通信,3695,markdown,空仓观望,C,markdown,0.2631,watch,0,weak_bull,1.0,1.0,0.2631,0.2631,21.07,49.54,6.84
1,2012,2012-04-05,002449.SZ,国星光电,3781,unknown,空仓观望,D,no_signal,0.1693,none,0,weak_bull,1.0,0.3,0.0508,0.0508,-52.61,13.3,58.06
2,2013,2013-07-12,002449.SZ,国星光电,3781,markdown,空仓观望,D,markdown,0.2118,watch,1,weak_bull,1.0,1.0,0.2118,0.2118,22.97,30.53,2.57
3,2015,2015-11-24,002449.SZ,国星光电,3781,markup,持有观察,C,markup,0.1288,none,0,weak_bull,1.0,0.0,0.0,0.0,-22.91,20.76,35.7
4,2016,2016-06-25,002449.SZ,国星光电,3781,markup,持有观察,C,markup,0.2575,watch,1,weak_bull,1.0,0.0,0.0,0.0,2.43,34.38,3.76
5,2017,2017-06-19,002449.SZ,国星光电,3781,unknown,空仓观望,D,no_signal,0.1799,none,0,weak_bull,1.0,0.3,0.054,0.054,15.23,47.77,6.8
6,2018,2018-07-05,002449.SZ,国星光电,3781,markdown,空仓观望,C,markdown,0.1561,none,0,weak_bull,1.0,1.0,0.1561,0.1561,-4.24,13.56,11.25
7,2020,2020-05-11,002449.SZ,国星光电,3781,markdown,空仓观望,C,markdown,0.1277,none,0,weak_bull,1.0,1.0,0.1277,0.1277,-8.71,35.09,13.9
8,2021,2021-04-17,002449.SZ,国星光电,3781,unknown,空仓观望,D,no_signal,0.2374,watch,0,weak_bull,1.0,0.3,0.0712,0.0712,18.79,34.66,0.35
9,2022,2022-04-16,002449.SZ,国星光电,3781,markdown,空仓观望,C,markdown,0.237,watch,0,weak_bull,1.0,1.0,0.237,0.237,-0.76,38.31,24.02
10,2024,2024-07-06,002449.SZ,国星光电,3781,markdown,空仓观望,C,markdown,0.2474,watch,0,weak_bull,1.0,1.0,0.2474,0.2474,98.25,101.6,8.73
1,2012,2012-04-05,002445.SZ,中南文化,3498,markup,持有观察,C,markup,0.1601,none,0,weak_bull,1.0,0.0,0.0,0.0,-26.6,3.3,39.39
2,2013,2013-07-12,002445.SZ,中南文化,3498,markdown,空仓观望,C,markdown,0.1105,none,0,weak_bull,1.0,1.0,0.1105,0.1105,112.8,128.66,2.29
3,2015,2015-11-24,002445.SZ,中南文化,3498,markdown,空仓观望,C,markdown,0.0835,none,0,weak_bull,1.0,1.0,0.0835,0.0835,-25.65,15.94,47.79
4,2016,2016-06-25,002445.SZ,中南文化,3498,unknown,空仓观望,D,no_signal,0.1323,none,0,weak_bull,1.0,0.3,0.0397,0.0397,-31.17,-6.52,40.96
5,2017,2017-06-19,002445.SZ,中南文化,3498,markdown,空仓观望,C,markdown,0.1749,none,0,weak_bull,1.0,1.0,0.1749,0.1749,7.53,42.39,8.43
6,2018,2018-07-05,002445.SZ,中南文化,3498,markdown,空仓观望,B,markdown,0.1451,none,0,weak_bull,1.0,1.0,0.1451,0.1451,-73.93,-47.27,81.87
7,2020,2020-05-11,002445.SZ,中南文化,3498,markup,持有观察,D,markup,0.4135,warning,1,weak_bull,1.0,0.0,0.0,0.0,19.5,52.83,13.21
8,2021,2021-04-17,002445.SZ,中南文化,3498,markup,持有观察,C,markup,0.0995,none,0,weak_bull,1.0,0.0,0.0,0.0,21.56,37.61,6.88
9,2022,2022-04-16,002445.SZ,中南文化,3498,markdown,空仓观望,C,markdown,0.2561,watch,0,weak_bull,1.0,1.0,0.2561,0.2561,-1.71,66.24,18.38
10,2024,2024-07-06,002445.SZ,中南文化,3498,markdown,空仓观望,C,markdown,0.2615,watch,0,weak_bull,1.0,1.0,0.2615,0.2615,45.83,75.0,4.76
1,2012,2012-04-05,002444.SZ,巨星科技,3829,unknown,空仓观望,D,no_signal,0.184,none,0,weak_bull,1.0,0.3,0.0552,0.0552,-20.47,9.6,21.45
2,2013,2013-07-12,002444.SZ,巨星科技,3829,unknown,空仓观望,D,no_signal,0.1499,none,0,weak_bull,1.0,0.3,0.045,0.045,-38.7,26.27,51.51
3,2015,2015-11-24,002444.SZ,巨星科技,3829,markup,持有观察,C,markup,0.1976,none,0,weak_bull,1.0,0.0,0.0,0.0,7.24,17.08,32.11
4,2016,2016-06-25,002444.SZ,巨星科技,3829,unknown,空仓观望,D,no_signal,0.1687,none,0,weak_bull,1.0,0.3,0.0506,0.0506,-13.93,10.37,15.24
5,2017,2017-06-19,002444.SZ,巨星科技,3829,unknown,空仓观望,D,no_signal,0.291,watch,1,weak_bull,1.0,0.3,0.0873,0.0873,-1.66,13.26,5.64
6,2018,2018-07-05,002444.SZ,巨星科技,3829,markdown,空仓观望,B,markdown,0.1119,none,0,weak_bull,1.0,1.0,0.1119,0.1119,-5.67,10.55,25.67
7,2020,2020-05-11,002444.SZ,巨星科技,3829,unknown,空仓观望,D,no_signal,0.2164,watch,0,weak_bull,1.0,0.3,0.0649,0.0649,179.98,179.98,3.88
8,2021,2021-04-17,002444.SZ,巨星科技,3829,unknown,空仓观望,D,no_signal,0.13,none,0,weak_bull,1.0,0.3,0.039,0.039,-17.33,9.31,27.42
9,2022,2022-04-16,002444.SZ,巨星科技,3829,markdown,空仓观望,C,markdown,0.2016,watch,0,weak_bull,1.0,1.0,0.2016,0.2016,37.77,101.97,7.75
10,2024,2024-07-06,002444.SZ,巨星科技,3829,unknown,空仓观望,D,no_signal,0.1625,none,0,weak_bull,1.0,0.3,0.0488,0.0488,28.37,36.87,11.43
1,2012,2012-04-05,002448.SZ,中原内配,3824,unknown,空仓观望,D,no_signal,0.2452,watch,0,weak_bull,1.0,0.3,0.0736,0.0736,-0.04,14.98,10.98
2,2013,2013-07-12,002448.SZ,中原内配,3824,unknown,空仓观望,D,no_signal,0.2101,watch,1,weak_bull,1.0,0.3,0.063,0.063,-56.57,6.42,59.72
3,2015,2015-11-24,002448.SZ,中原内配,3824,markup,持有观察,C,markup,0.1301,none,0,weak_bull,1.0,0.0,0.0,0.0,0.76,16.46,40.29
4,2016,2016-06-25,002448.SZ,中原内配,3824,unknown,空仓观望,D,no_signal,0.2578,watch,0,weak_bull,1.0,0.3,0.0773,0.0773,-22.15,13.84,25.86
5,2017,2017-06-19,002448.SZ,中原内配,3824,unknown,空仓观望,D,no_signal,0.2356,watch,0,weak_bull,1.0,0.3,0.0707,0.0707,-10.84,12.51,14.29
6,2018,2018-07-05,002448.SZ,中原内配,3824,markdown,空仓观望,C,markdown,0.1815,none,0,weak_bull,1.0,1.0,0.1815,0.1815,-20.41,7.84,23.67
7,2020,2020-05-11,002448.SZ,中原内配,3824,unknown,空仓观望,D,no_signal,0.1416,none,0,weak_bull,1.0,0.3,0.0425,0.0425,21.33,36.2,1.76
8,2021,2021-04-17,002448.SZ,中原内配,3824,markup,持有观察,C,markup,0.2232,watch,0,weak_bull,1.0,0.0,0.0,0.0,34.88,43.06,5.34
9,2022,2022-04-16,002448.SZ,中原内配,3824,distribution,空仓观望,C,distribution,0.157,none,0,weak_bull,1.0,0.0,0.0,0.0,-5.63,19.53,10.47
10,2024,2024-07-06,002448.SZ,中原内配,3824,markdown,空仓观望,C,markdown,0.1254,none,0,weak_bull,1.0,1.0,0.1254,0.1254,11.19,24.33,11.72
1,2012,2012-04-05,002451.SZ,摩恩电气,3677,unknown,空仓观望,D,no_signal,0.111,none,0,weak_bull,1.0,0.3,0.0333,0.0333,-41.1,5.32,49.0
2,2013,2013-07-12,002451.SZ,摩恩电气,3677,unknown,空仓观望,D,no_signal,0.2667,watch,1,weak_bull,1.0,0.3,0.08,0.08,44.6,72.84,4.01
3,2015,2015-11-24,002451.SZ,摩恩电气,3677,markup,持有观察,C,markup,0.2182,watch,0,weak_bull,1.0,0.0,0.0,0.0,-25.52,9.45,35.47
4,2016,2016-06-25,002451.SZ,摩恩电气,3677,unknown,空仓观望,D,no_signal,0.1631,none,0,weak_bull,1.0,0.3,0.0489,0.0489,31.84,55.43,10.61
5,2017,2017-06-19,002451.SZ,摩恩电气,3677,unknown,空仓观望,D,no_signal,0.0783,none,0,weak_bull,1.0,0.3,0.0235,0.0235,52.56,65.04,2.76
6,2018,2018-07-05,002451.SZ,摩恩电气,3677,markdown,空仓观望,C,markdown,0.0491,none,0,weak_bull,1.0,1.0,0.0491,0.0491,13.42,15.84,52.19
7,2020,2020-05-11,002451.SZ,摩恩电气,3677,markdown,空仓观望,D,markdown,0.264,watch,0,weak_bull,1.0,1.0,0.264,0.264,-10.53,39.23,15.86
8,2021,2021-04-17,002451.SZ,摩恩电气,3677,unknown,空仓观望,D,no_signal,0.2046,watch,0,weak_bull,1.0,0.3,0.0614,0.0614,20.19,29.81,12.73
9,2022,2022-04-16,002451.SZ,摩恩电气,3677,markdown,空仓观望,C,markdown,0.1206,none,0,weak_bull,1.0,1.0,0.1206,0.1206,-0.83,56.0,18.5
10,2024,2024-07-06,002451.SZ,摩恩电气,3677,markdown,空仓观望,C,markdown,0.2835,watch,1,weak_bull,1.0,1.0,0.2835,0.2835,24.85,62.23,9.94
1,2012,2012-04-05,002454.SZ,松芝股份,3779,markdown,空仓观望,C,markdown,0.1248,none,0,weak_bull,1.0,1.0,0.1248,0.1248,-27.03,14.16,27.67
2,2013,2013-07-12,002454.SZ,松芝股份,3779,unknown,空仓观望,D,no_signal,0.0512,none,0,weak_bull,1.0,0.3,0.0154,0.0154,2.01,13.57,10.55
3,2015,2015-11-24,002454.SZ,松芝股份,3779,markup,持有观察,C,markup,0.2171,watch,0,weak_bull,1.0,0.0,0.0,0.0,-23.14,8.14,40.37
4,2016,2016-06-25,002454.SZ,松芝股份,3779,markup,持有观察,C,markup,0.1703,none,1,weak_bull,1.0,0.0,0.0,0.0,-18.3,16.1,21.44
5,2017,2017-06-19,002454.SZ,松芝股份,3779,accumulation,观察等待,C,spring,0.2702,watch,0,weak_bull,1.0,0.5,0.1351,0.1351,-6.29,22.9,9.76
6,2018,2018-07-05,002454.SZ,松芝股份,3779,markdown,空仓观望,B,markdown,0.1954,none,0,weak_bull,1.0,1.0,0.1954,0.1954,-23.98,9.48,29.18
7,2020,2020-05-11,002454.SZ,松芝股份,3779,markdown,空仓观望,B,markdown,0.0539,none,0,weak_bull,1.0,1.0,0.0539,0.0539,49.01,50.55,4.84
8,2021,2021-04-17,002454.SZ,松芝股份,3779,markdown,空仓观望,C,markdown,0.1875,none,0,weak_bull,1.0,1.0,0.1875,0.1875,35.28,81.56,9.4
9,2022,2022-04-16,002454.SZ,松芝股份,3779,markdown,空仓观望,C,markdown,0.231,watch,0,weak_bull,1.0,1.0,0.231,0.231,26.99,147.03,17.32
10,2024,2024-07-06,002454.SZ,松芝股份,3779,markdown,空仓观望,C,markdown,0.2302,watch,1,weak_bull,1.0,1.0,0.2302,0.2302,22.47,45.86,5.52
1,2012,2012-04-05,002455.SZ,百川股份,3774,markup,持有观察,C,markup,0.2234,watch,0,weak_bull,1.0,0.0,0.0,0.0,-31.16,1.51,36.46
2,2013,2013-07-12,002455.SZ,百川股份,3774,markdown,空仓观望,C,markdown,0.18,none,0,weak_bull,1.0,1.0,0.18,0.18,26.17,41.78,1.88
3,2015,2015-11-24,002455.SZ,百川股份,3774,markup,持有观察,C,markup,0.2157,watch,0,weak_bull,1.0,0.0,0.0,0.0,-36.24,6.2,47.43
4,2016,2016-06-25,002455.SZ,百川股份,3774,markup,持有观察,C,markup,0.3126,watch,1,weak_bull,1.0,0.0,0.0,0.0,36.1,37.49,7.24
5,2017,2017-06-19,002455.SZ,百川股份,3774,markdown,空仓观望,C,markdown,0.1782,none,0,weak_bull,1.0,1.0,0.1782,0.1782,-6.67,46.31,13.45
6,2018,2018-07-05,002455.SZ,百川股份,3774,markdown,空仓观望,B,markdown,0.1779,none,0,weak_bull,1.0,1.0,0.1779,0.1779,-11.91,13.66,24.69
7,2020,2020-05-11,002455.SZ,百川股份,3774,markdown,空仓观望,B,markdown,0.1451,none,0,weak_bull,1.0,1.0,0.1451,0.1451,3.19,13.77,7.19
8,2021,2021-04-17,002455.SZ,百川股份,3774,unknown,空仓观望,D,no_signal,0.2465,watch,0,weak_bull,1.0,0.3,0.074,0.074,188.1,397.62,0.73
9,2022,2022-04-16,002455.SZ,百川股份,3774,markdown,空仓观望,C,markdown,0.186,none,0,weak_bull,1.0,1.0,0.186,0.186,6.54,59.75,23.39
10,2024,2024-07-06,002455.SZ,百川股份,3774,markdown,空仓观望,C,markdown,0.099,none,0,weak_bull,1.0,1.0,0.099,0.099,-18.27,5.58,30.74
1,2012,2012-04-05,002452.SZ,长高电新,3676,unknown,空仓观望,D,no_signal,0.2111,watch,0,weak_bull,1.0,0.3,0.0633,0.0633,-29.8,8.98,32.29
2,2013,2013-07-12,002452.SZ,长高电新,3676,unknown,空仓观望,D,no_signal,0.3127,watch,1,weak_bull,1.0,0.3,0.0938,0.0938,48.03,49.29,3.08
3,2015,2015-11-24,002452.SZ,长高电新,3676,markdown,空仓观望,C,markdown,0.0572,none,0,weak_bull,1.0,1.0,0.0572,0.0572,4.38,45.08,12.25
4,2016,2016-06-25,002452.SZ,长高电新,3676,unknown,空仓观望,D,no_signal,0.2139,watch,0,weak_bull,1.0,0.3,0.0642,0.0642,-19.05,6.74,24.63
5,2017,2017-06-19,002452.SZ,长高电新,3676,unknown,空仓观望,D,no_signal,0.1827,none,0,weak_bull,1.0,0.3,0.0548,0.0548,-10.27,21.85,14.91
6,2018,2018-07-05,002452.SZ,长高电新,3676,markdown,空仓观望,C,markdown,0.1561,none,0,weak_bull,1.0,1.0,0.1561,0.1561,-14.14,14.14,24.32
7,2020,2020-05-11,002452.SZ,长高电新,3676,markup,持有观察,D,markup,0.2074,watch,0,weak_bull,1.0,0.0,0.0,0.0,-7.73,11.26,17.5
8,2021,2021-04-17,002452.SZ,长高电新,3676,unknown,空仓观望,D,no_signal,0.0789,none,0,weak_bull,1.0,0.3,0.0237,0.0237,29.31,54.0,7.99
