cycle_id,cycle_year,as_of_date,symbol,name,data_rows,wyckoff_phase,wyckoff_direction,wyckoff_confidence,wyckoff_signal_type,lppl_score,lppl_level,n_danger_layers,regime,regime_weight,phase_weight,fusion_score,fusion_score_regime,future_return_pct,future_max_gain_pct,future_max_dd_pct
1,2012,2012-04-05,600008.SH,首创环保,6212,markdown,空仓观望,C,markdown,0.2249,watch,1,weak_bull,1.0,1.0,0.2249,0.2249,-21.47,12.13,21.87
2,2013,2013-07-12,600008.SH,首创环保,6212,unknown,空仓观望,D,no_signal,0.0567,none,0,weak_bull,1.0,0.3,0.017,0.017,-5.96,25.38,9.79
3,2015,2015-11-24,600008.SH,首创环保,6212,unknown,空仓观望,D,no_signal,0.1832,none,0,weak_bull,1.0,0.3,0.055,0.055,-26.11,5.37,40.58
4,2016,2016-06-25,600008.SH,首创环保,6212,markdown,空仓观望,C,markdown,0.1413,none,0,weak_bull,1.0,1.0,0.1413,0.1413,5.94,22.22,1.81
5,2017,2017-06-19,600008.SH,首创环保,6212,unknown,空仓观望,D,no_signal,0.0589,none,0,weak_bull,1.0,0.3,0.0177,0.0177,-25.6,4.41,27.31
6,2018,2018-07-05,600008.SH,首创环保,6212,markdown,空仓观望,C,markdown,0.1186,none,0,weak_bull,1.0,1.0,0.1186,0.1186,-18.14,5.25,28.88
7,2020,2020-05-11,600008.SH,首创环保,6212,markup,持有观察,C,markup,0.1203,none,0,weak_bull,1.0,0.0,0.0,0.0,-7.27,8.79,13.33
8,2021,2021-04-17,600008.SH,首创环保,6212,unknown,空仓观望,D,no_signal,0.0982,none,0,weak_bull,1.0,0.3,0.0295,0.0295,12.34,48.05,5.19
9,2022,2022-04-16,600008.SH,首创环保,6212,unknown,空仓观望,D,no_signal,0.2485,watch,1,weak_bull,1.0,0.3,0.0745,0.0745,-14.92,0.32,18.1
10,2024,2024-07-06,600008.SH,首创环保,6212,unknown,空仓观望,D,no_signal,0.083,none,0,weak_bull,1.0,0.3,0.0249,0.0249,18.84,35.14,1.81
1,2012,2012-04-05,600011.SH,华能国际,5849,accumulation,观察等待,C,spring,0.12,none,0,weak_bull,1.0,0.5,0.06,0.06,13.01,41.75,2.14
2,2013,2013-07-12,600011.SH,华能国际,5849,unknown,空仓观望,D,no_signal,0.0733,none,0,weak_bull,1.0,0.3,0.022,0.022,-13.45,13.82,15.09
3,2015,2015-11-24,600011.SH,华能国际,5849,unknown,空仓观望,D,no_signal,0.1823,none,0,weak_bull,1.0,0.3,0.0547,0.0547,-21.71,0.54,28.94
4,2016,2016-06-25,600011.SH,华能国际,5849,distribution,空仓观望,D,distribution,0.4482,warning,1,weak_bull,1.0,0.0,0.0,0.0,-3.42,8.76,4.38
5,2017,2017-06-19,600011.SH,华能国际,5849,accumulation,空仓观望,C,sos_candidate,0.0786,none,0,weak_bull,1.0,0.5,0.0393,0.0393,-16.39,2.3,19.59
6,2018,2018-07-05,600011.SH,华能国际,5849,accumulation,观察等待,C,spring,0.2598,watch,0,weak_bull,1.0,0.5,0.1299,0.1299,9.66,21.69,14.12
7,2020,2020-05-11,600011.SH,华能国际,5849,unknown,空仓观望,D,no_signal,0.1707,none,0,weak_bull,1.0,0.3,0.0512,0.0512,14.35,44.68,4.4
8,2021,2021-04-17,600011.SH,华能国际,5849,unknown,空仓观望,D,no_signal,0.3179,watch,1,weak_bull,1.0,0.3,0.0954,0.0954,64.89,112.35,8.72
9,2022,2022-04-16,600011.SH,华能国际,5849,markdown,空仓观望,C,markdown,0.1417,none,0,weak_bull,1.0,1.0,0.1417,0.1417,33.65,47.89,7.98
10,2024,2024-07-06,600011.SH,华能国际,5849,distribution,空仓观望,C,distribution,0.1556,none,0,weak_bull,1.0,0.0,0.0,0.0,-29.7,1.77,34.06
1,2012,2012-04-05,600009.SH,上海机场,6785,accumulation,空仓观望,C,sos_candidate,0.2796,watch,0,weak_bull,1.0,0.5,0.1398,0.1398,-11.3,4.46,12.76
2,2013,2013-07-12,600009.SH,上海机场,6785,unknown,空仓观望,D,no_signal,0.312,watch,1,weak_bull,1.0,0.3,0.0936,0.0936,8.59,36.02,5.23
3,2015,2015-11-24,600009.SH,上海机场,6785,markup,持有观察,C,markup,0.1206,none,0,weak_bull,1.0,0.0,0.0,0.0,-10.1,5.46,17.15
4,2016,2016-06-25,600009.SH,上海机场,6785,distribution,空仓观望,B,distribution,0.3877,watch,1,weak_bull,1.0,0.0,0.0,0.0,2.27,12.91,0.88
5,2017,2017-06-19,600009.SH,上海机场,6785,unknown,空仓观望,D,no_signal,0.1083,none,0,weak_bull,1.0,0.3,0.0325,0.0325,19.63,31.17,1.72
6,2018,2018-07-05,600009.SH,上海机场,6785,markup,持有观察,C,markup,0.1598,none,0,weak_bull,1.0,0.0,0.0,0.0,-11.54,12.9,23.77
7,2020,2020-05-11,600009.SH,上海机场,6785,markup,持有观察,C,markup,0.1129,none,0,weak_bull,1.0,0.0,0.0,0.0,-2.27,19.05,10.35
8,2021,2021-04-17,600009.SH,上海机场,6785,markdown,空仓观望,B,markdown,0.188,none,0,weak_bull,1.0,1.0,0.188,0.188,-8.69,2.57,34.56
9,2022,2022-04-16,600009.SH,上海机场,6785,unknown,空仓观望,D,no_signal,0.2455,watch,1,weak_bull,1.0,0.3,0.0736,0.0736,5.86,19.67,13.2
10,2024,2024-07-06,600009.SH,上海机场,6785,markdown,空仓观望,B,markdown,0.3008,watch,0,weak_bull,1.0,1.0,0.3008,0.3008,3.74,28.37,9.66
1,2012,2012-04-05,600000.SH,浦发银行,6298,accumulation,空仓观望,C,accumulation,0.1402,none,0,weak_bull,1.0,0.5,0.0701,0.0701,-20.38,7.39,20.49
2,2013,2013-07-12,600000.SH,浦发银行,6298,unknown,空仓观望,D,no_signal,0.1885,none,0,weak_bull,1.0,0.3,0.0566,0.0566,8.36,46.05,9.19
3,2015,2015-11-24,600000.SH,浦发银行,6298,markup,持有观察,C,markup,0.1633,none,0,weak_bull,1.0,0.0,0.0,0.0,-6.72,5.62,16.64
4,2016,2016-06-25,600000.SH,浦发银行,6298,unknown,空仓观望,D,no_signal,0.1857,none,1,weak_bull,1.0,0.3,0.0557,0.0557,6.54,14.99,0.65
5,2017,2017-06-19,600000.SH,浦发银行,6298,markdown,空仓观望,B,markdown,0.1066,none,0,weak_bull,1.0,1.0,0.1066,0.1066,4.6,13.06,1.45
6,2018,2018-07-05,600000.SH,浦发银行,6298,markdown,空仓观望,B,markdown,0.126,none,0,weak_bull,1.0,1.0,0.126,0.126,5.83,21.49,0.97
7,2020,2020-05-11,600000.SH,浦发银行,6298,accumulation,观察等待,C,spring,0.1326,none,0,weak_bull,1.0,0.5,0.0663,0.0663,-10.26,21.67,11.6
8,2021,2021-04-17,600000.SH,浦发银行,6298,accumulation,空仓观望,C,sos_candidate,0.2024,watch,0,weak_bull,1.0,0.5,0.1012,0.1012,-14.42,0.95,15.37
9,2022,2022-04-16,600000.SH,浦发银行,6298,accumulation,观察等待,C,spring,0.1227,none,0,weak_bull,1.0,0.5,0.0614,0.0614,-13.74,0.12,14.72
10,2024,2024-07-06,600000.SH,浦发银行,6298,unknown,空仓观望,D,no_signal,0.0975,none,0,weak_bull,1.0,0.3,0.0292,0.0292,23.38,32.13,1.8
1,2012,2012-04-05,600007.SH,中国国贸,6526,markup,持有观察,C,markup,0.2131,watch,0,weak_bull,1.0,0.0,0.0,0.0,-5.7,8.26,7.88
2,2013,2013-07-12,600007.SH,中国国贸,6526,markdown,空仓观望,C,markdown,0.1311,none,0,weak_bull,1.0,1.0,0.1311,0.1311,6.82,48.72,5.01
3,2015,2015-11-24,600007.SH,中国国贸,6526,markup,持有观察,C,markup,0.1536,none,0,weak_bull,1.0,0.0,0.0,0.0,12.92,30.44,19.74
4,2016,2016-06-25,600007.SH,中国国贸,6526,markup,持有观察,C,markup,0.1897,none,0,weak_bull,1.0,0.0,0.0,0.0,-9.31,28.2,9.9
5,2017,2017-06-19,600007.SH,中国国贸,6526,distribution,空仓观望,C,distribution,0.174,none,0,weak_bull,1.0,0.0,0.0,0.0,-17.61,2.29,20.0
6,2018,2018-07-05,600007.SH,中国国贸,6526,markdown,空仓观望,C,markdown,0.1517,none,0,weak_bull,1.0,1.0,0.1517,0.1517,-7.58,15.31,8.59
7,2020,2020-05-11,600007.SH,中国国贸,6526,markup,持有观察,C,markup,0.0992,none,0,weak_bull,1.0,0.0,0.0,0.0,-9.0,7.71,12.36
8,2021,2021-04-17,600007.SH,中国国贸,6526,accumulation,空仓观望,C,sos_candidate,0.1403,none,0,weak_bull,1.0,0.5,0.0702,0.0702,11.92,119.92,1.92
9,2022,2022-04-16,600007.SH,中国国贸,6526,unknown,空仓观望,D,no_signal,0.0906,none,0,weak_bull,1.0,0.3,0.0272,0.0272,-8.7,5.3,15.84
10,2024,2024-07-06,600007.SH,中国国贸,6526,distribution,空仓观望,D,distribution,0.1223,none,0,weak_bull,1.0,0.0,0.0,0.0,9.39,35.69,8.18
1,2012,2012-04-05,600004.SH,白云机场,5539,accumulation,空仓观望,C,sos_candidate,0.1765,none,0,weak_bull,1.0,0.5,0.0882,0.0882,-7.1,9.42,11.01
2,2013,2013-07-12,600004.SH,白云机场,5539,unknown,空仓观望,D,no_signal,0.1418,none,0,weak_bull,1.0,0.3,0.0425,0.0425,4.98,19.47,7.32
3,2015,2015-11-24,600004.SH,白云机场,5539,unknown,空仓观望,D,no_signal,0.2365,watch,1,weak_bull,1.0,0.3,0.071,0.071,-12.06,11.11,18.49
4,2016,2016-06-25,600004.SH,白云机场,5539,distribution,空仓观望,B,distribution,0.2844,watch,1,weak_bull,1.0,0.0,0.0,0.0,15.85,27.39,0.17
5,2017,2017-06-19,600004.SH,白云机场,5539,markup,持有观察,C,markup,0.1317,none,0,weak_bull,1.0,0.0,0.0,0.0,-20.06,12.32,29.69
6,2018,2018-07-05,600004.SH,白云机场,5539,markdown,空仓观望,C,markdown,0.0612,none,0,weak_bull,1.0,1.0,0.0612,0.0612,-22.27,14.77,26.53
7,2020,2020-05-11,600004.SH,白云机场,5539,unknown,空仓观望,D,no_signal,0.1376,none,0,weak_bull,1.0,0.3,0.0413,0.0413,-7.3,24.61,14.81
8,2021,2021-04-17,600004.SH,白云机场,5539,markdown,空仓观望,C,markdown,0.1242,none,0,weak_bull,1.0,1.0,0.1242,0.1242,-6.82,4.19,35.5
9,2022,2022-04-16,600004.SH,白云机场,5539,unknown,空仓观望,D,no_signal,0.2885,watch,1,weak_bull,1.0,0.3,0.0865,0.0865,2.9,12.66,17.87
10,2024,2024-07-06,600004.SH,白云机场,5539,markdown,空仓观望,B,markdown,0.1515,none,1,weak_bull,1.0,1.0,0.1515,0.1515,2.24,22.26,10.01
1,2012,2012-04-05,600015.SH,华夏银行,5398,markdown,空仓观望,B,markdown,0.0632,none,0,weak_bull,1.0,1.0,0.0632,0.0632,-27.67,7.52,27.67
2,2013,2013-07-12,600015.SH,华夏银行,5398,unknown,空仓观望,D,no_signal,0.159,none,0,weak_bull,1.0,0.3,0.0477,0.0477,-13.03,3.69,33.44
3,2015,2015-11-24,600015.SH,华夏银行,5398,markup,持有观察,C,markup,0.0841,none,0,weak_bull,1.0,0.0,0.0,0.0,-10.13,10.58,18.54
4,2016,2016-06-25,600015.SH,华夏银行,5398,distribution,空仓观望,C,distribution,0.4103,warning,1,weak_bull,1.0,0.0,0.0,0.0,9.75,24.06,2.54
5,2017,2017-06-19,600015.SH,华夏银行,5398,unknown,空仓观望,D,no_signal,0.152,none,0,weak_bull,1.0,0.3,0.0456,0.0456,-13.62,6.44,16.88
6,2018,2018-07-05,600015.SH,华夏银行,5398,markdown,空仓观望,B,markdown,0.1332,none,0,weak_bull,1.0,1.0,0.1332,0.1332,2.92,14.9,1.11
7,2020,2020-05-11,600015.SH,华夏银行,5398,accumulation,观察等待,C,spring,0.1173,none,0,weak_bull,1.0,0.5,0.0586,0.0586,-4.62,14.15,7.08
8,2021,2021-04-17,600015.SH,华夏银行,5398,accumulation,观察等待,C,spring,0.1847,none,0,weak_bull,1.0,0.5,0.0924,0.0924,-10.03,3.5,13.69
9,2022,2022-04-16,600015.SH,华夏银行,5398,accumulation,观察等待,C,spring,0.0369,none,0,weak_bull,1.0,0.5,0.0184,0.0184,-10.41,-0.35,11.64
10,2024,2024-07-06,600015.SH,华夏银行,5398,accumulation,观察等待,C,spring,0.0383,none,0,weak_bull,1.0,0.5,0.0192,0.0192,25.16,28.44,5.94
1,2012,2012-04-05,600006.SH,东风股份,6376,unknown,空仓观望,D,no_signal,0.2358,watch,0,weak_bull,1.0,0.3,0.0707,0.0707,-21.66,10.98,22.55
2,2013,2013-07-12,600006.SH,东风股份,6376,markdown,空仓观望,C,markdown,0.1935,none,0,weak_bull,1.0,1.0,0.1935,0.1935,-0.36,24.01,3.58
3,2015,2015-11-24,600006.SH,东风股份,6376,unknown,空仓观望,D,no_signal,0.8712,danger,2,weak_bull,1.0,0.3,0.2614,0.2614,-16.38,3.81,40.7
4,2016,2016-06-25,600006.SH,东风股份,6376,markup,持有观察,C,markup,0.1934,none,0,weak_bull,1.0,0.0,0.0,0.0,-19.21,13.66,23.73
5,2017,2017-06-19,600006.SH,东风股份,6376,unknown,空仓观望,D,no_signal,0.1129,none,0,weak_bull,1.0,0.3,0.0339,0.0339,-0.51,26.57,5.25
6,2018,2018-07-05,600006.SH,东风股份,6376,markdown,空仓观望,C,markdown,0.2382,watch,0,weak_bull,1.0,1.0,0.2382,0.2382,-5.76,9.69,20.16
7,2020,2020-05-11,600006.SH,东风股份,6376,unknown,空仓观望,D,no_signal,0.2056,watch,0,weak_bull,1.0,0.3,0.0617,0.0617,77.48,77.48,3.22
8,2021,2021-04-17,600006.SH,东风股份,6376,markdown,空仓观望,B,markdown,0.2368,watch,0,weak_bull,1.0,1.0,0.2368,0.2368,19.91,57.41,3.7
9,2022,2022-04-16,600006.SH,东风股份,6376,markdown,空仓观望,C,markdown,0.2424,watch,0,weak_bull,1.0,1.0,0.2424,0.2424,11.07,97.86,20.39
10,2024,2024-07-06,600006.SH,东风股份,6376,markdown,空仓观望,C,markdown,0.1357,none,0,weak_bull,1.0,1.0,0.1357,0.1357,16.06,44.41,11.97
1,2012,2012-04-05,600012.SH,皖通高速,5596,accumulation,空仓观望,C,accumulation,0.2396,watch,1,weak_bull,1.0,0.5,0.1198,0.1198,-20.62,7.76,20.84
2,2013,2013-07-12,600012.SH,皖通高速,5596,markdown,空仓观望,D,markdown,0.0702,none,0,weak_bull,1.0,1.0,0.0702,0.0702,3.12,36.65,3.98
3,2015,2015-11-24,600012.SH,皖通高速,5596,markup,持有观察,C,markup,0.3141,watch,1,weak_bull,1.0,0.0,0.0,0.0,-6.35,21.34,34.27
4,2016,2016-06-25,600012.SH,皖通高速,5596,unknown,空仓观望,D,no_signal,0.1502,none,0,weak_bull,1.0,0.3,0.0451,0.0451,24.61,41.49,11.5
5,2017,2017-06-19,600012.SH,皖通高速,5596,markdown,空仓观望,B,markdown,0.4692,warning,1,weak_bull,1.0,1.0,0.4692,0.4692,-5.77,6.44,8.59
6,2018,2018-07-05,600012.SH,皖通高速,5596,markdown,空仓观望,C,markdown,0.1483,none,0,weak_bull,1.0,1.0,0.1483,0.1483,5.98,11.95,13.36
7,2020,2020-05-11,600012.SH,皖通高速,5596,unknown,空仓观望,D,no_signal,0.1163,none,0,weak_bull,1.0,0.3,0.0349,0.0349,5.88,9.3,3.98
8,2021,2021-04-17,600012.SH,皖通高速,5596,markup,持有观察,C,markup,0.1589,none,0,weak_bull,1.0,0.0,0.0,0.0,-17.84,1.33,26.5
9,2022,2022-04-16,600012.SH,皖通高速,5596,unknown,空仓观望,D,no_signal,0.1845,none,0,weak_bull,1.0,0.3,0.0554,0.0554,-13.55,1.94,15.35
10,2024,2024-07-06,600012.SH,皖通高速,5596,unknown,空仓观望,D,no_signal,0.0897,none,0,weak_bull,1.0,0.3,0.0269,0.0269,26.89,29.69,8.05
1,2012,2012-04-05,600019.SH,宝钢股份,5999,accumulation,观察等待,C,spring,0.297,watch,0,weak_bull,1.0,0.5,0.1485,0.1485,-5.81,5.81,15.56
2,2013,2013-07-12,600019.SH,宝钢股份,5999,markdown,空仓观望,D,markdown,0.1415,none,0,weak_bull,1.0,1.0,0.1415,0.1415,-4.96,19.35,7.69
3,2015,2015-11-24,600019.SH,宝钢股份,5999,unknown,空仓观望,D,no_signal,0.1566,none,0,weak_bull,1.0,0.3,0.047,0.047,-10.17,6.03,17.93
4,2016,2016-06-25,600019.SH,宝钢股份,5999,markdown,空仓观望,B,markdown,0.1952,none,0,weak_bull,1.0,1.0,0.1952,0.1952,20.82,52.45,-10.0
5,2017,2017-06-19,600019.SH,宝钢股份,5999,accumulation,空仓观望,C,sos_candidate,0.1568,none,0,weak_bull,1.0,0.5,0.0784,0.0784,32.09,47.75,1.24
6,2018,2018-07-05,600019.SH,宝钢股份,5999,markdown,空仓观望,C,markdown,0.1323,none,0,weak_bull,1.0,1.0,0.1323,0.1323,-8.19,26.41,10.88
7,2020,2020-05-11,600019.SH,宝钢股份,5999,unknown,空仓观望,D,no_signal,0.153,none,0,weak_bull,1.0,0.3,0.0459,0.0459,24.39,25.2,9.55
8,2021,2021-04-17,600019.SH,宝钢股份,5999,unknown,空仓观望,D,no_signal,0.1256,none,0,weak_bull,1.0,0.3,0.0377,0.0377,-5.44,45.95,16.2
9,2022,2022-04-16,600019.SH,宝钢股份,5999,unknown,空仓观望,D,no_signal,0.1959,none,1,weak_bull,1.0,0.3,0.0588,0.0588,-28.44,-0.68,30.88
10,2024,2024-07-06,600019.SH,宝钢股份,5999,distribution,空仓观望,C,distribution,0.0655,none,0,weak_bull,1.0,0.0,0.0,0.0,0.0,9.0,21.43
1,2012,2012-04-05,600010.SH,包钢股份,5984,markup,持有观察,D,markup,0.1388,none,0,weak_bull,1.0,0.0,0.0,0.0,-21.85,14.99,26.32
2,2013,2013-07-12,600010.SH,包钢股份,5984,markdown,空仓观望,C,markdown,0.131,none,0,weak_bull,1.0,1.0,0.131,0.131,1.48,32.1,7.41
3,2015,2015-11-24,600010.SH,包钢股份,5984,unknown,空仓观望,D,no_signal,0.2502,watch,0,weak_bull,1.0,0.3,0.0751,0.0751,-28.29,3.23,34.0
4,2016,2016-06-25,600010.SH,包钢股份,5984,markdown,空仓观望,B,markdown,0.3221,watch,1,weak_bull,1.0,1.0,0.3221,0.3221,1.08,11.51,1.44
5,2017,2017-06-19,600010.SH,包钢股份,5984,markdown,空仓观望,B,markdown,0.0473,none,0,weak_bull,1.0,1.0,0.0473,0.0473,19.18,44.75,2.28
6,2018,2018-07-05,600010.SH,包钢股份,5984,markdown,空仓观望,C,markdown,0.1918,none,0,weak_bull,1.0,1.0,0.1918,0.1918,-0.67,18.12,3.36
7,2020,2020-05-11,600010.SH,包钢股份,5984,markdown,空仓观望,C,markdown,0.188,none,0,weak_bull,1.0,1.0,0.188,0.188,4.5,18.02,5.41
8,2021,2021-04-17,600010.SH,包钢股份,5984,markdown,空仓观望,C,markdown,0.1248,none,0,weak_bull,1.0,1.0,0.1248,0.1248,85.99,163.69,7.01
9,2022,2022-04-16,600010.SH,包钢股份,5984,markdown,空仓观望,C,markdown,0.2944,watch,0,weak_bull,1.0,1.0,0.2944,0.2944,-15.63,20.98,21.88
10,2024,2024-07-06,600010.SH,包钢股份,5984,markdown,空仓观望,B,markdown,0.2055,watch,0,weak_bull,1.0,1.0,0.2055,0.2055,30.99,64.08,3.52
1,2012,2012-04-05,600016.SH,民生银行,6087,unknown,空仓观望,D,no_signal,0.1259,none,0,weak_bull,1.0,0.3,0.0378,0.0378,-9.89,9.25,14.04
2,2013,2013-07-12,600016.SH,民生银行,6087,unknown,空仓观望,D,no_signal,0.1164,none,0,weak_bull,1.0,0.3,0.0349,0.0349,-19.54,19.43,20.53
3,2015,2015-11-24,600016.SH,民生银行,6087,unknown,空仓观望,D,no_signal,0.1643,none,0,weak_bull,1.0,0.3,0.0493,0.0493,2.27,13.41,7.95
4,2016,2016-06-25,600016.SH,民生银行,6087,distribution,空仓观望,B,distribution,0.1232,none,0,weak_bull,1.0,0.0,0.0,0.0,4.64,13.01,0.34
5,2017,2017-06-19,600016.SH,民生银行,6087,unknown,空仓观望,D,no_signal,0.1192,none,0,weak_bull,1.0,0.3,0.0358,0.0358,8.02,16.54,1.48
6,2018,2018-07-05,600016.SH,民生银行,6087,markdown,空仓观望,B,markdown,0.1266,none,0,weak_bull,1.0,1.0,0.1266,0.1266,2.32,15.18,0.89
7,2020,2020-05-11,600016.SH,民生银行,6087,markup,持有观察,C,markup,0.1316,none,0,weak_bull,1.0,0.0,0.0,0.0,-11.17,15.46,12.03
8,2021,2021-04-17,600016.SH,民生银行,6087,accumulation,观察等待,C,spring,0.0928,none,0,weak_bull,1.0,0.5,0.0464,0.0464,-20.65,0.4,21.86
9,2022,2022-04-16,600016.SH,民生银行,6087,accumulation,空仓观望,C,accumulation,0.1033,none,0,weak_bull,1.0,0.5,0.0516,0.0516,-10.7,3.13,12.01
10,2024,2024-07-06,600016.SH,民生银行,6087,distribution,空仓观望,C,distribution,0.0994,none,0,weak_bull,1.0,0.0,0.0,0.0,7.83,15.14,15.14
1,2012,2012-04-05,600018.SH,上港集团,6116,unknown,空仓观望,D,no_signal,0.4362,warning,1,weak_bull,1.0,0.3,0.1309,0.1309,-20.13,2.68,20.47
2,2013,2013-07-12,600018.SH,上港集团,6116,markdown,空仓观望,C,markdown,0.159,none,1,weak_bull,1.0,1.0,0.159,0.159,90.7,190.7,7.36
3,2015,2015-11-24,600018.SH,上港集团,6116,unknown,空仓观望,D,no_signal,0.154,none,0,weak_bull,1.0,0.3,0.0462,0.0462,-29.79,0.83,38.21
4,2016,2016-06-25,600018.SH,上港集团,6116,distribution,空仓观望,B,distribution,0.2755,watch,1,weak_bull,1.0,0.0,0.0,0.0,2.62,14.69,0.6
5,2017,2017-06-19,600018.SH,上港集团,6116,accumulation,空仓观望,C,sos_candidate,0.1106,none,0,weak_bull,1.0,0.5,0.0553,0.0553,21.37,44.21,0.82
6,2018,2018-07-05,600018.SH,上港集团,6116,markdown,空仓观望,D,markdown,0.1344,none,0,weak_bull,1.0,1.0,0.1344,0.1344,-13.67,5.33,19.83
7,2020,2020-05-11,600018.SH,上港集团,6116,markdown,空仓观望,B,markdown,0.1954,none,0,weak_bull,1.0,1.0,0.1954,0.1954,3.61,19.47,5.05
8,2021,2021-04-17,600018.SH,上港集团,6116,accumulation,空仓观望,C,accumulation,0.1394,none,0,weak_bull,1.0,0.5,0.0697,0.0697,27.21,38.01,4.32
9,2022,2022-04-16,600018.SH,上港集团,6116,markup,持有观察,C,markup,0.1016,none,0,weak_bull,1.0,0.0,0.0,0.0,-10.99,4.85,15.99
10,2024,2024-07-06,600018.SH,上港集团,6116,markup,持有观察,C,markup,0.0278,none,0,weak_bull,1.0,0.0,0.0,0.0,3.2,20.57,6.24
1,2012,2012-04-05,600020.SH,中原高速,5439,accumulation,观察等待,C,spring,0.1415,none,0,weak_bull,1.0,0.5,0.0707,0.0707,-18.92,14.29,22.78
2,2013,2013-07-12,600020.SH,中原高速,5439,markdown,空仓观望,C,markdown,0.0987,none,0,weak_bull,1.0,1.0,0.0987,0.0987,3.4,20.87,3.4
3,2015,2015-11-24,600020.SH,中原高速,5439,markup,持有观察,C,markup,0.2328,watch,1,weak_bull,1.0,0.0,0.0,0.0,-30.6,14.51,31.55
4,2016,2016-06-25,600020.SH,中原高速,5439,markdown,空仓观望,C,markdown,0.2557,watch,0,weak_bull,1.0,1.0,0.2557,0.2557,3.92,10.14,0.69
5,2017,2017-06-19,600020.SH,中原高速,5439,accumulation,观察等待,C,spring,0.003,none,0,weak_bull,1.0,0.5,0.0015,0.0015,1.63,36.25,1.02
6,2018,2018-07-05,600020.SH,中原高速,5439,markdown,空仓观望,B,markdown,0.1946,none,0,weak_bull,1.0,1.0,0.1946,0.1946,0.55,35.62,15.07
7,2020,2020-05-11,600020.SH,中原高速,5439,distribution,空仓观望,C,distribution,0.2073,watch,0,weak_bull,1.0,0.0,0.0,0.0,-8.49,6.1,10.08
8,2021,2021-04-17,600020.SH,中原高速,5439,accumulation,空仓观望,C,sos_candidate,0.2201,watch,0,weak_bull,1.0,0.5,0.11,0.11,-1.79,8.06,9.85
9,2022,2022-04-16,600020.SH,中原高速,5439,accumulation,观察等待,C,spring,0.0413,none,0,weak_bull,1.0,0.5,0.0207,0.0207,-11.85,6.38,13.98
10,2024,2024-07-06,600020.SH,中原高速,5439,unknown,空仓观望,D,no_signal,0.0794,none,0,weak_bull,1.0,0.3,0.0238,0.0238,15.93,27.75,3.57
1,2012,2012-04-05,600017.SH,日照港,4711,markdown,空仓观望,C,markdown,0.2098,watch,0,weak_bull,1.0,1.0,0.2098,0.2098,-10.2,21.43,12.59
2,2013,2013-07-12,600017.SH,日照港,4711,markdown,空仓观望,C,markdown,0.0879,none,0,weak_bull,1.0,1.0,0.0879,0.0879,8.0,38.22,2.67
3,2015,2015-11-24,600017.SH,日照港,4711,markup,持有观察,C,markup,0.2709,watch,0,weak_bull,1.0,0.0,0.0,0.0,-51.12,0.0,53.0
4,2016,2016-06-25,600017.SH,日照港,4711,markdown,空仓观望,B,markdown,0.3819,watch,1,weak_bull,1.0,1.0,0.3819,0.3819,1.5,11.28,1.75
5,2017,2017-06-19,600017.SH,日照港,4711,unknown,空仓观望,D,no_signal,0.059,none,0,weak_bull,1.0,0.3,0.0177,0.0177,-10.84,9.93,13.09
6,2018,2018-07-05,600017.SH,日照港,4711,markdown,空仓观望,C,markdown,0.09,none,0,weak_bull,1.0,1.0,0.09,0.09,-11.54,7.69,21.47
7,2020,2020-05-11,600017.SH,日照港,4711,unknown,空仓观望,D,no_signal,0.2134,watch,0,weak_bull,1.0,0.3,0.064,0.064,10.08,34.27,2.02
8,2021,2021-04-17,600017.SH,日照港,4711,markup,持有观察,C,markup,0.2158,watch,0,weak_bull,1.0,0.0,0.0,0.0,-5.59,2.45,12.94
9,2022,2022-04-16,600017.SH,日照港,4711,unknown,空仓观望,D,no_signal,0.0822,none,0,weak_bull,1.0,0.3,0.0247,0.0247,-7.59,12.54,14.19
10,2024,2024-07-06,600017.SH,日照港,4711,unknown,空仓观望,D,no_signal,0.1306,none,0,weak_bull,1.0,0.3,0.0392,0.0392,17.22,28.57,6.23
1,2012,2012-04-05,600026.SH,中远海能,5656,markdown,空仓观望,C,markdown,0.1957,none,0,weak_bull,1.0,1.0,0.1957,0.1957,-28.36,4.1,32.79
2,2013,2013-07-12,600026.SH,中远海能,5656,markdown,空仓观望,C,markdown,0.0976,none,0,weak_bull,1.0,1.0,0.0976,0.0976,24.08,71.95,6.52
3,2015,2015-11-24,600026.SH,中远海能,5656,unknown,空仓观望,D,no_signal,0.0834,none,0,weak_bull,1.0,0.3,0.025,0.025,-47.11,10.02,48.47
4,2016,2016-06-25,600026.SH,中远海能,5656,markdown,空仓观望,B,markdown,0.2022,watch,0,weak_bull,1.0,1.0,0.2022,0.2022,19.06,37.61,0.0
5,2017,2017-06-19,600026.SH,中远海能,5656,unknown,空仓观望,D,no_signal,0.1417,none,0,weak_bull,1.0,0.3,0.0425,0.0425,-4.99,11.54,9.2
6,2018,2018-07-05,600026.SH,中远海能,5656,markdown,空仓观望,C,markdown,0.1578,none,0,weak_bull,1.0,1.0,0.1578,0.1578,10.17,39.45,1.74
7,2020,2020-05-11,600026.SH,中远海能,5656,unknown,空仓观望,D,no_signal,0.1381,none,0,weak_bull,1.0,0.3,0.0414,0.0414,-17.61,9.07,20.89
8,2021,2021-04-17,600026.SH,中远海能,5656,unknown,空仓观望,D,no_signal,0.4811,warning,1,weak_bull,1.0,0.3,0.1443,0.1443,5.84,15.82,24.27
