date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,param_source,executed_position,cash,units,holdings_value,portfolio_value,strategy_nav,benchmark_nav,daily_return,benchmark_return,excess_return,trade_flag,running_max,drawdown
2023-03-06,000001.SH,3332.02,3333.06,3308.73,3322.03,340530446.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1075097.4095279325,1075097.4095279325,1.0750974095279324,1.0659455608998527,-0.0019108337664754949,-0.0019108337664756059,1.1102230246251565e-16,False,1.0771556749634033,-0.0019108337664754949
2023-03-07,000001.SH,3320.21,3342.86,3284.41,3285.1,389957956.0,negative_bubble,0.7324286567783899,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1063145.8776832873,1063145.8776832873,1.0631458776832872,1.05409576738082,-0.011116696718572738,-0.011116696718572738,0.0,False,1.0771556749634033,-0.013006288325586812
2023-03-08,000001.SH,3271.88,3283.25,3263.69,3283.25,260443547.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1062547.1683978122,1062547.1683978122,1.0625471683978123,1.0535021546537633,-0.0005631487625947784,-0.0005631487625946674,-1.1102230246251565e-16,False,1.0771556749634033,-0.013562112613004884
2023-03-09,000001.SH,3285.94,3289.06,3260.0,3276.09,264021859.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1060230.0016497034,1060230.0016497034,1.0602300016497033,1.051204712964181,-0.0021807660092895143,-0.0021807660092895143,0.0,False,1.0771556749634033,-0.015713302828094022
2023-03-10,000001.SH,3255.51,3262.15,3229.5,3230.08,281135410.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1045339.9399066184,1045339.9399066184,1.0453399399066183,1.0364414040064045,-0.014044180715426124,-0.014044180715426124,0.0,False,1.0771556749634033,-0.029536803078966112
2023-03-13,000001.SH,3228.12,3268.7,3228.12,3268.7,294928087.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1057838.4007742112,1057838.4007742112,1.0578384007742112,1.048833470773397,0.011956360213988493,0.011956360213988493,0.0,False,1.0771556749634033,-0.01793359552215923
2023-03-14,000001.SH,3261.92,3262.0,3216.99,3245.31,319906033.0,negative_bubble,0.6120345221930908,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1050268.7736459617,1050268.7736459617,1.0502687736459617,1.041328280672932,-0.007155749992351801,-0.00715574999235169,-1.1102230246251565e-16,False,1.0771556749634033,-0.02496101718849042
2023-03-15,000001.SH,3261.03,3273.12,3256.86,3263.31,305168798.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1056094.0531803134,1056094.0531803134,1.0560940531803134,1.0471039720713233,0.005546465514850718,0.005546465514850718,0.0,False,1.0771556749634033,-0.019552997094691493
2023-03-16,000001.SH,3244.47,3257.43,3224.72,3226.89,327389632.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1044307.570922475,1044307.570922475,1.044307570922475,1.0354178231419118,-0.011160447521075145,-0.011160447521075256,1.1102230246251565e-16,False,1.0771556749634033,-0.030495224417811606
2023-03-17,000001.SH,3245.26,3279.92,3240.16,3250.55,343001022.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1051964.5772437397,1051964.5772437397,1.0519645772437398,1.0430096486133527,0.007332137135136474,0.007332137135136474,0.0,False,1.0771556749634033,-0.02338668245007325
2023-03-20,000001.SH,3253.93,3267.99,3231.65,3234.91,392517391.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1046903.0565816695,1046903.0565816695,1.0469030565816695,1.0379912145316395,-0.004811493439571879,-0.004811493439571879,0.0,False,1.0771556749634033,-0.028085651020463342
2023-03-21,000001.SH,3240.84,3256.0,3237.89,3255.65,301810779.0,negative_bubble,0.6176273440257546,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1053615.073111806,1053615.073111806,1.0536150731118061,1.0446460945095635,0.006411306651498805,0.006411306651498805,0.0,False,1.0771556749634033,-0.021854410090163534
2023-03-22,000001.SH,3263.41,3279.39,3255.74,3265.75,290840462.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1056883.702183859,1056883.702183859,1.0568837021838589,1.0478868991275496,0.0031022990800606554,0.0031022990800608774,-2.220446049250313e-16,False,1.0771556749634033,-0.018819909926420908
2023-03-23,000001.SH,3258.78,3286.65,3252.99,3286.65,306118393.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1063647.498976523,1063647.498976523,1.063647498976523,1.0545931185845705,0.006399755033300147,0.006399755033300147,0.0,False,1.0771556749634033,-0.012540597706398593
2023-03-24,000001.SH,3282.74,3282.74,3260.84,3265.65,324513337.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1056851.3395197792,1056851.3395197792,1.0568513395197792,1.0478548119531141,-0.006389484733695494,-0.006389484733695383,-1.1102230246251565e-16,False,1.0771556749634033,-0.0188499544824976
2023-03-27,000001.SH,3261.82,3261.82,3229.7,3251.4,337861206.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1052239.6598884175,1052239.6598884175,1.0522396598884174,1.0432823895960546,-0.004363602958063373,-0.004363602958063484,1.1102230246251565e-16,False,1.0771556749634033,-0.02313130372342176
2023-03-28,000001.SH,3256.6,3264.1,3241.74,3245.38,295682660.0,negative_bubble,0.6180736460536604,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1050291.4275108175,1050291.4275108175,1.0502914275108175,1.041350741695037,-0.0018515101187180916,-0.0018515101187180916,0.0,False,1.0771556749634033,-0.024939985999236858
2023-03-29,000001.SH,3253.62,3254.56,3229.58,3240.06,296900508.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1048569.7337817757,1048569.7337817757,1.0485697337817756,1.0396437040150681,-0.0016392533385921615,-0.0016392533385921615,0.0,False,1.0771556749634033,-0.026538356382515338
2023-03-30,000001.SH,3243.07,3263.74,3220.98,3261.25,299898295.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1055427.382300271,1055427.382300271,1.0554273823002709,1.046442976277952,0.006540002345635454,0.006540002345635676,-2.220446049250313e-16,False,1.0771556749634033,-0.020171914949870695
2023-03-31,000001.SH,3263.41,3278.42,3260.04,3272.86,283613746.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1059184.6875999281,1059184.6875999281,1.059184687599928,1.0501682972299142,0.003559984668455529,0.003559984668455307,2.220446049250313e-16,False,1.0771556749634033,-0.01668374198937017
2023-04-03,000001.SH,3277.34,3299.73,3276.42,3296.4,357676775.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1066802.858724297,1066802.858724297,1.066802858724297,1.0577216180920324,0.0071924860825087755,0.0071924860825087755,0.0,False,1.0771556749634033,-0.009611253488923888
2023-04-04,000001.SH,3297.18,3312.56,3290.99,3312.56,385871617.0,negative_bubble,0.6205353136551575,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1072032.6652395816,1072032.6652395816,1.0720326652395815,1.0629069054808102,0.00490231767989302,0.004902317679893242,-2.220446049250313e-16,False,1.0771556749634033,-0.004756053226935619
2023-04-06,000001.SH,3302.75,3314.53,3296.06,3312.63,327155424.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1072055.3191044375,1072055.3191044375,1.0720553191044375,1.0629293665029151,2.113169270900883e-05,2.113169270900883e-05,0.0,False,1.0771556749634033,-0.004735022037681835
2023-04-07,000001.SH,3312.48,3328.85,3308.06,3327.65,283032247.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1076916.1912492134,1076916.1912492134,1.0769161912492133,1.0677488601031282,0.004534161678183324,0.004534161678183102,2.220446049250313e-16,False,1.0771556749634033,-0.00022232971496716214
2023-04-10,000001.SH,3331.51,3332.72,3309.92,3315.36,340819845.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1072938.8198338142,1072938.8198338142,1.0729388198338141,1.0638053463650043,-0.003693297071507007,-0.003693297071506896,-1.1102230246251565e-16,False,1.0771556749634033,-0.003914805656789033
2023-04-11,000001.SH,3317.08,3317.45,3298.25,3313.57,320566055.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1072359.528146787,1072359.528146787,1.072359528146787,1.0632309859426088,-0.0005399112011967855,-0.0005399112011968965,1.1102230246251565e-16,False,1.0771556749634033,-0.004452603210561179
2023-04-12,000001.SH,3316.86,3330.71,3315.4,3327.18,343025315.0,negative_bubble,0.6168512472427412,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1076764.0867280385,1076764.0867280385,1.0767640867280386,1.0675980503832811,0.004107352492930483,0.004107352492930483,0.0,False,1.0771556749634033,-0.00036353912852749026
2023-04-13,000001.SH,3321.27,3334.47,3309.25,3318.36,347862106.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1073909.6997562062,1073909.6997562062,1.0739096997562063,1.0647679615980696,-0.002650893549492217,-0.002650893549492328,1.1102230246251565e-16,False,1.0771556749634033,-0.003013468974488953
2023-04-14,000001.SH,3326.37,3340.08,3316.81,3338.15,338299275.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1080314.2709775853,1080314.2709775853,1.0803142709775853,1.0711180134188563,0.005963789341723036,0.005963789341723036,0.0,False,1.0803142709775853,0.0
2023-04-17,000001.SH,3337.06,3385.61,3336.39,3385.61,402809926.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1095673.5913498262,1095673.5913498262,1.0956735913498261,1.0863465864059476,0.014217455776402987,0.01421745577640321,-2.220446049250313e-16,False,1.0956735913498261,0.0
2023-04-18,000001.SH,3379.23,3396.17,3375.78,3393.33,348399486.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1098171.9890167816,1098171.9890167816,1.0981719890167816,1.0888237162723686,0.0022802390115814752,0.002280239011581253,2.220446049250313e-16,False,1.0981719890167816,0.0
2023-04-19,000001.SH,3391.35,3394.96,3364.64,3370.13,346123443.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1090663.8509502837,1090663.8509502837,1.0906638509502837,1.0813794918033313,-0.006836941883046954,-0.006836941883046954,0.0,False,1.0981719890167816,-0.006836941883046954
2023-04-20,000001.SH,3367.05,3371.37,3344.02,3367.03,350354965.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1089660.608363812,1089660.608363812,1.089660608363812,1.0803847893958305,-0.0009198458219711325,-0.0009198458219712435,1.1102230246251565e-16,False,1.0981719890167816,-0.0077504987725920405
2023-04-21,000001.SH,3364.0,3367.61,3301.26,3301.26,387395098.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1068375.684198572,1068375.684198572,1.068375684198572,1.059281054769598,-0.019533535489734355,-0.019533535489734244,-1.1102230246251565e-16,False,1.0981719890167816,-0.027132639619488752
2023-04-24,000001.SH,3300.81,3303.09,3264.93,3275.41,354255626.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1060009.935533961,1060009.935533961,1.060009935533961,1.0509865201780195,-0.007830343565790265,-0.007830343565790154,-1.1102230246251565e-16,False,1.0981719890167816,-0.03475052529521172
2023-04-25,000001.SH,3276.4,3288.57,3229.45,3264.87,380895729.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1056598.9107399574,1056598.9107399574,1.0565989107399574,1.0476045319925171,-0.0032179177568608663,-0.0032179177568609774,1.1102230246251565e-16,False,1.0981719890167816,-0.037856618719664836
2023-04-26,000001.SH,3255.22,3277.98,3239.99,3264.1,357917842.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1056349.7182265434,1056349.7182265434,1.0563497182265433,1.0473574607493639,-0.00023584399991427585,-0.00023584399991427585,0.0,False,1.0981719890167816,-0.03808353446319701
2023-04-27,000001.SH,3256.23,3299.3,3253.11,3285.88,341590534.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1063398.306463109,1063398.306463109,1.0633983064631092,1.054346047341417,0.006672589687815922,0.006672589687815922,0.0,False,1.0981719890167816,-0.03166506057471574
2023-04-28,000001.SH,3283.12,3324.88,3283.12,3323.27,401554785.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1075498.706562521,1075498.706562521,1.075498706562521,1.066343441862853,0.011378991320437626,0.011378991320437626,0.0,False,1.0981719890167816,-0.020646385703718906
2023-05-04,000001.SH,3306.48,3352.75,3302.03,3350.46,483364916.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1084298.1149258004,1084298.1149258004,1.0842981149258004,1.0750679445918672,0.008181700553972604,0.008181700553972382,2.220446049250313e-16,False,1.0981719890167816,-0.012633607695095916
2023-05-05,000001.SH,3350.65,3364.14,3321.19,3334.5,436504494.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1079133.033738675,1079133.033738675,1.079133033738675,1.0699468315519602,-0.0047635250085062975,-0.0047635250085062975,0.0,False,1.0981719890167816,-0.017336952197398947
2023-05-08,000001.SH,3340.99,3400.18,3340.99,3395.0,534103659.0,negative_bubble,0.6792720781713235,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1098712.4455069131,1098712.4455069131,1.098712445506913,1.0893595720854417,0.018143649722597077,0.018143649722597077,0.0,False,1.098712445506913,0.0
2023-05-09,000001.SH,3402.39,3418.95,3356.12,3357.67,573013309.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1086631.463005949,1086631.463005949,1.086631463005949,1.0773814298686673,-0.010995581737849758,-0.010995581737849758,0.0,False,1.098712445506913,-0.010995581737849758
2023-05-10,000001.SH,3347.7,3349.72,3305.25,3319.15,451739731.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1074165.3648024362,1074165.3648024362,1.0741653648024363,1.0650214502761102,-0.011472241167237995,-0.011472241167237995,0.0,False,1.098712445506913,-0.022341678939616916
2023-05-11,000001.SH,3323.66,3333.25,3307.29,3309.55,354258271.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1071058.5490507819,1071058.5490507819,1.0710585490507818,1.0619410815303014,-0.00289230676528629,-0.00289230676528629,0.0,False,1.098712445506913,-0.025169366715758423
2023-05-12,000001.SH,3304.46,3319.13,3271.43,3272.36,347314983.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1059022.8742795293,1059022.8742795293,1.0590228742795293,1.0500078613577366,-0.011237177259748377,-0.011237177259748266,-1.1102230246251565e-16,False,1.098712445506913,-0.0361237113402062
2023-05-15,000001.SH,3269.88,3310.74,3235.87,3310.74,388045887.0,negative_bubble,0.6098015773221794,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1071443.6647533304,1071443.6647533304,1.0714436647533303,1.0623229189060839,0.01172853842486754,0.01172853842486754,0.0,False,1.098712445506913,-0.024818851251841245
2023-05-16,000001.SH,3310.16,3317.9,3282.49,3290.99,322479410.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1065052.0385975833,1065052.0385975833,1.0650520385975832,1.0559857019550714,-0.005965433709684165,-0.005965433709684276,1.1102230246251565e-16,False,1.098712445506913,-0.030636229749631982
2023-05-17,000001.SH,3281.97,3298.52,3269.89,3284.23,285744050.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1062864.3225057935,1062864.3225057935,1.0628643225057934,1.0538166089632313,-0.0020540931452236455,-0.0020540931452237565,1.1102230246251565e-16,False,1.098712445506913,-0.03262739322533148
2023-05-18,000001.SH,3288.41,3313.86,3284.17,3297.32,309967472.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1067100.5952338306,1067100.5952338306,1.0671005952338306,1.0580168200968392,0.0039857135462499915,0.0039857135462497695,2.220446049250313e-16,False,1.098712445506913,-0.028771723122238524
2023-05-19,000001.SH,3288.89,3302.34,3268.22,3283.54,285404064.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1062641.0201236433,1062641.0201236433,1.0626410201236434,1.0535952074596262,-0.004179151553382887,-0.004179151553382776,-1.1102230246251565e-16,False,1.098712445506913,-0.03283063328424152
2023-05-22,000001.SH,3278.6,3308.53,3276.54,3296.47,273889998.0,negative_bubble,0.6161868616412062,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1066825.5125891527,1066825.5125891527,1.0668255125891526,1.0577440791141373,0.0039378232030065075,0.0039378232030065075,0.0,False,1.098712445506913,-0.029022091310751286
2023-05-23,000001.SH,3294.79,3298.23,3246.24,3246.24,275279083.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1050569.7464219031,1050569.7464219031,1.050569746421903,1.0416266913951824,-0.015237511641240431,-0.015237511641240431,0.0,False,1.098712445506913,-0.04381737849779099
2023-05-24,000001.SH,3237.7,3237.7,3204.38,3204.75,288720257.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1037142.4770952222,1037142.4770952222,1.0371424770952222,1.0283137227218908,-0.012780940411060149,-0.012780940411060149,0.0,False,1.098712445506913,-0.05603829160530194
2023-05-25,000001.SH,3197.36,3207.02,3168.57,3201.26,283588925.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1036013.0201188397,1036013.0201188397,1.0360130201188398,1.0271938803340916,-0.001089008503003197,-0.001089008503003308,1.1102230246251565e-16,False,1.098712445506913,-0.057066273932253164
2023-05-26,000001.SH,3198.88,3220.77,3179.82,3212.5,261700479.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1039650.5835614016,1039650.5835614016,1.0396505835614016,1.0308004787406424,0.0035111174974853387,0.0035111174974853387,0.0,False,1.098712445506913,-0.053755522827687696
2023-05-29,000001.SH,3219.76,3230.97,3208.96,3221.45,297389487.0,negative_bubble,0.6061931755005205,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1042547.0419965375,1042547.0419965375,1.0425470419965375,1.0336722808526202,0.0027859922178987695,0.0027859922178987695,0.0,False,1.098712445506913,-0.05111929307805607
2023-05-30,000001.SH,3214.67,3230.63,3186.63,3224.21,303532460.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1043440.2515251382,1043440.2515251382,1.0434402515251382,1.0345578868670404,0.0008567570503965616,0.0008567570503965616,0.0,False,1.098712445506913,-0.05030633284241526
2023-05-31,000001.SH,3214.66,3216.36,3190.27,3204.56,294573338.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1037080.9880334708,1037080.9880334708,1.0370809880334708,1.0282527570904634,-0.006094516176055498,-0.006094516176055609,1.1102230246251565e-16,False,1.098712445506913,-0.05609425625920472
2023-06-01,000001.SH,3196.15,3225.09,3189.52,3204.63,312330759.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1037103.6418983266,1037103.6418983266,1.0371036418983266,1.0282752181125683,2.1843872481719373e-05,2.1843872481719373e-05,0.0,False,1.098712445506913,-0.05607363770250362
2023-06-02,000001.SH,3212.45,3233.99,3211.74,3230.07,294667098.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1045336.7036402106,1045336.7036402106,1.0453367036402106,1.036438195288961,0.007938513962610472,0.007938513962610472,0.0,False,1.098712445506913,-0.04858026509572888
2023-06-05,000001.SH,3231.81,3244.18,3221.63,3232.44,278060203.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1046103.6987789002,1046103.6987789002,1.0461036987789003,1.0371986613230826,0.0007337302287566683,0.0007337302287566683,0.0,False,1.098712445506913,-0.04788217967599395
2023-06-06,000001.SH,3228.41,3247.35,3189.27,3195.34,308285872.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1034097.1504053195,1034097.1504053195,1.0340971504053196,1.0252943196075097,-0.011477397879001594,-0.011477397879001594,0.0,False,1.098712445506913,-0.05881001472754044
2023-06-07,000001.SH,3197.47,3210.33,3188.01,3197.76,258063400.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1034880.326876049,1034880.326876049,1.0348803268760491,1.026070829228849,0.0007573528951536623,0.0007573528951536623,0.0,False,1.098712445506913,-0.05809720176730471
2023-06-08,000001.SH,3194.83,3225.53,3180.54,3213.59,293530741.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1040003.3365998707,1040003.3365998707,1.0400033365998707,1.0311502289419896,0.004950340238166762,0.004950340238166762,0.0,False,1.098712445506913,-0.05343446244477168
2023-06-09,000001.SH,3213.03,3231.41,3206.1,3231.41,314155501.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1045770.3633388788,1045770.3633388788,1.0457703633388789,1.0368681634263968,0.0055452002277824874,0.0055452002277824874,0.0,False,1.098712445506913,-0.048185567010309294
2023-06-12,000001.SH,3225.3,3239.44,3210.71,3228.83,313784444.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1044935.4066056218,1044935.4066056218,1.0449354066056218,1.0360403143259607,-0.0007984130766445219,-0.0007984130766445219,0.0,False,1.098712445506913,-0.048945508100147306
2023-06-13,000001.SH,3223.9,3235.09,3215.5,3233.67,280628454.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1046501.7595470808,1046501.7595470808,1.046501759547081,1.0375933335686391,0.0014989949919939072,0.0014989949919941292,-2.220446049250313e-16,False,1.098712445506913,-0.047519882179675954
2023-06-14,000001.SH,3238.12,3248.46,3226.77,3228.99,303537260.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1044987.1868681493,1044987.1868681493,1.0449871868681493,1.0360916538050575,-0.0014472719850819882,-0.0014472719850820992,1.1102230246251565e-16,False,1.098712445506913,-0.048898379970545025
2023-06-15,000001.SH,3230.45,3252.98,3229.15,3252.98,313255752.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1052750.9899808771,1052750.9899808771,1.0527509899808771,1.0437893669521354,0.007429567759578148,0.007429567759578148,0.0,False,1.098712445506913,-0.04183210603829168
2023-06-16,000001.SH,3256.3,3276.55,3255.5,3273.33,326281846.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1059336.7921211028,1059336.7921211028,1.0593367921211028,1.050319106949761,0.00625580237197898,0.00625580237197898,0.0,False,1.098712445506913,-0.035837997054491866
2023-06-19,000001.SH,3271.16,3271.16,3251.78,3255.81,327753047.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1053666.8533743336,1053666.8533743336,1.0536668533743336,1.0446974339886603,-0.0053523476093153555,-0.0053523476093152444,-1.1102230246251565e-16,False,1.098712445506913,-0.04099852724594988
2023-06-20,000001.SH,3252.54,3252.84,3237.79,3240.36,298260596.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1048666.821774015,1048666.821774015,1.048666821774015,1.0397399655383746,-0.004745362905083539,-0.004745362905083428,-1.1102230246251565e-16,False,1.098712445506913,-0.04554933726067745
2023-06-21,000001.SH,3230.11,3236.36,3197.9,3197.9,294377372.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1034925.6346057607,1034925.6346057607,1.0349256346057607,1.0261157512730585,-0.013103482329123839,-0.01310348232912395,1.1102230246251565e-16,False,1.098712445506913,-0.058055964653902725
2023-06-26,000001.SH,3177.23,3181.08,3144.25,3150.62,308129811.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1019624.5670288631,1019624.5670288631,1.019624567028863,1.010944935199951,-0.014784702460990173,-0.014784702460990062,-1.1102230246251565e-16,False,1.098712445506913,-0.07198232695139917
2023-06-27,000001.SH,3153.31,3194.41,3148.27,3189.44,287604327.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1032187.7532246152,1032187.7532246152,1.0321877532246153,1.0234011763158148,0.01232138436244301,0.01232138436244301,0.0,False,1.098712445506913,-0.0605478645066273
2023-06-28,000001.SH,3183.49,3192.66,3157.12,3189.38,276231948.0,negative_bubble,0.6042873492450263,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1032168.3356261675,1032168.3356261675,1.0321683356261675,1.0233819240111535,-1.8812079863428366e-05,-1.8812079863539388e-05,1.1102230246251565e-16,False,1.098712445506913,-0.0605655375552282
2023-06-29,000001.SH,3185.42,3196.5,3179.53,3182.38,250340074.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1029902.9491405862,1029902.9491405862,1.0299029491405862,1.021135821800668,-0.0021947839391982527,-0.0021947839391982527,0.0,False,1.098712445506913,-0.06262739322533128
2023-06-30,000001.SH,3178.92,3212.99,3177.99,3202.06,265379873.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1036271.9214314774,1036271.9214314774,1.0362719214314775,1.0274505777295757,0.006184050930435614,0.006184050930435614,0.0,False,1.098712445506913,-0.05683063328424154
2023-07-03,000001.SH,3209.16,3246.86,3209.16,3243.98,312371395.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1049838.3502137014,1049838.3502137014,1.0498383502137014,1.04090152125294,0.013091572300331755,0.013091572300331755,0.0,False,1.098712445506913,-0.044483063328424
2023-07-04,000001.SH,3241.23,3246.96,3233.99,3245.35,279248721.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1050281.7187115937,1050281.7187115937,1.0502817187115936,1.0413411155427064,0.0004223207294742348,0.0004223207294742348,0.0,False,1.098712445506913,-0.04407952871870402
2023-07-05,000001.SH,3240.05,3241.84,3218.6,3222.95,264016426.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1043032.4819577335,1043032.4819577335,1.0430324819577335,1.0341535884691528,-0.0069021831235460684,-0.0069021831235460684,0.0,False,1.098712445506913,-0.05067746686303398
2023-07-06,000001.SH,3215.86,3229.48,3199.72,3205.57,246119032.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1037407.8509406762,1037407.8509406762,1.0374078509406761,1.028576837552262,-0.005392575125273247,-0.005392575125273358,1.1102230246251565e-16,False,1.098712445506913,-0.05579675994108979
2023-07-07,000001.SH,3197.47,3212.05,3189.21,3196.61,255688469.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1034508.156239132,1034508.156239132,1.034508156239132,1.0257018267228406,-0.0027951347186304654,-0.0027951347186303543,-1.1102230246251565e-16,False,1.098712445506913,-0.05843593519882184
2023-07-10,000001.SH,3208.73,3216.53,3192.66,3203.7,236560367.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1036802.669122385,1036802.669122385,1.036802669122385,1.027976807390318,0.0022179746669126477,0.0022179746669126477,0.0,False,1.098712445506913,-0.056347569955817356
