date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,param_source,executed_position,cash,units,holdings_value,portfolio_value,strategy_nav,benchmark_nav,daily_return,benchmark_return,excess_return,trade_flag,running_max,drawdown
2023-01-17,000001.SH,3229.44,3231.26,3211.76,3224.24,226592230.0,negative_bubble,0.6041245176500483,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1043449.960324362,1043449.960324362,1.043449960324362,1.0345675130193708,-0.0010379261306424636,-0.0010379261306424636,0.0,False,1.0445341095710332,-0.0010379261306424636
2023-01-18,000001.SH,3227.59,3234.82,3220.37,3224.41,212109730.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1043504.9768532976,1043504.9768532976,1.0435049768532976,1.0346220612159112,5.2725603552961076e-05,5.272560355318312e-05,-2.220446049250313e-16,False,1.0445341095710332,-0.0009852552523711422
2023-01-19,000001.SH,3221.52,3240.28,3210.38,3240.28,226465030.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1048640.9316427512,1048640.9316427512,1.0486409316427512,1.0397142957988263,0.0049218306604930095,0.0049218306604930095,0.0,False,1.0486409316427512,0.0
2023-01-20,000001.SH,3247.2,3267.06,3247.2,3264.81,273219182.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1056579.4931415096,1056579.4931415096,1.0565794931415096,1.047585279687856,0.0075703334279753065,0.0075703334279753065,0.0,False,1.0565794931415096,0.0
2023-01-30,000001.SH,3308.87,3310.49,3266.76,3269.32,353325829.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1058039.0492915055,1058039.0492915055,1.0580390492915055,1.0490324112548972,0.0013813973860652418,0.0013813973860654638,-2.220446049250313e-16,False,1.0580390492915055,0.0
2023-01-31,000001.SH,3266.14,3277.25,3252.01,3255.67,300162957.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1053621.545644622,1053621.545644622,1.053621545644622,1.0446525119444505,-0.004175180159788572,-0.004175180159788572,0.0,False,1.0580390492915055,-0.004175180159788572
2023-02-01,000001.SH,3262.2,3284.92,3245.41,3284.92,339509410.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1063087.6248879437,1063087.6248879437,1.0630876248879437,1.0540380104668363,0.008984325806976612,0.008984325806976834,-2.220446049250313e-16,False,1.0630876248879437,0.0
2023-02-02,000001.SH,3291.78,3295.76,3272.41,3285.67,333413133.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1063330.3448685417,1063330.3448685417,1.0633303448685416,1.0542786642751025,0.00022831606249162917,0.00022831606249162917,0.0,False,1.0633303448685416,0.0
2023-02-03,000001.SH,3275.66,3275.66,3235.35,3263.41,293342814.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1056126.4158443932,1056126.4158443932,1.0561264158443933,1.0471360592457588,-0.006774873922213764,-0.006774873922213764,0.0,False,1.0633303448685416,-0.006774873922213653
2023-02-06,000001.SH,3244.7,3250.35,3226.21,3238.7,267053107.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1048129.6015502913,1048129.6015502913,1.0481296015502912,1.039207318442745,-0.00757183436957054,-0.00757183436957054,0.0,False,1.0633303448685416,-0.014295410068570602
2023-02-07,000001.SH,3245.23,3250.03,3233.83,3248.09,250946450.0,negative_bubble,0.617748787597839,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1051168.4557073782,1051168.4557073782,1.0511684557073782,1.0422203041222393,0.0028993114521258523,0.0028993114521258523,0.0,False,1.0633303448685416,-0.011437545462569365
2023-02-08,000001.SH,3251.5,3257.11,3230.44,3232.11,234530481.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1045996.901987437,1045996.901987437,1.045996901987437,1.0370927736474453,-0.00491981441400946,-0.00491981441400946,0.0,False,1.0633303448685416,-0.016301089275550962
2023-02-09,000001.SH,3227.73,3270.38,3225.77,3270.38,254754529.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1058382.0935307506,1058382.0935307506,1.0583820935307506,1.0493725353039136,0.011840562357098072,0.011840562357098072,0.0,False,1.0633303448685416,-0.004653540982508808
2023-02-10,000001.SH,3266.44,3269.99,3247.23,3260.67,260626926.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1055239.6788486086,1055239.6788486086,1.0552396788486087,1.0462568706662259,-0.0029690739302465907,-0.0029690739302467017,1.1102230246251565e-16,False,1.0633303448685416,-0.007608798205540834
2023-02-13,000001.SH,3256.99,3285.09,3252.63,3284.16,297213188.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1062841.6686409377,1062841.6686409377,1.0628416686409377,1.0537941479411264,0.007204040887302199,0.007204040887302199,0.0,False,1.0633303448685416,-0.00045957141161467874
2023-02-14,000001.SH,3288.97,3293.73,3279.19,3293.28,270974168.0,negative_bubble,0.6639513290666799,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1065793.1436050094,1065793.1436050094,1.0657931436050094,1.0567204982496445,0.0027769657994740626,0.0027769657994738406,2.220446049250313e-16,False,1.0657931436050094,0.0
2023-02-15,000001.SH,3294.02,3296.2,3274.55,3280.49,269939123.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1061653.9588692114,1061653.9588692114,1.0616539588692113,1.0526165486393433,-0.0038836661322453336,-0.0038836661322452226,-1.1102230246251565e-16,False,1.0657931436050094,-0.0038836661322453336
2023-02-16,000001.SH,3281.74,3308.83,3231.34,3249.03,380863545.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1051472.6647497278,1051472.6647497278,1.051472664749728,1.042521923561933,-0.00959003075760001,-0.009590030757600121,1.1102230246251565e-16,False,1.0657931436050094,-0.01343645241218483
2023-02-17,000001.SH,3244.73,3262.47,3223.26,3224.02,278451237.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1043378.7624633866,1043378.7624633866,1.0433787624633866,1.0344969212356128,-0.007697682077420165,-0.007697682077420054,-1.1102230246251565e-16,False,1.0657931436050094,-0.021030704950687706
2023-02-20,000001.SH,3230.47,3291.04,3225.84,3290.34,325007733.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1064841.6812810653,1064841.6812810653,1.0648416812810653,1.0557771353212406,0.020570591993846365,0.020570591993846143,2.220446049250313e-16,False,1.0657931436050094,-0.0008927270077248028
2023-02-21,000001.SH,3291.63,3308.79,3282.44,3306.52,324409449.0,negative_bubble,0.5877995422902775,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1070077.960329166,1070077.960329166,1.070077960329166,1.0609688401449056,0.004917424946965898,0.004917424946965898,0.0,False,1.070077960329166,0.0
2023-02-22,000001.SH,3292.05,3307.03,3286.72,3291.15,255403985.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1065103.818860111,1065103.818860111,1.065103818860111,1.0560370414341682,-0.004648391662533391,-0.004648391662533391,0.0,False,1.070077960329166,-0.004648391662533502
2023-02-23,000001.SH,3293.52,3307.44,3275.36,3287.48,262324304.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1063916.1090883848,1063916.1090883848,1.0639161090883849,1.0548594421323851,-0.0011151117390578724,-0.0011151117390577614,-1.1102230246251565e-16,False,1.070077960329166,-0.005758319925480593
2023-02-24,000001.SH,3287.26,3288.39,3253.97,3267.16,234206306.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1057340.0157473832,1057340.0157473832,1.0573400157473833,1.0483393282870903,-0.006181026196357076,-0.006181026196357187,1.1102230246251565e-16,False,1.070077960329166,-0.011903753795531213
2023-02-27,000001.SH,3257.0,3276.58,3251.72,3258.03,242855344.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1054385.3045169038,1054385.3045169038,1.0543853045169038,1.0454097692611286,-0.002794475936287011,-0.002794475936287122,1.1102230246251565e-16,False,1.070077960329166,-0.014664964978285178
2023-02-28,000001.SH,3265.74,3280.42,3246.14,3279.61,251625032.0,negative_bubble,0.5970008550954886,强抄底信号 (Strong Buy),hold,1.0,default_cli,1.0,0.0,323.62664079732343,1061369.16742531,1061369.16742531,1.06136916742531,1.0523341815043108,0.006623634527613165,0.006623634527613387,-2.220446049250313e-16,False,1.070077960329166,-0.008138465819048313
2023-03-01,000001.SH,3279.14,3315.16,3272.04,3312.35,318398704.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1071964.7036450142,1071964.7036450142,1.0719647036450142,1.0628395224144955,0.009982894307554613,0.009982894307554835,-2.220446049250313e-16,False,1.0719647036450142,0.0
2023-03-02,000001.SH,3308.01,3320.74,3306.46,3310.65,328520016.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1071414.5383556588,1071414.5383556588,1.0714145383556588,1.0622940404490921,-0.0005132307878092934,-0.0005132307878091824,-1.1102230246251565e-16,False,1.0719647036450142,-0.0005132307878091824
2023-03-03,000001.SH,3314.77,3330.6,3302.62,3328.39,343996919.0,none,0.0,无信号,hold,1.0,default_cli,1.0,0.0,323.62664079732343,1077155.6749634033,1077155.6749634033,1.0771556749634033,1.0679863051939509,0.005358464349900949,0.005358464349900949,0.0,False,1.0771556749634033,0.0
