symbol,symbol_name,fast_ma,slow_ma,atr_config,total_return,benchmark_return,annualized_return,annualized_benchmark,annualized_excess_return,max_drawdown,trade_count,holding_ratio,eligible
932000.SH,中证2000,5,10,长周期ATR,0.448807300084505,0.5888259077982627,0.06566477604453302,0.08266398506961314,-0.01699920902508012,-0.34685022652479236,31,0.8795098706603132,False
000001.SH,上证综指,5,10,严格ATR,0.1458113520763029,0.36083951098068123,0.02330328819315919,0.05352689954135159,-0.030223611348192403,-0.19863207696234886,38,0.842175957018133,False
399001.SZ,深证成指,5,10,严格ATR,0.4382042747818522,0.2967351612158451,0.0634320081916302,0.0449585796445664,0.018473428547063797,-0.1611596070493878,2,0.9194089993284084,False
399006.SZ,创业板指,5,10,严格ATR,0.7392560831402095,0.6350233158051395,0.09819481454082157,0.08676846649072556,0.011426348050096014,-0.37191516980665085,21,0.9462726662189389,False
000016.SH,上证50,5,10,严格ATR,-0.025189468073197774,-0.0050496018178567414,-0.004308397002783626,-0.0008563982414463434,-0.0034519987613372827,-0.2963767686489023,31,0.8569509738079247,False
000300.SH,沪深300,5,10,严格ATR,0.04628047916300604,0.15454361299222796,0.0076861045387255356,0.02461897701270166,-0.016932872473976124,-0.3421809248535377,36,0.9449294828744124,False
000905.SH,中证500,5,10,严格ATR,0.36856368323134525,0.45251584369556075,0.05453655896710852,0.06521559503868479,-0.010679036071576276,-0.23294476738911962,11,0.9241101410342512,False
000852.SH,中证1000,5,10,严格ATR,0.1595793481399994,0.3873325453112686,0.025373956795407215,0.05697033130590623,-0.031596374510499015,-0.31605662181385397,5,0.9361987911349899,False
932000.SH,中证2000,5,10,严格ATR,0.3093447230220525,0.8093653958427425,0.04667137808662769,0.10556436346807363,-0.05889298538144594,-0.2825559133903718,43,0.8891873740765615,False
000001.SH,上证综指,5,10,宽松ATR,0.19388281942599384,0.36083951098068123,0.030445633591740018,0.05352689954135159,-0.023081265949611574,-0.23328048069854268,12,0.9865681665547347,False
399001.SZ,深证成指,5,10,宽松ATR,0.48972591855559755,0.2967351612158451,0.06978551536887201,0.0449585796445664,0.02482693572430561,-0.098782232842072,2,0.9825386165211552,False
399006.SZ,创业板指,5,10,宽松ATR,0.642108865384799,0.6350233158051395,0.08756409814487931,0.08676846649072556,0.00079563165415375,-0.35680824230307984,11,0.9664204163868368,False
000016.SH,上证50,5,10,宽松ATR,0.053452019389551575,-0.0050496018178567414,0.00885173886618773,-0.0008563982414463434,0.009708137107634074,-0.2884693930771344,16,0.9865681665547347,True
000300.SH,沪深300,5,10,宽松ATR,0.0776664164805021,0.15454361299222796,0.012739355107271422,0.02461897701270166,-0.011879621905430238,-0.3580883478571195,14,0.9865681665547347,False
000905.SH,中证500,5,10,宽松ATR,0.24615917692299982,0.45251584369556075,0.03794649765709779,0.06521559503868479,-0.027269097381587004,-0.2584546452346643,1,0.9858965748824715,False
000852.SH,中证1000,5,10,宽松ATR,0.20236046382804318,0.3873325453112686,0.03168034961747401,0.05697033130590623,-0.025289981688432217,-0.3050932477608599,1,0.9865681665547347,False
