symbol,name,window_id,signal_date,market_env,wy_phase,wy_direction,wy_confidence,wy_signal_type,wy_bc,wy_spring,wy_signal,lppl_score,lppl_level,lppl_n_valid,lppl_avg_rmse,lppl_avg_m,fusion_signal,fwd_return,fwd_max_gain,fwd_max_dd,bench_return,excess_return
601231.SH,环旭电子,14,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,30.78,38.18,2.44,8.74,22.04
601231.SH,环旭电子,15,2024-05-20,bull_start,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,-7.97,13.97,13.7,-3.95,-4.02
601231.SH,环旭电子,16,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,18.59,30.63,2.6,21.64,-3.05
601231.SH,环旭电子,17,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-7.29,38.72,18.71,3.48,-10.77
601231.SH,环旭电子,18,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,-19.73,3.19,33.93,3.44,-23.17
601231.SH,环旭电子,19,2025-04-07,event_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,21.29,27.84,14.96,17.08,4.21
601231.SH,环旭电子,20,2025-04-18,rebound_start,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,46.07,53.39,0.92,18.32,27.75
601006.SH,大秦铁路,1,2017-05-11,bull_start,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,9.53,16.96,0.87,14.49,-4.96
601006.SH,大秦铁路,2,2018-02-09,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-10.18,4.16,14.22,-8.58,-1.6
601006.SH,大秦铁路,3,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,13.06,15.62,2.69,21.72,-8.66
601006.SH,大秦铁路,4,2019-01-04,rebound_start,accumulation,空仓观望,C,sos_candidate,True,False,HOLD,0.0,none,0,1.0,0.0,OTHER,0.49,11.07,1.6,18.05,-17.56
601006.SH,大秦铁路,5,2019-08-06,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,8.29,8.42,1.2,10.9,-2.61
601006.SH,大秦铁路,6,2020-03-23,event_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-1.94,9.12,4.19,35.28,-37.22
601006.SH,大秦铁路,7,2020-07-01,bull_start,accumulation,观察等待,C,spring,True,True,BUY,0.0,none,0,1.0,0.0,BUY_NO_LPPL,-7.26,2.42,9.97,15.55,-22.81
601006.SH,大秦铁路,8,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,4.55,9.43,2.36,6.19,-1.64
601006.SH,大秦铁路,9,2021-11-10,rebound_start,accumulation,空仓观望,C,sos_candidate,True,False,HOLD,0.0,none,0,1.0,0.0,OTHER,7.98,18.08,1.14,-11.82,19.8
601006.SH,大秦铁路,10,2022-04-27,event_bottom,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,-4.47,-0.87,14.14,4.02,-8.49
601006.SH,大秦铁路,11,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,12.79,15.29,0.78,13.57,-0.78
601006.SH,大秦铁路,12,2023-05-25,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-2.42,4.7,6.18,-5.02,2.6
601006.SH,大秦铁路,13,2023-10-23,bear_bottom,distribution,空仓观望,C,distribution,True,False,HOLD,0.0,none,0,1.0,0.0,OTHER,4.65,10.14,1.13,2.21,2.44
601006.SH,大秦铁路,14,2024-02-05,crash_bottom,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,-6.24,3.85,8.23,8.74,-14.98
601006.SH,大秦铁路,15,2024-05-20,bull_start,distribution,空仓观望,D,distribution,True,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-8.47,3.39,17.51,-3.95,-4.52
601006.SH,大秦铁路,16,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,10.47,27.03,0.51,21.64,-11.17
601006.SH,大秦铁路,17,2025-01-13,structural_low,accumulation,观察等待,C,spring,True,True,BUY,0.0,none,0,1.0,0.0,BUY_NO_LPPL,7.7,12.04,0.32,3.48,4.22
601006.SH,大秦铁路,18,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,-3.31,3.16,5.12,3.44,-6.75
601006.SH,大秦铁路,19,2025-04-07,event_bottom,accumulation,观察等待,C,spring,True,True,BUY,0.0,none,0,1.0,0.0,BUY_NO_LPPL,-0.93,5.87,1.08,17.08,-18.01
601006.SH,大秦铁路,20,2025-04-18,rebound_start,accumulation,观察等待,C,spring,True,True,BUY,0.0,none,0,1.0,0.0,BUY_NO_LPPL,-5.02,1.03,5.76,18.32,-23.34
002291.SZ,遥望科技,1,2017-05-11,bull_start,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-45.97,2.05,49.66,14.49,-60.46
002291.SZ,遥望科技,2,2018-02-09,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-16.29,29.6,22.59,-8.58,-7.71
002291.SZ,遥望科技,3,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,36.54,39.75,-0.25,21.72,14.82
002291.SZ,遥望科技,4,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,11.06,39.7,11.93,18.05,-6.99
002291.SZ,遥望科技,5,2019-08-06,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,131.14,131.14,0.0,10.9,120.24
002291.SZ,遥望科技,6,2020-03-23,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-6.55,29.55,22.27,35.28,-41.83
002291.SZ,遥望科技,7,2020-07-01,bull_start,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,-8.52,16.21,28.27,15.55,-24.07
002291.SZ,遥望科技,8,2021-07-28,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,19.39,54.14,1.3,6.19,13.2
002291.SZ,遥望科技,9,2021-11-10,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-15.53,12.75,29.6,-11.82,-3.71
002291.SZ,遥望科技,10,2022-04-27,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,43.77,79.98,0.76,4.02,39.75
002291.SZ,遥望科技,11,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-20.31,11.7,24.7,13.57,-33.88
002291.SZ,遥望科技,12,2023-05-25,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-40.91,19.35,43.93,-5.02,-35.89
002291.SZ,遥望科技,13,2023-10-23,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-16.0,41.4,42.24,2.21,-18.21
002291.SZ,遥望科技,14,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-15.53,44.32,23.11,8.74,-24.27
002291.SZ,遥望科技,15,2024-05-20,bull_start,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-11.57,1.42,31.14,-3.95,-7.62
002291.SZ,遥望科技,16,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,59.29,155.48,0.71,21.64,37.65
002291.SZ,遥望科技,17,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,14.78,46.61,17.22,3.48,11.3
002291.SZ,遥望科技,18,2025-03-04,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-4.7,14.85,27.88,3.44,-8.14
002291.SZ,遥望科技,19,2025-04-07,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,13.09,30.37,16.93,17.08,-3.99
002291.SZ,遥望科技,20,2025-04-18,rebound_start,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,12.98,29.24,4.15,18.32,-5.34
601101.SH,昊华能源,1,2017-05-11,bull_start,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,49.77,90.81,0.46,14.49,35.28
601101.SH,昊华能源,2,2018-02-09,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-18.95,0.37,22.69,-8.58,-10.37
601101.SH,昊华能源,3,2018-10-19,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,4.44,13.32,11.49,21.72,-17.28
601101.SH,昊华能源,4,2019-01-04,rebound_start,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,3.45,31.03,5.09,18.05,-14.6
601101.SH,昊华能源,5,2019-08-06,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,0.0,none,0,1.0,0.0,BUY_NO_LPPL,-3.41,4.66,8.78,10.9,-14.31
601101.SH,昊华能源,6,2020-03-23,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,3.7,22.22,20.74,35.28,-31.58
601101.SH,昊华能源,7,2020-07-01,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,5.79,36.36,0.0,15.55,-9.76
601101.SH,昊华能源,8,2021-07-28,structural_low,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,40.55,141.75,2.06,6.19,34.36
601101.SH,昊华能源,9,2021-11-10,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,19.33,24.83,18.88,-11.82,31.15
601101.SH,昊华能源,10,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,2.48,41.78,16.71,4.02,-1.54
601101.SH,昊华能源,11,2022-10-31,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,2.35,14.58,5.8,13.57,-11.22
601101.SH,昊华能源,12,2023-05-25,structural_low,accumulation,观察等待,C,spring,True,True,BUY,0.0,none,0,1.0,0.0,BUY_NO_LPPL,-5.33,-0.16,14.38,-5.02,-0.31
601101.SH,昊华能源,13,2023-10-23,bear_bottom,accumulation,空仓观望,C,sos_candidate,True,False,HOLD,0.0,none,0,1.0,0.0,OTHER,39.07,46.42,-0.18,2.21,36.86
601101.SH,昊华能源,14,2024-02-05,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0945,danger,1,0.040075,0.1394,OTHER,43.84,68.33,4.37,8.74,35.1
601101.SH,昊华能源,15,2024-05-20,bull_start,markup,持有观察,C,markup,True,False,AVOID,0.0,none,0,1.0,0.0,AVOID_LPPL_DANGER,-11.65,1.41,29.51,-3.95,-7.7
601101.SH,昊华能源,16,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-0.39,42.23,2.85,21.64,-22.03
601101.SH,昊华能源,17,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-4.78,5.98,12.35,3.48,-8.26
601101.SH,昊华能源,18,2025-03-04,bull_start,markdown,空仓观望,B,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-3.49,8.8,7.82,3.44,-6.93
601101.SH,昊华能源,19,2025-04-07,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,16.27,23.95,0.6,17.08,-0.81
601101.SH,昊华能源,20,2025-04-18,rebound_start,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,5.44,17.74,1.72,18.32,-12.88
002110.SZ,三钢闽光,1,2017-05-11,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,87.33,98.81,1.03,14.49,72.84
002110.SZ,三钢闽光,2,2018-02-09,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-17.04,18.61,30.33,-8.58,-8.46
002110.SZ,三钢闽光,3,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,5.27,11.36,23.35,21.72,-16.45
002110.SZ,三钢闽光,4,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,-25.83,61.42,25.91,18.05,-43.88
002110.SZ,三钢闽光,5,2019-08-06,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,14.01,16.97,3.73,10.9,3.11
002110.SZ,三钢闽光,6,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.0,none,0,1.0,0.0,OTHER,-6.33,5.94,15.63,35.28,-41.61
002110.SZ,三钢闽光,7,2020-07-01,bull_start,markdown,空仓观望,D,markdown,True,False,HOLD,0.0,none,0,1.0,0.0,MD_NO_LPPL,4.02,22.02,3.12,15.55,-11.53
