final_nav,total_return,benchmark_return,annualized_return,annualized_excess_return,calmar_ratio,max_drawdown,trade_count,signal_count,average_position,turnover_rate,whipsaw_rate,latest_action,latest_signal,start_date,end_date,symbol,name,mode,param_source,step
1.5354436461431389,0.5354436461431389,0.44193218961860836,0.07423843775001893,0.01121345362941395,0.34291560881043776,-0.21649185934565496,10,10,0.5784360438272399,8.769122122652336,0.0,hold,none,2020-01-02,2026-03-27,000905.SH,中证500,single_window,optimal_yaml,120
