run_id,symbol,name,mode,window_count,window_min,window_max,step,positive_consensus_threshold,negative_consensus_threshold,sell_vote_threshold,buy_vote_threshold,sell_confirm_days,buy_confirm_days,vol_breakout_mult,drawdown_confirm_threshold,cooldown_days,buy_volatility_cap,final_nav,total_return,benchmark_return,annualized_return,annualized_excess_return,calmar_ratio,max_drawdown,trade_count,signal_count,average_position,turnover_rate,whipsaw_rate,latest_action,latest_signal,start_date,end_date,reject_reason,eligible,objective_score,risk_band,suggest_position
1,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,2,2,1.0,0.08,10,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
2,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,2,2,1.0,0.08,15,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
3,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,2,2,1.02,0.08,10,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
4,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,2,2,1.02,0.08,15,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
9,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,3,3,2,2,1.0,0.08,10,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
10,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,3,3,2,2,1.0,0.08,15,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
11,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,3,3,2,2,1.02,0.08,10,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
12,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,3,3,2,2,1.02,0.08,15,1.0,1.2886567662720074,0.2886567662720074,0.08437132728358665,0.04326035296014896,0.029641545160202343,0.2531862449407979,-0.17086375671894993,3,3,0.31146454605699136,3.180113981744699,0.0,hold,none,2020-01-02,2026-03-27,,True,0.6812500000000001,Watch,60-80%
5,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,3,2,1.0,0.08,10,1.0,1.2822440718748254,0.28224407187482536,0.08437132728358665,0.04239157413855521,0.02877276633860859,0.24225174674706207,-0.17498975634969005,3,3,0.31212723658051694,3.1692636697661625,0.0,hold,none,2020-01-02,2026-03-27,,True,0.38125,Watch,60-80%
6,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,3,2,1.0,0.08,15,1.0,1.2822440718748254,0.28224407187482536,0.08437132728358665,0.04239157413855521,0.02877276633860859,0.24225174674706207,-0.17498975634969005,3,3,0.31212723658051694,3.1692636697661625,0.0,hold,none,2020-01-02,2026-03-27,,True,0.38125,Watch,60-80%
7,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,3,2,1.02,0.08,10,1.0,1.2822440718748254,0.28224407187482536,0.08437132728358665,0.04239157413855521,0.02877276633860859,0.24225174674706207,-0.17498975634969005,3,3,0.31212723658051694,3.1692636697661625,0.0,hold,none,2020-01-02,2026-03-27,,True,0.38125,Watch,60-80%
8,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,2,3,3,2,1.02,0.08,15,1.0,1.2822440718748254,0.28224407187482536,0.08437132728358665,0.04239157413855521,0.02877276633860859,0.24225174674706207,-0.17498975634969005,3,3,0.31212723658051694,3.1692636697661625,0.0,hold,none,2020-01-02,2026-03-27,,True,0.38125,Watch,60-80%
13,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,3,3,3,2,1.0,0.08,10,1.0,1.2822440718748254,0.28224407187482536,0.08437132728358665,0.04239157413855521,0.02877276633860859,0.24225174674706207,-0.17498975634969005,3,3,0.31212723658051694,3.1692636697661625,0.0,hold,none,2020-01-02,2026-03-27,,True,0.38125,Watch,60-80%
14,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,3,3,3,2,1.0,0.08,15,1.0,1.2822440718748254,0.28224407187482536,0.08437132728358665,0.04239157413855521,0.02877276633860859,0.24225174674706207,-0.17498975634969005,3,3,0.31212723658051694,3.1692636697661625,0.0,hold,none,2020-01-02,2026-03-27,,True,0.38125,Watch,60-80%
15,000300.SH,沪深300,single_window,9,40,120,120,0.3,0.2,3,3,3,2,1.02,0.08,10,1.0,1.2822440718748254,0.28224407187482536,0.08437132728358665,0.04239157413855521,0.02877276633860859,0.24225174674706207,-0.17498975634969005,3,3,0.31212723658051694,3.1692636697661625,0.0,hold,none,2020-01-02,2026-03-27,,True,0.38125,Watch,60-80%
