date,symbol,trade_type,price,target_position,executed_position,units,cash_after_trade,portfolio_value_after_trade
2025-08-26,000001.SH,buy,3873.4057349999994,1.0,1.0,258.09330557337245,0.0,999200.4897281441
2025-12-26,000001.SH,reduce,3955.8510850000002,0.5,0.5003191652353559,129.11120839088167,510591.49038459075,1021080.7040763681
2025-12-29,000001.SH,add,3966.632325,1.0,1.0,128.68305329431502,0.0,1021552.1388378682
