final_nav,total_return,benchmark_return,annualized_return,annualized_excess_return,calmar_ratio,max_drawdown,trade_count,signal_count,average_position,turnover_rate,whipsaw_rate,latest_action,latest_signal,start_date,end_date,symbol,name,mode,param_source,step
1.074571195754001,0.07457119575400095,0.08437132728358665,0.012083199031752256,-0.001535608768194363,0.17511802991277034,-0.06900031388984407,1,1,0.12122778704668767,0.5,0.0,hold,none,2020-01-02,2026-03-27,000300.SH,沪深300,single_window,optimal_yaml,120
