final_nav,total_return,benchmark_return,annualized_return,annualized_excess_return,calmar_ratio,max_drawdown,trade_count,signal_count,average_position,turnover_rate,whipsaw_rate,latest_action,latest_signal,start_date,end_date,symbol,name,mode,param_source,step
1.0394202961405747,0.03942029614057474,0.7983347337865709,0.006477558438834796,-0.09649033903146487,0.011496729957056081,-0.5634261623114158,3,3,0.7164596891639673,1.5031912028760237,0.0,hold,negative_bubble,2020-01-02,2026-03-27,399006.SZ,创业板指,single_window,optimal_yaml,60
