date,symbol,trade_type,price,target_position,units,cash_after_trade,holdings_value_after_trade,portfolio_value_after_trade,executed_position
2020-05-13,000300.SH,buy,3948.6133199999995,0.9835029849999627,249.07553748513487,16201.96410453727,983011.4792603326,999213.4433648699,0.9838721589004539
2021-08-02,000300.SH,sell,4792.42259,0.0,249.07553748513487,1209519.0939949513,0.0,1209519.0939949513,0.0
2023-04-13,000300.SH,buy,4083.4306949999996,1.0,296.112861318153,0.0,1208552.0710552966,1208552.0710552966,1.0
2023-05-16,000300.SH,sell,4000.51874,0.0,296.112861318153,1184249.6693430347,0.0,1184249.6693430347,0.0
2024-05-23,000300.SH,buy,3674.67642,0.9890590094709137,318.74719595764543,12605.476574877743,1170707.4512010785,1183312.9277759562,0.9892574513815472
