date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,atr_ratio,price_drawdown,recent_drawdown_min,param_source
2020-01-02,000300.SH,4121.35,4172.66,4121.35,4152.24,182116772.0,none,0.0,持有,hold,0.0,1.2845431027923628,0.0,-0.023571549027060157,optimal_yaml
2020-01-03,000300.SH,4161.22,4164.3,4131.86,4144.97,142826244.0,none,0.0,持有,hold,0.0,1.1895690834150112,-0.0017508621852300177,-0.01848186451580991,optimal_yaml
2020-01-06,000300.SH,4120.52,4170.64,4102.38,4129.3,175309953.0,none,0.0,持有,hold,0.0,1.2399584743141612,-0.005524728821070024,-0.01848186451580991,optimal_yaml
2020-01-07,000300.SH,4137.4,4161.25,4135.1,4160.23,139489031.0,none,0.0,持有,hold,0.0,1.135859401209594,0.0,-0.01848186451580991,optimal_yaml
2020-01-08,000300.SH,4139.63,4149.81,4101.98,4112.32,167585850.0,none,0.0,持有,hold,0.0,1.1687140248610424,-0.011516190210637323,-0.01848186451580991,optimal_yaml
2020-01-09,000300.SH,4145.53,4165.66,4143.59,4164.37,136886324.0,none,0.0,持有,hold,0.0,1.2028856154696086,0.0,-0.01848186451580991,optimal_yaml
2020-01-10,000300.SH,4177.58,4180.98,4148.48,4163.19,113031719.0,none,0.0,持有,hold,0.0,1.1779679142502335,-0.00028335618592978395,-0.01848186451580991,optimal_yaml
2020-01-13,000300.SH,4166.93,4203.99,4148.6,4203.99,119691982.0,none,0.0,持有,hold,0.0,1.1366332624058872,0.0,-0.01848186451580991,optimal_yaml
2020-01-14,000300.SH,4215.16,4223.51,4188.08,4189.89,129320783.0,none,0.0,持有,hold,0.0,1.1255831210185678,-0.0033539565983742303,-0.01848186451580991,optimal_yaml
2020-01-15,000300.SH,4186.88,4193.87,4150.88,4166.73,104633136.0,none,0.0,持有,hold,0.0,1.1420008311260934,-0.008863008713151155,-0.01848186451580991,optimal_yaml
2020-01-16,000300.SH,4174.82,4175.29,4142.18,4149.04,100267642.0,none,0.0,持有,hold,0.0,1.123394668290118,-0.013070915963168228,-0.01848186451580991,optimal_yaml
2020-01-17,000300.SH,4162.19,4177.03,4141.65,4154.85,98725682.0,none,0.0,持有,hold,0.0,1.087472300818819,-0.01168889554922814,-0.01848186451580991,optimal_yaml
2020-01-20,000300.SH,4170.74,4185.96,4149.49,4185.83,122409147.0,none,0.0,持有,hold,0.0,1.0020607206306953,-0.004319705803296325,-0.01848186451580991,optimal_yaml
2020-01-21,000300.SH,4165.02,4165.02,4113.33,4114.31,130527507.0,none,0.0,持有,hold,0.0,1.0594816741689819,-0.021332115442710187,-0.021332115442710187,optimal_yaml
2020-01-22,000300.SH,4093.8,4141.18,4046.49,4131.93,126758763.0,none,0.0,持有,hold,0.0,1.0757042419964271,-0.01714085904105378,-0.021332115442710187,optimal_yaml
2020-01-23,000300.SH,4093.32,4103.52,3972.39,4003.9,160357603.0,none,0.0,持有,hold,0.0,1.247140301743887,-0.04759526069281794,-0.04759526069281794,optimal_yaml
2020-02-03,000300.SH,3639.91,3732.16,3639.91,3688.36,157559647.0,none,0.0,持有,hold,0.0,1.6300655252339977,-0.12265252771771573,-0.12265252771771573,optimal_yaml
2020-02-04,000300.SH,3652.0,3786.86,3652.0,3785.64,213933328.0,none,0.0,持有,hold,0.0,1.699094240086836,-0.09951260588155542,-0.12265252771771573,optimal_yaml
2020-02-05,000300.SH,3801.1,3866.01,3781.61,3828.53,174925524.0,none,0.0,持有,hold,0.0,1.6630128848846586,-0.08931039322167744,-0.12265252771771573,optimal_yaml
2020-02-06,000300.SH,3841.75,3914.92,3806.96,3899.78,176462235.0,none,0.0,持有,hold,0.0,1.661858503359269,-0.07236220828308337,-0.12265252771771573,optimal_yaml
2020-02-07,000300.SH,3879.55,3899.88,3849.71,3899.87,151731759.0,none,0.0,持有,hold,0.0,1.6187429746359199,-0.07234080004947674,-0.12265252771771573,optimal_yaml
2020-02-10,000300.SH,3872.37,3920.17,3861.01,3916.01,148406969.0,none,0.0,持有,hold,0.0,1.5576838626138643,-0.06850159015601831,-0.12265252771771573,optimal_yaml
2020-02-11,000300.SH,3926.42,3970.52,3915.71,3952.46,143441674.0,none,0.0,持有,hold,0.0,1.5204921710709454,-0.05983125554532709,-0.12265252771771573,optimal_yaml
2020-02-12,000300.SH,3945.67,3984.43,3940.67,3984.43,126710321.0,none,0.0,持有,hold,0.0,1.4613970134043754,-0.05222657522972218,-0.12265252771771573,optimal_yaml
2020-02-13,000300.SH,3985.88,3999.55,3950.14,3959.92,145001843.0,none,0.0,持有,hold,0.0,1.423917501363562,-0.058056750848598515,-0.12265252771771573,optimal_yaml
2020-02-14,000300.SH,3954.23,4001.56,3954.02,3987.73,143239803.0,none,0.0,持有,hold,0.0,1.3861633514057592,-0.05144160666414521,-0.12265252771771573,optimal_yaml
2020-02-17,000300.SH,3999.65,4077.45,3999.65,4077.42,182778969.0,none,0.0,持有,hold,0.0,1.3878636238361066,-0.03010711252881182,-0.12265252771771573,optimal_yaml
2020-02-18,000300.SH,4069.83,4076.39,4027.79,4057.51,163236220.0,none,0.0,持有,hold,0.0,1.3179413544359742,-0.031595101542045256,-0.12265252771771573,optimal_yaml
2020-02-19,000300.SH,4049.59,4085.17,4042.85,4051.31,169046441.0,none,0.0,持有,hold,0.0,1.2288853815598728,-0.0321369955301577,-0.12265252771771573,optimal_yaml
2020-02-20,000300.SH,4062.9,4148.53,4055.81,4144.66,212232624.0,none,0.0,持有,hold,0.0,1.1404483703248163,-0.009835564272796526,-0.12265252771771573,optimal_yaml
2020-02-21,000300.SH,4134.87,4184.44,4130.17,4149.49,217213604.0,none,0.0,持有,hold,0.0,0.8524567867652502,-0.00868167125755226,-0.12265252771771573,optimal_yaml
2020-02-24,000300.SH,4131.84,4149.01,4097.18,4132.84,212869303.0,none,0.0,持有,hold,0.0,0.772178209506745,-0.012659376993332194,-0.12265252771771573,optimal_yaml
2020-02-25,000300.SH,4066.3,4126.71,4020.91,4123.85,244167831.0,none,0.0,持有,hold,0.0,0.7863052052193424,-0.00617907260892292,-0.12265252771771573,optimal_yaml
2020-02-26,000300.SH,4070.1,4132.78,4061.13,4073.02,261094061.0,none,0.0,持有,hold,0.0,0.7481578571128917,-0.018428770764599922,-0.12265252771771573,optimal_yaml
2020-02-27,000300.SH,4084.08,4110.53,4067.44,4084.88,181290981.0,none,0.0,持有,hold,0.0,0.7362935592788413,-0.0155705881927658,-0.12265252771771573,optimal_yaml
2020-02-28,000300.SH,3988.73,4031.15,3928.07,3940.05,230275093.0,none,0.0,持有,hold,0.0,0.8138928961269037,-0.05047367266820735,-0.12265252771771573,optimal_yaml
2020-03-02,000300.SH,3968.84,4092.54,3968.84,4069.67,219313559.0,none,0.0,持有,hold,0.0,0.8979662921300803,-0.019236098894080844,-0.09951260588155542,optimal_yaml
2020-03-03,000300.SH,4125.14,4147.65,4067.91,4091.36,219369777.0,none,0.0,持有,hold,0.0,0.9327338948326869,-0.014008950497530925,-0.08931039322167744,optimal_yaml
2020-03-04,000300.SH,4078.5,4115.26,4060.73,4115.05,182424730.0,none,0.0,持有,hold,0.0,0.9423390165508284,-0.008299815158007262,-0.07236220828308337,optimal_yaml
2020-03-05,000300.SH,4150.21,4215.85,4127.04,4206.73,231823115.0,none,0.0,持有,hold,0.0,0.9934611664413168,0.0,-0.07234080004947674,optimal_yaml
2020-03-06,000300.SH,4158.2,4181.31,4135.39,4138.51,172475717.0,none,0.0,持有,hold,0.0,0.9848103007351904,-0.016216871536799182,-0.06850159015601831,optimal_yaml
2020-03-09,000300.SH,4063.08,4063.08,3995.13,3997.13,208102035.0,none,0.0,持有,hold,0.0,1.0695761044535845,-0.04982492339655731,-0.05983125554532709,optimal_yaml
2020-03-10,000300.SH,3975.23,4093.0,3954.75,4082.73,197416402.0,none,0.0,持有,hold,0.0,1.1529781571418012,-0.029476576818573963,-0.058056750848598515,optimal_yaml
2020-03-11,000300.SH,4090.93,4091.27,4028.4,4028.43,161656111.0,none,0.0,持有,hold,0.0,1.1249747775203334,-0.04238446489315928,-0.058056750848598515,optimal_yaml
2020-03-12,000300.SH,3976.11,3987.43,3926.27,3950.91,157060458.0,none,0.0,持有,hold,0.0,1.1669184470723943,-0.060812079691351606,-0.060812079691351606,optimal_yaml
2020-03-13,000300.SH,3771.01,3937.18,3765.15,3895.31,188296722.0,none,0.0,持有,hold,0.0,1.276598507259204,-0.0740289963938735,-0.0740289963938735,optimal_yaml
2020-03-16,000300.SH,3899.86,3899.86,3720.51,3727.84,185968260.0,none,0.0,持有,hold,0.0,1.3275053088333648,-0.11383901510199124,-0.11383901510199124,optimal_yaml
2020-03-17,000300.SH,3739.78,3786.89,3618.31,3709.68,166246129.0,none,0.0,持有,hold,0.0,1.3959497316725977,-0.1181559073199373,-0.1181559073199373,optimal_yaml
2020-03-18,000300.SH,3729.69,3775.85,3636.26,3636.26,155037547.0,none,0.0,持有,hold,0.0,1.453475835069245,-0.13560889336848325,-0.13560889336848325,optimal_yaml
2020-03-19,000300.SH,3623.79,3647.99,3503.19,3589.09,180807407.0,none,0.0,持有,hold,0.0,1.4168006496943875,-0.14682187827600046,-0.14682187827600046,optimal_yaml
2020-03-20,000300.SH,3629.51,3663.95,3588.78,3653.22,139603000.0,none,0.0,持有,hold,0.0,1.316396222213427,-0.13157725834555578,-0.14682187827600046,optimal_yaml
2020-03-23,000300.SH,3542.68,3585.8,3523.79,3530.31,137108790.0,none,0.0,持有,hold,0.0,1.313419959683821,-0.16079472654532134,-0.16079472654532134,optimal_yaml
2020-03-24,000300.SH,3598.65,3627.76,3545.45,3625.11,143103021.0,none,0.0,持有,hold,0.0,1.304788895566916,-0.13825940813886306,-0.16079472654532134,optimal_yaml
2020-03-25,000300.SH,3711.48,3732.65,3685.99,3722.52,153495958.0,none,0.0,持有,hold,0.0,1.2683628595872682,-0.11510365533323974,-0.16079472654532134,optimal_yaml
2020-03-26,000300.SH,3692.61,3736.25,3681.27,3698.05,112310665.0,none,0.0,MA死叉信号,hold,0.0,1.2183026851396541,-0.1209205249683244,-0.16079472654532134,optimal_yaml
2020-03-27,000300.SH,3746.39,3758.78,3709.92,3710.06,124060995.0,none,0.0,持有,hold,0.0,1.1328528779338058,-0.11806557587484812,-0.16079472654532134,optimal_yaml
2020-03-30,000300.SH,3657.46,3690.64,3637.59,3674.11,126876673.0,none,0.0,持有,hold,0.0,1.0685318164121642,-0.12661140600894272,-0.16079472654532134,optimal_yaml
2020-03-31,000300.SH,3708.14,3716.07,3676.2,3686.16,111453025.0,none,0.0,持有,hold,0.0,1.0381943057940346,-0.12374694834229905,-0.16079472654532134,optimal_yaml
2020-04-01,000300.SH,3682.3,3731.78,3670.97,3675.08,119352620.0,none,0.0,持有,hold,0.0,0.9968959827642858,-0.12638082310963616,-0.16079472654532134,optimal_yaml
2020-04-02,000300.SH,3656.32,3734.53,3652.32,3734.53,115168209.0,none,0.0,持有,hold,0.0,0.9211037205867569,-0.09761484205668225,-0.16079472654532134,optimal_yaml
