run_id,symbol,name,mode,window_count,window_min,window_max,step,positive_consensus_threshold,negative_consensus_threshold,sell_vote_threshold,buy_vote_threshold,sell_confirm_days,buy_confirm_days,vol_breakout_mult,drawdown_confirm_threshold,cooldown_days,buy_volatility_cap,final_nav,total_return,benchmark_return,annualized_return,annualized_excess_return,calmar_ratio,max_drawdown,trade_count,signal_count,average_position,turnover_rate,whipsaw_rate,latest_action,latest_signal,start_date,end_date,reject_reason,eligible,objective_score,risk_band,suggest_position
1,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.15000000000000002,2,2,1,1,1.0,0.03,5,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
2,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.15000000000000002,2,2,1,1,1.0,0.03,5,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
3,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.15000000000000002,2,2,1,1,1.0,0.03,10,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
4,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.15000000000000002,2,2,1,1,1.0,0.03,10,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
33,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.2,2,2,1,1,1.0,0.03,5,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
34,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.2,2,2,1,1,1.0,0.03,5,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
35,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.2,2,2,1,1,1.0,0.03,10,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
36,000001.SH,上证综指,single_window,9,40,120,120,0.15,0.2,2,2,1,1,1.0,0.03,10,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
65,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.15000000000000002,2,2,1,1,1.0,0.03,5,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
66,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.15000000000000002,2,2,1,1,1.0,0.03,5,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
67,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.15000000000000002,2,2,1,1,1.0,0.03,10,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
68,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.15000000000000002,2,2,1,1,1.0,0.03,10,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
97,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.2,2,2,1,1,1.0,0.03,5,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
98,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.2,2,2,1,1,1.0,0.03,5,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
99,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.2,2,2,1,1,1.0,0.03,10,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
100,000001.SH,上证综指,single_window,9,40,120,120,0.2,0.2,2,2,1,1,1.0,0.03,10,1.05,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
129,000001.SH,上证综指,single_window,9,40,120,120,0.25,0.15000000000000002,2,2,1,1,1.0,0.03,5,1.0,1.3369587385457156,0.33695873854571556,0.2685466096201219,0.0496909573897375,0.009167277350447645,0.18221865054295283,-0.2726996234560758,1,1,0.9827700463883366,0.9997000899730082,0.0,hold,none,2020-01-02,2026-03-27,trade_count,False,-1.0,DANGER,0-20%
