symbol,strategy,action,entry_price,stop_loss,take_profit,confidence,phase,regime,macro_regime,stock_regime,current_price,upside_pct,net_upside_pct,risk_pct,est_cost_pct,name,analysis_date,ma5,ma20
603466.SH,wyckoff,buy,10.37,8.736,14.0,C,markup,bull,bull,bull,10.37,35.0,34.75,15.76,0.25,风语筑,2026-05-13,,
603421.SH,ma_cross,buy,8.82,8.214,9.729,B,golden_cross,,,,8.82,10.31,10.06,6.87,0.25,鼎信通讯,2026-05-13,8.692,8.389
603499.SH,ma_cross,buy,22.09,20.154,24.994,B,golden_cross,,,,22.09,13.15,12.9,8.76,0.25,翔港科技,2026-05-13,21.888,21.386
603528.SH,ma_cross,buy,8.28,7.839,8.941,B,golden_cross,,,,8.28,7.99,7.74,5.33,0.25,多伦科技,2026-05-13,8.188,8.111
603518.SH,wyckoff,buy,9.53,8.129,10.36,C,markup,range,bull,range,9.53,8.71,8.46,14.7,0.25,锦泓集团,2026-05-13,,
603519.SH,wyckoff,buy,14.48,12.079,14.85,B,markup,bull,bull,bull,14.48,2.56,2.31,16.58,0.25,立霸股份,2026-05-13,,
603533.SH,ma_cross,buy,26.37,24.062,29.832,B,golden_cross,,,,26.37,13.13,12.88,8.75,0.25,掌阅科技,2026-05-13,26.736,26.128
603558.SH,ma_cross,buy,13.98,12.942,15.537,B,golden_cross,,,,13.98,11.14,10.89,7.42,0.25,健盛集团,2026-05-13,13.59,13.514
603559.SH,wyckoff,buy,9.65,6.259,10.222,C,markup,range,bull,range,9.65,5.93,5.68,35.14,0.25,ST通脉,2026-05-13,,
603598.SH,ma_cross,buy,24.27,22.175,27.413,B,golden_cross,,,,24.27,12.95,12.7,8.63,0.25,引力传媒,2026-05-13,24.562,21.931
603602.SH,ma_cross,buy,14.28,13.483,15.475,B,golden_cross,,,,14.28,8.37,8.12,5.58,0.25,纵横通信,2026-05-13,13.758,13.312
603616.SH,ma_cross,buy,6.4,5.866,7.201,B,golden_cross,,,,6.4,12.52,12.27,8.34,0.25,韩建河山,2026-05-13,6.504,6.325
603617.SH,wyckoff,buy,8.11,6.746,8.25,C,markup,range,bull,range,8.11,1.73,1.48,16.82,0.25,君禾股份,2026-05-13,,
603636.SH,ma_cross,buy,11.72,10.895,12.957,B,golden_cross,,,,11.72,10.56,10.31,7.04,0.25,南威软件,2026-05-13,11.06,9.603
603658.SH,ma_cross,buy,34.41,33.25,36.15,B,golden_cross,,,,34.41,5.06,4.81,3.37,0.25,安图生物,2026-05-13,34.348,34.06
603667.SH,ma_cross,buy,81.4,74.688,91.468,B,golden_cross,,,,81.4,12.37,12.12,8.25,0.25,五洲新春,2026-05-13,77.95,70.87
603665.SH,ma_cross,buy,30.71,28.371,34.219,B,golden_cross,,,,30.71,11.42,11.17,7.62,0.25,康隆达,2026-05-13,30.4,28.381
603669.SH,ma_cross,buy,4.48,4.076,5.086,B,golden_cross,,,,4.48,13.53,13.28,9.02,0.25,灵康药业,2026-05-13,4.522,4.472
603666.SH,wyckoff,buy,30.39,24.537,32.41,C,markup,range,bull,range,30.39,6.65,6.4,19.26,0.25,亿嘉和,2026-05-13,,
603696.SH,ma_cross,buy,15.69,14.719,17.146,B,golden_cross,,,,15.69,9.28,9.03,6.19,0.25,安记食品,2026-05-13,15.868,15.744
603690.SH,ma_cross,buy,27.52,25.787,30.119,B,golden_cross,,,,27.52,9.45,9.2,6.3,0.25,至纯科技,2026-05-13,26.454,25.813
603712.SH,ma_cross,buy,16.23,15.435,17.422,B,golden_cross,,,,16.23,7.35,7.1,4.9,0.25,七一二,2026-05-13,16.426,16.32
603711.SH,wyckoff,buy,14.81,11.94,14.98,C,markup,range,bull,range,14.81,1.15,0.9,19.38,0.25,香飘飘,2026-05-13,,
603725.SH,wyckoff,buy,9.92,8.249,10.75,C,markup,bull,bull,bull,9.92,8.37,8.12,16.84,0.25,天安新材,2026-05-13,,
603757.SH,ma_cross,buy,61.43,54.194,72.284,B,golden_cross,,,,61.43,17.67,17.42,11.78,0.25,大元泵业,2026-05-13,58.3,54.817
603758.SH,ma_cross,buy,13.15,12.294,14.434,B,golden_cross,,,,13.15,9.76,9.51,6.51,0.25,秦安股份,2026-05-13,13.064,12.703
603786.SH,ma_cross,buy,55.98,52.745,60.832,B,golden_cross,,,,55.98,8.67,8.42,5.78,0.25,科博达,2026-05-13,56.326,55.383
603803.SH,ma_cross,buy,17.22,14.948,20.628,B,golden_cross,,,,17.22,19.79,19.54,13.19,0.25,瑞斯康达,2026-05-13,16.728,15.397
603809.SH,ma_cross,buy,11.44,10.95,12.175,B,golden_cross,,,,11.44,6.42,6.17,4.28,0.25,豪能股份,2026-05-13,11.488,11.113
603811.SH,ma_cross,buy,11.77,11.13,12.73,B,golden_cross,,,,11.77,8.16,7.91,5.44,0.25,诚意药业,2026-05-13,12.05,11.987
603816.SH,ma_cross,buy,32.2,29.544,36.184,B,golden_cross,,,,32.2,12.37,12.12,8.25,0.25,顾家家居,2026-05-13,31.532,30.487
603828.SH,ma_cross,buy,5.6,5.012,6.482,B,golden_cross,,,,5.6,15.75,15.5,10.5,0.25,ST柯利达,2026-05-13,5.626,5.513
603836.SH,wyckoff,buy,13.91,12.0,15.58,C,markup,range,bull,range,13.91,12.01,11.76,13.73,0.25,海程邦达,2026-05-13,,
603829.SH,ma_cross,buy,27.57,24.269,32.522,B,golden_cross,,,,27.57,17.96,17.71,11.97,0.25,洛凯股份,2026-05-13,28.838,28.492
603838.SH,ma_cross,buy,10.37,9.55,11.6,B,golden_cross,,,,10.37,11.86,11.61,7.91,0.25,*ST四通,2026-05-13,9.7,9.178
603859.SH,wyckoff,buy,41.21,35.243,51.82,C,markup,range,bull,range,41.21,25.75,25.5,14.48,0.25,能科科技,2026-05-13,,
603861.SH,ma_cross,buy,17.21,15.51,19.76,B,golden_cross,,,,17.21,14.82,14.57,9.88,0.25,白云电器,2026-05-13,16.854,16.614
603863.SH,ma_cross,buy,19.03,17.186,21.796,B,golden_cross,,,,19.03,14.53,14.28,9.69,0.25,松炀资源,2026-05-13,19.51,18.699
603860.SH,wyckoff,buy,32.25,27.392,33.76,C,markup,range,bull,range,32.25,4.68,4.43,15.06,0.25,中公高科,2026-05-13,,
603869.SH,wyckoff,buy,11.02,8.846,11.33,B,markup,range,bull,range,11.02,2.81,2.56,19.73,0.25,ST智知,2026-05-13,,
603869.SH,ma_cross,buy,11.02,10.415,11.928,B,golden_cross,,,,11.02,8.24,7.99,5.49,0.25,ST智知,2026-05-13,10.822,10.556
603881.SH,ma_cross,buy,43.41,39.557,49.189,B,golden_cross,,,,43.41,13.31,13.06,8.88,0.25,数据港,2026-05-13,41.14,39.538
603901.SH,ma_cross,buy,12.97,11.957,14.49,B,golden_cross,,,,12.97,11.72,11.47,7.81,0.25,永创智能,2026-05-13,12.916,12.668
603918.SH,ma_cross,buy,13.57,12.863,14.63,B,golden_cross,,,,13.57,7.82,7.57,5.21,0.25,金桥信息,2026-05-13,13.716,13.623
603915.SH,wyckoff,buy,18.78,14.01,19.27,C,markup,range,bull,range,18.78,2.61,2.36,25.4,0.25,国茂股份,2026-05-13,,
603920.SH,ma_cross,buy,64.86,57.519,75.871,B,golden_cross,,,,64.86,16.98,16.73,11.32,0.25,世运电路,2026-05-13,62.688,58.052
603919.SH,ma_cross,buy,18.62,17.558,20.213,B,golden_cross,,,,18.62,8.56,8.31,5.7,0.25,金徽酒,2026-05-13,18.588,18.19
603927.SH,ma_cross,buy,17.0,16.304,18.044,B,golden_cross,,,,17.0,6.14,5.89,4.09,0.25,中科软,2026-05-13,16.996,16.788
603960.SH,ma_cross,buy,23.95,21.574,27.514,B,golden_cross,,,,23.95,14.88,14.63,9.92,0.25,克来机电,2026-05-13,23.426,23.294
603966.SH,ma_cross,buy,14.15,13.257,15.489,B,golden_cross,,,,14.15,9.47,9.22,6.31,0.25,法兰泰克,2026-05-13,14.266,14.036
603968.SH,ma_cross,buy,11.93,11.249,12.952,B,golden_cross,,,,11.93,8.56,8.31,5.71,0.25,醋化股份,2026-05-13,12.14,11.974
603988.SH,ma_cross,buy,25.22,23.176,28.286,B,golden_cross,,,,25.22,12.16,11.91,8.1,0.25,中电电机,2026-05-13,25.928,25.848
603977.SH,ma_cross,buy,15.27,14.122,16.992,B,golden_cross,,,,15.27,11.28,11.03,7.52,0.25,国泰集团,2026-05-13,14.758,14.423
603982.SH,ma_cross,buy,7.65,7.183,8.351,B,golden_cross,,,,7.65,9.16,8.91,6.1,0.25,泉峰汽车,2026-05-13,7.744,7.717
603969.SH,ma_cross,buy,9.98,9.254,11.069,B,golden_cross,,,,9.98,10.91,10.66,7.27,0.25,银龙股份,2026-05-13,9.606,9.332
603980.SH,ma_cross,buy,6.45,6.105,6.968,B,golden_cross,,,,6.45,8.02,7.77,5.35,0.25,吉华集团,2026-05-13,6.412,6.307
605003.SH,ma_cross,buy,28.56,25.994,32.409,B,golden_cross,,,,28.56,13.48,13.23,8.98,0.25,众望布艺,2026-05-13,28.934,28.611
603993.SH,ma_cross,buy,20.99,19.556,23.141,B,golden_cross,,,,20.99,10.25,10.0,6.83,0.25,洛阳钼业,2026-05-13,20.328,19.723
603995.SH,wyckoff,buy,19.84,16.179,20.57,B,markup,bull,bull,bull,19.84,3.68,3.43,18.45,0.25,甬金股份,2026-05-13,,
603997.SH,wyckoff,buy,13.13,11.602,15.28,C,markup,range,bull,range,13.13,16.37,16.12,11.64,0.25,继峰股份,2026-05-13,,
603997.SH,ma_cross,buy,13.13,12.178,14.558,B,golden_cross,,,,13.13,10.88,10.63,7.25,0.25,继峰股份,2026-05-13,13.2,12.805
605008.SH,ma_cross,buy,12.37,11.826,13.186,B,golden_cross,,,,12.37,6.6,6.35,4.4,0.25,长鸿高科,2026-05-13,12.296,12.078
605020.SH,wyckoff,buy,29.0,23.154,30.96,C,markup,bull,bull,bull,29.0,6.76,6.51,20.16,0.25,永和股份,2026-05-13,,
605058.SH,ma_cross,buy,39.7,36.378,44.683,B,golden_cross,,,,39.7,12.55,12.3,8.37,0.25,澳弘电子,2026-05-13,38.662,37.018
605066.SH,ma_cross,buy,7.85,7.418,8.498,B,golden_cross,,,,7.85,8.25,8.0,5.5,0.25,天正电气,2026-05-13,7.916,7.896
605068.SH,ma_cross,buy,28.91,26.41,32.66,B,golden_cross,,,,28.91,12.97,12.72,8.65,0.25,明新旭腾,2026-05-13,28.122,26.806
605086.SH,ma_cross,buy,31.88,28.82,36.47,B,golden_cross,,,,31.88,14.4,14.15,9.6,0.25,龙高股份,2026-05-13,33.246,33.157
605077.SH,wyckoff,buy,18.87,13.831,19.36,C,markup,bull,bull,bull,18.87,2.6,2.35,26.7,0.25,华康股份,2026-05-13,,
605080.SH,wyckoff,buy,27.32,21.333,28.07,C,markup,bull,bull,bull,27.32,2.75,2.5,21.91,0.25,浙江自然,2026-05-13,,
605167.SH,ma_cross,buy,19.1,17.318,21.773,B,golden_cross,,,,19.1,13.99,13.74,9.33,0.25,利柏特,2026-05-13,19.256,18.214
605136.SH,wyckoff,buy,10.87,8.955,12.32,C,markup,range,bull,range,10.87,13.34,13.09,17.62,0.25,丽人丽妆,2026-05-13,,
605138.SH,wyckoff,buy,7.9,6.179,8.08,C,markup,range,bull,range,7.9,2.28,2.03,21.78,0.25,盛泰集团,2026-05-13,,
605122.SH,wyckoff,buy,14.69,11.831,15.19,C,markup,bull,bull,bull,14.69,3.4,3.15,19.46,0.25,四方新材,2026-05-13,,
605128.SH,ma_cross,buy,33.9,31.786,37.071,B,golden_cross,,,,33.9,9.35,9.1,6.24,0.25,上海沿浦,2026-05-13,34.428,34.317
605218.SH,ma_cross,buy,18.2,16.788,20.318,B,golden_cross,,,,18.2,11.64,11.39,7.76,0.25,伟时电子,2026-05-13,18.31,18.069
605258.SH,ma_cross,buy,38.43,35.759,42.437,B,golden_cross,,,,38.43,10.43,10.18,6.95,0.25,协和电子,2026-05-13,38.622,37.26
605277.SH,ma_cross,buy,24.5,23.256,26.366,B,golden_cross,,,,24.5,7.62,7.37,5.08,0.25,新亚电子,2026-05-13,24.194,23.921
605288.SH,ma_cross,buy,81.99,74.661,92.983,B,golden_cross,,,,81.99,13.41,13.16,8.94,0.25,凯迪股份,2026-05-13,84.474,83.648
605339.SH,ma_cross,buy,16.5,15.815,17.527,B,golden_cross,,,,16.5,6.23,5.98,4.15,0.25,南侨食品,2026-05-13,16.252,16.093
605377.SH,ma_cross,buy,9.8,9.124,10.814,B,golden_cross,,,,9.8,10.35,10.1,6.9,0.25,华旺科技,2026-05-13,9.94,9.671
605488.SH,ma_cross,buy,35.54,33.093,39.211,B,golden_cross,,,,35.54,10.33,10.08,6.89,0.25,福莱新材,2026-05-13,36.164,34.218
605398.SH,ma_cross,buy,27.75,26.289,29.942,B,golden_cross,,,,27.75,7.9,7.65,5.26,0.25,新炬网络,2026-05-13,27.864,27.316
605555.SH,ma_cross,buy,15.91,14.836,17.521,B,golden_cross,,,,15.91,10.13,9.88,6.75,0.25,德昌股份,2026-05-13,16.174,15.991
605598.SH,ma_cross,buy,59.48,52.545,69.882,B,golden_cross,,,,59.48,17.49,17.24,11.66,0.25,上海港湾,2026-05-13,57.932,52.009
605580.SH,ma_cross,buy,22.75,21.261,24.983,B,golden_cross,,,,22.75,9.82,9.57,6.55,0.25,恒盛能源,2026-05-13,22.238,22.188
688004.SH,wyckoff,buy,24.13,19.9,27.98,C,markup,range,bull,range,24.13,15.96,15.71,17.53,0.25,博汇科技,2026-05-13,,
688006.SH,wyckoff,buy,32.79,23.989,33.8,C,markup,range,bull,range,32.79,3.08,2.83,26.84,0.25,杭可科技,2026-05-13,,
688010.SH,ma_cross,buy,34.7,31.78,39.08,C,golden_cross,,,,34.7,12.62,12.37,8.41,0.25,福光股份,2026-05-13,34.838,34.541
688016.SH,ma_cross,buy,106.41,101.651,113.548,B,golden_cross,,,,106.41,6.71,6.46,4.47,0.25,心脉医疗,2026-05-13,103.952,100.848
688019.SH,ma_cross,buy,287.0,260.035,327.447,B,golden_cross,,,,287.0,14.09,13.84,9.4,0.25,安集科技,2026-05-13,270.142,255.929
688031.SH,ma_cross,buy,136.6,120.861,160.208,B,golden_cross,,,,136.6,17.28,17.03,11.52,0.25,星环科技,2026-05-13,144.498,139.094
688032.SH,ma_cross,buy,113.08,104.732,125.602,B,golden_cross,,,,113.08,11.07,10.82,7.38,0.25,禾迈股份,2026-05-13,114.262,113.627
688029.SH,wyckoff,buy,85.82,66.526,86.38,C,markup,range,bull,range,85.82,0.65,0.4,22.48,0.25,南微医学,2026-05-13,,
688055.SH,ma_cross,buy,4.72,4.26,5.41,B,golden_cross,,,,4.72,14.62,14.37,9.75,0.25,龙腾光电,2026-05-13,4.714,4.33
688039.SH,ma_cross,buy,45.0,41.761,49.859,B,golden_cross,,,,45.0,10.8,10.55,7.2,0.25,当虹科技,2026-05-13,45.054,43.055
688046.SH,wyckoff,buy,20.45,12.826,21.8,C,markup,bull,bull,bull,20.45,6.6,6.35,37.28,0.25,药康生物,2026-05-13,,
688071.SH,wyckoff,buy,36.34,29.134,46.7,C,markup,bull,bull,bull,36.34,28.51,28.26,19.83,0.25,华依科技,2026-05-13,,
688079.SH,ma_cross,buy,17.47,15.552,20.347,B,golden_cross,,,,17.47,16.47,16.22,10.98,0.25,美迪凯,2026-05-13,16.878,15.965
688076.SH,ma_cross,buy,32.22,30.574,34.689,B,golden_cross,,,,32.22,7.66,7.41,5.11,0.25,ST诺泰,2026-05-13,31.872,30.465
688085.SH,ma_cross,buy,18.83,17.533,20.776,B,golden_cross,,,,18.83,10.33,10.08,6.89,0.25,三友医疗,2026-05-13,18.954,17.938
688091.SH,wyckoff,buy,64.76,45.521,66.2,C,markup,bull,bull,bull,64.76,2.22,1.97,29.71,0.25,上海谊众,2026-05-13,,
688091.SH,ma_cross,buy,64.76,58.934,73.499,B,golden_cross,,,,64.76,13.49,13.24,9.0,0.25,上海谊众,2026-05-13,63.076,57.011
688100.SH,ma_cross,buy,39.43,37.195,42.782,B,golden_cross,,,,39.43,8.5,8.25,5.67,0.25,威胜信息,2026-05-13,38.318,37.655
688108.SH,ma_cross,buy,22.49,20.951,24.799,B,golden_cross,,,,22.49,10.26,10.01,6.84,0.25,赛诺医疗,2026-05-13,22.082,21.614
688119.SH,ma_cross,buy,5.36,4.999,5.902,B,golden_cross,,,,5.36,10.1,9.85,6.74,0.25,中钢洛耐,2026-05-13,5.372,5.21
688118.SH,ma_cross,buy,27.76,25.317,31.425,B,golden_cross,,,,27.76,13.2,12.95,8.8,0.25,普元信息,2026-05-13,28.588,28.503
688130.SH,wyckoff,buy,27.33,19.651,27.9,C,markup,bull,bull,bull,27.33,2.09,1.84,28.1,0.25,晶华微,2026-05-13,,
688143.SH,ma_cross,buy,76.37,66.799,90.727,B,golden_cross,,,,76.37,18.8,18.55,12.53,0.25,长盈通,2026-05-13,73.186,68.795
688151.SH,ma_cross,buy,20.66,19.58,22.28,B,golden_cross,,,,20.66,7.84,7.59,5.23,0.25,华强科技,2026-05-13,20.64,20.574
688160.SH,ma_cross,buy,121.9,110.978,138.283,B,golden_cross,,,,121.9,13.44,13.19,8.96,0.25,步科股份,2026-05-13,121.092,110.594
688167.SH,ma_cross,buy,516.7,446.859,621.462,B,golden_cross,,,,516.7,20.28,20.03,13.52,0.25,炬光科技,2026-05-13,465.358,396.279
688173.SH,wyckoff,buy,18.51,13.025,19.08,C,markup,range,bull,range,18.51,3.08,2.83,29.63,0.25,希荻微,2026-05-13,,
688187.SH,ma_cross,buy,59.29,55.84,64.465,B,golden_cross,,,,59.29,8.73,8.48,5.82,0.25,时代电气,2026-05-13,51.274,50.933
688190.SH,ma_cross,buy,91.95,85.233,102.026,B,golden_cross,,,,91.95,10.96,10.71,7.31,0.25,云路股份,2026-05-13,87.592,85.991
688195.SH,ma_cross,buy,373.66,318.684,456.124,B,golden_cross,,,,373.66,22.07,21.82,14.71,0.25,腾景科技,2026-05-13,369.95,352.437
688197.SH,wyckoff,buy,42.3,33.462,46.25,C,markup,bull,bull,bull,42.3,9.34,9.09,20.89,0.25,首药控股,2026-05-13,,
688205.SH,ma_cross,buy,296.33,252.509,362.061,B,golden_cross,,,,296.33,22.18,21.93,14.79,0.25,德科立,2026-05-13,273.002,252.071
688203.SH,wyckoff,buy,14.38,10.865,14.96,C,markup,range,bull,range,14.38,4.03,3.78,24.44,0.25,海正生材,2026-05-13,,
688212.SH,ma_cross,buy,36.76,33.799,41.201,C,golden_cross,,,,36.76,12.08,11.83,8.05,0.25,澳华内镜,2026-05-13,36.864,36.53
688210.SH,ma_cross,buy,48.97,44.354,55.894,B,golden_cross,,,,48.97,14.14,13.89,9.43,0.25,统联精密,2026-05-13,48.148,46.927
688208.SH,ma_cross,buy,38.5,35.491,43.014,B,golden_cross,,,,38.5,11.72,11.47,7.82,0.25,道通科技,2026-05-13,36.574,35.591
688211.SH,wyckoff,buy,38.6,29.094,39.01,C,markup,bull,bull,bull,38.6,1.06,0.81,24.63,0.25,中科微至,2026-05-13,,
688213.SH,ma_cross,buy,100.5,92.08,113.13,B,golden_cross,,,,100.5,12.57,12.32,8.38,0.25,思特威,2026-05-13,94.618,92.952
688223.SH,ma_cross,buy,7.61,7.005,8.518,B,golden_cross,,,,7.61,11.93,11.68,7.95,0.25,晶科能源,2026-05-13,7.264,6.837
688228.SH,ma_cross,buy,110.83,101.525,124.787,B,golden_cross,,,,110.83,12.59,12.34,8.4,0.25,开普云,2026-05-13,110.098,107.6
688225.SH,ma_cross,buy,16.8,15.612,18.582,B,golden_cross,,,,16.8,10.61,10.36,7.07,0.25,亚信安全,2026-05-13,16.764,16.646
688233.SH,ma_cross,buy,95.5,84.331,112.254,B,golden_cross,,,,95.5,17.54,17.29,11.7,0.25,神工股份,2026-05-13,89.962,79.319
688235.SH,ma_cross,buy,260.8,240.54,291.19,B,golden_cross,,,,260.8,11.65,11.4,7.77,0.25,百济神州,2026-05-13,258.552,245.816
688248.SH,ma_cross,buy,64.41,58.517,73.249,B,golden_cross,,,,64.41,13.72,13.47,9.15,0.25,南网科技,2026-05-13,63.326,58.979
688247.SH,ma_cross,buy,9.39,8.983,10.001,B,golden_cross,,,,9.39,6.5,6.25,4.33,0.25,宣泰医药,2026-05-13,9.5,9.372
688267.SH,ma_cross,buy,32.51,29.993,36.285,B,golden_cross,,,,32.51,11.61,11.36,7.74,0.25,中触媒,2026-05-13,31.308,30.569
688272.SH,ma_cross,buy,46.78,40.149,56.727,B,golden_cross,,,,46.78,21.26,21.01,14.17,0.25,富吉瑞,2026-05-13,45.398,44.987
688271.SH,ma_cross,buy,114.51,109.188,122.493,B,golden_cross,,,,114.51,6.97,6.72,4.65,0.25,联影医疗,2026-05-13,114.556,114.072
688282.SH,ma_cross,buy,100.95,85.953,123.445,B,golden_cross,,,,100.95,22.28,22.03,14.86,0.25,理工导航,2026-05-13,95.066,86.549
688281.SH,ma_cross,buy,79.08,73.417,87.575,B,golden_cross,,,,79.08,10.74,10.49,7.16,0.25,华秦科技,2026-05-13,79.188,76.504
688292.SH,ma_cross,buy,24.09,22.365,26.678,B,golden_cross,,,,24.09,10.74,10.49,7.16,0.25,浩瀚深度,2026-05-13,24.25,23.716
688285.SH,wyckoff,buy,9.38,7.662,9.81,B,markup,range,bull,range,9.38,4.58,4.33,18.32,0.25,高铁电气,2026-05-13,,
688289.SH,ma_cross,buy,18.08,17.317,19.224,B,golden_cross,,,,18.08,6.33,6.08,4.22,0.25,圣湘生物,2026-05-13,18.194,17.833
688296.SH,wyckoff,buy,15.97,12.656,17.19,B,markup,bull,bull,bull,15.97,7.64,7.39,20.75,0.25,和达科技,2026-05-13,,
688302.SH,ma_cross,buy,44.75,40.378,51.308,B,golden_cross,,,,44.75,14.65,14.4,9.77,0.25,海创药业,2026-05-13,45.186,44.848
688300.SH,ma_cross,buy,127.21,114.269,146.621,B,golden_cross,,,,127.21,15.26,15.01,10.17,0.25,联瑞新材,2026-05-13,104.91,94.784
688308.SH,ma_cross,buy,112.58,95.851,137.673,B,golden_cross,,,,112.58,22.29,22.04,14.86,0.25,欧科亿,2026-05-13,104.24,98.708
688298.SH,ma_cross,buy,23.91,22.34,26.265,B,golden_cross,,,,23.91,9.85,9.6,6.57,0.25,东方生物,2026-05-13,24.834,23.051
688316.SH,ma_cross,buy,79.31,70.363,92.731,B,golden_cross,,,,79.31,16.92,16.67,11.28,0.25,青云科技,2026-05-13,77.604,75.189
688317.SH,ma_cross,buy,19.9,18.707,21.689,B,golden_cross,,,,19.9,8.99,8.74,5.99,0.25,之江生物,2026-05-13,20.534,20.281
688320.SH,wyckoff,buy,37.15,28.556,39.3,C,markup,range,bull,range,37.15,5.79,5.54,23.13,0.25,禾川科技,2026-05-13,,
688329.SH,ma_cross,buy,25.41,23.24,28.665,B,golden_cross,,,,25.41,12.81,12.56,8.54,0.25,艾隆科技,2026-05-13,24.86,23.483
688322.SH,ma_cross,buy,87.65,81.069,97.522,B,golden_cross,,,,87.65,11.26,11.01,7.51,0.25,奥比中光,2026-05-13,87.256,82.563
688321.SH,ma_cross,buy,31.03,28.789,34.392,B,golden_cross,,,,31.03,10.83,10.58,7.22,0.25,微芯生物,2026-05-13,31.402,30.807
688334.SH,ma_cross,buy,21.94,20.989,23.367,B,golden_cross,,,,21.94,6.5,6.25,4.33,0.25,西高院,2026-05-13,21.606,21.518
688333.SH,ma_cross,buy,95.02,86.299,108.102,B,golden_cross,,,,95.02,13.77,13.52,9.18,0.25,铂力特,2026-05-13,94.6,90.492
688360.SH,ma_cross,buy,19.51,18.423,21.141,B,golden_cross,,,,19.51,8.36,8.11,5.57,0.25,德马科技,2026-05-13,19.658,18.835
688351.SH,ma_cross,buy,27.11,25.001,30.273,B,golden_cross,,,,27.11,11.67,11.42,7.78,0.25,微电生理,2026-05-13,25.946,24.368
688358.SH,wyckoff,buy,34.39,27.154,34.91,C,markup,range,bull,range,34.39,1.51,1.26,21.04,0.25,祥生医疗,2026-05-13,,
688352.SH,wyckoff,buy,14.44,11.761,15.35,B,markup,range,bull,range,14.44,6.3,6.05,18.55,0.25,颀中科技,2026-05-13,,
688376.SH,ma_cross,buy,76.23,67.76,88.935,B,golden_cross,,,,76.23,16.67,16.42,11.11,0.25,美埃科技,2026-05-13,74.136,71.732
688385.SH,ma_cross,buy,74.31,66.635,85.823,B,golden_cross,,,,74.31,15.49,15.24,10.33,0.25,复旦微电,2026-05-13,73.534,72.192
688418.SH,ma_cross,buy,52.76,46.817,61.674,B,golden_cross,,,,52.76,16.9,16.65,11.26,0.25,震有科技,2026-05-13,52.808,48.23
688443.SH,wyckoff,buy,30.85,23.552,32.29,C,markup,bull,bull,bull,30.85,4.67,4.42,23.66,0.25,智翔金泰,2026-05-13,,
688435.SH,ma_cross,buy,43.32,39.692,48.762,B,golden_cross,,,,43.32,12.56,12.31,8.37,0.25,英方软件,2026-05-13,42.554,41.705
688439.SH,ma_cross,buy,52.05,49.443,55.96,B,golden_cross,,,,52.05,7.51,7.26,5.01,0.25,振华风光,2026-05-13,51.518,51.113
688429.SH,ma_cross,buy,14.66,13.497,16.404,B,golden_cross,,,,14.66,11.9,11.65,7.93,0.25,时创能源,2026-05-13,14.556,14.424
688505.SH,ma_cross,buy,7.99,7.626,8.536,B,golden_cross,,,,7.99,6.83,6.58,4.56,0.25,复旦张江,2026-05-13,8.058,7.908
688511.SH,ma_cross,buy,23.31,20.413,27.655,C,golden_cross,,,,23.31,18.64,18.39,12.43,0.25,*ST天微,2026-05-13,23.206,23.06
688512.SH,wyckoff,buy,13.54,10.736,13.77,B,markup,bull,bull,bull,13.54,1.7,1.45,20.71,0.25,慧智微,2026-05-13,,
688523.SH,ma_cross,buy,84.65,74.249,100.252,B,golden_cross,,,,84.65,18.43,18.18,12.29,0.25,航天环宇,2026-05-13,82.8,71.233
688509.SH,ma_cross,buy,5.07,4.807,5.465,B,golden_cross,,,,5.07,7.78,7.53,5.19,0.25,正元地信,2026-05-13,4.776,4.577
688520.SH,ma_cross,buy,42.77,39.086,48.296,B,golden_cross,,,,42.77,12.92,12.67,8.61,0.25,神州细胞,2026-05-13,43.098,42.485
688539.SH,ma_cross,buy,40.99,36.92,47.095,B,golden_cross,,,,40.99,14.89,14.64,9.93,0.25,高华科技,2026-05-13,41.854,39.806
688529.SH,wyckoff,buy,19.8,15.92,21.58,C,markup,range,bull,range,19.8,8.99,8.74,19.6,0.25,豪森智能,2026-05-13,,
688538.SH,ma_cross,buy,2.35,2.269,2.472,B,golden_cross,,,,2.35,5.17,4.92,3.45,0.25,和辉光电,2026-05-13,2.332,2.279
688556.SH,ma_cross,buy,15.08,13.59,17.315,B,golden_cross,,,,15.08,14.82,14.57,9.88,0.25,高测股份,2026-05-13,14.872,13.902
688563.SH,ma_cross,buy,61.44,57.95,66.675,B,golden_cross,,,,61.44,8.52,8.27,5.68,0.25,航材股份,2026-05-13,61.084,59.802
688562.SH,ma_cross,buy,19.37,18.1,21.275,B,golden_cross,,,,19.37,9.83,9.58,6.56,0.25,航天软件,2026-05-13,19.54,19.525
688553.SH,ma_cross,buy,20.43,18.686,23.046,B,golden_cross,,,,20.43,12.8,12.55,8.54,0.25,汇宇制药,2026-05-13,20.446,19.886
688568.SH,ma_cross,buy,62.52,55.663,72.805,B,golden_cross,,,,62.52,16.45,16.2,10.97,0.25,中科星图,2026-05-13,63.996,61.171
688550.SH,ma_cross,buy,46.0,43.042,50.437,B,golden_cross,,,,46.0,9.65,9.4,6.43,0.25,瑞联新材,2026-05-13,43.516,41.805
688569.SH,ma_cross,buy,20.97,20.017,22.399,B,golden_cross,,,,20.97,6.82,6.57,4.54,0.25,铁科轨道,2026-05-13,20.71,20.544
