symbol,strategy,action,entry_price,stop_loss,take_profit,confidence,phase,regime,macro_regime,stock_regime,current_price,upside_pct,net_upside_pct,risk_pct,est_cost_pct,name,analysis_date,ma5,ma20
002238.SZ,ma_cross,buy,7.46,7.11,7.985,B,golden_cross,,,,7.46,7.04,6.79,4.69,0.25,天威视讯,2026-05-13,7.36,7.264
002229.SZ,ma_cross,buy,18.62,16.628,21.608,B,golden_cross,,,,18.62,16.05,15.8,10.7,0.25,鸿博股份,2026-05-13,18.204,18.194
002241.SZ,wyckoff,buy,26.14,21.741,27.2,C,markup,range,bull,range,26.14,4.06,3.81,16.83,0.25,歌尔股份,2026-05-13,,
002244.SZ,ma_cross,buy,11.23,10.27,12.67,B,golden_cross,,,,11.23,12.82,12.57,8.55,0.25,滨江集团,2026-05-13,10.98,10.171
002249.SZ,ma_cross,buy,9.63,9.218,10.248,B,golden_cross,,,,9.63,6.42,6.17,4.28,0.25,大洋电机,2026-05-13,9.658,9.412
002259.SZ,ma_cross,buy,5.6,4.871,6.693,B,golden_cross,,,,5.6,19.53,19.28,13.02,0.25,升达林业,2026-05-13,5.688,5.47
002269.SZ,ma_cross,buy,1.64,1.54,1.79,B,golden_cross,,,,1.64,9.15,8.9,6.1,0.25,美邦服饰,2026-05-13,1.668,1.639
002265.SZ,ma_cross,buy,23.76,22.163,26.156,B,golden_cross,,,,23.76,10.08,9.83,6.72,0.25,建设工业,2026-05-13,23.922,22.877
002271.SZ,ma_cross,buy,15.58,14.039,17.892,B,golden_cross,,,,15.58,14.84,14.59,9.89,0.25,东方雨虹,2026-05-13,16.386,15.849
002272.SZ,ma_cross,buy,20.35,18.112,23.707,B,golden_cross,,,,20.35,16.5,16.25,11.0,0.25,川润股份,2026-05-13,19.752,19.191
002300.SZ,ma_cross,buy,11.32,10.309,12.837,B,golden_cross,,,,11.32,13.4,13.15,8.93,0.25,太阳电缆,2026-05-13,10.294,10.007
002298.SZ,ma_cross,buy,11.53,10.796,12.631,B,golden_cross,,,,11.53,9.55,9.3,6.37,0.25,中电鑫龙,2026-05-13,11.262,10.388
002296.SZ,ma_cross,buy,11.96,11.33,12.905,B,golden_cross,,,,11.96,7.9,7.65,5.27,0.25,辉煌科技,2026-05-13,11.924,11.548
002302.SZ,ma_cross,buy,5.67,5.438,6.018,B,golden_cross,,,,5.67,6.14,5.89,4.09,0.25,西部建设,2026-05-13,5.656,5.619
002309.SZ,ma_cross,buy,4.7,4.137,5.545,B,golden_cross,,,,4.7,17.97,17.72,11.98,0.25,中利集团,2026-05-13,4.644,4.364
002305.SZ,ma_cross,buy,2.39,2.237,2.619,B,golden_cross,,,,2.39,9.6,9.35,6.4,0.25,*ST南置,2026-05-13,2.348,2.291
002317.SZ,wyckoff,buy,21.83,16.517,22.24,C,markup,range,bull,range,21.83,1.88,1.63,24.34,0.25,众生药业,2026-05-13,,
002318.SZ,ma_cross,buy,29.73,27.689,32.791,B,golden_cross,,,,29.73,10.3,10.05,6.87,0.25,久立特材,2026-05-13,29.792,29.554
002320.SZ,ma_cross,buy,8.57,8.161,9.184,B,golden_cross,,,,8.57,7.16,6.91,4.77,0.25,海峡股份,2026-05-13,8.49,8.459
002334.SZ,ma_cross,buy,9.17,8.437,10.27,B,golden_cross,,,,9.17,11.99,11.74,7.99,0.25,英威腾,2026-05-13,8.734,8.318
002346.SZ,ma_cross,buy,21.37,19.884,23.599,B,golden_cross,,,,21.37,10.43,10.18,6.95,0.25,柘中股份,2026-05-13,19.354,18.902
002347.SZ,ma_cross,buy,8.4,7.871,9.194,B,golden_cross,,,,8.4,9.45,9.2,6.3,0.25,泰尔股份,2026-05-13,8.436,8.211
002355.SZ,ma_cross,buy,6.59,6.123,7.29,B,golden_cross,,,,6.59,10.63,10.38,7.09,0.25,兴民智通,2026-05-13,6.604,6.224
002349.SZ,ma_cross,buy,7.35,6.981,7.903,B,golden_cross,,,,7.35,7.53,7.28,5.02,0.25,精华制药,2026-05-13,7.468,7.446
002358.SZ,ma_cross,buy,7.92,7.434,8.649,B,golden_cross,,,,7.92,9.2,8.95,6.14,0.25,森源电气,2026-05-13,7.7,7.511
002356.SZ,ma_cross,buy,3.32,3.094,3.659,B,golden_cross,,,,3.32,10.21,9.96,6.81,0.25,赫美集团,2026-05-13,3.41,3.4
002352.SZ,ma_cross,buy,36.66,35.436,38.496,B,golden_cross,,,,36.66,5.01,4.76,3.34,0.25,顺丰控股,2026-05-13,37.262,37.052
002362.SZ,ma_cross,buy,18.98,18.081,20.329,B,golden_cross,,,,18.98,7.1,6.85,4.74,0.25,汉王科技,2026-05-13,19.098,18.75
002365.SZ,ma_cross,buy,13.58,12.798,14.753,B,golden_cross,,,,13.58,8.64,8.39,5.76,0.25,永安药业,2026-05-13,13.876,13.622
002363.SZ,ma_cross,buy,8.46,8.038,9.093,B,golden_cross,,,,8.46,7.48,7.23,4.99,0.25,隆基机械,2026-05-13,8.508,8.424
002383.SZ,ma_cross,buy,9.59,9.015,10.453,B,golden_cross,,,,9.59,8.99,8.74,6.0,0.25,合众思壮,2026-05-13,9.626,9.575
002389.SZ,ma_cross,buy,22.51,21.405,24.168,B,golden_cross,,,,22.51,7.36,7.11,4.91,0.25,航天彩虹,2026-05-13,22.6,22.221
002396.SZ,ma_cross,buy,31.88,28.813,36.48,B,golden_cross,,,,31.88,14.43,14.18,9.62,0.25,星网锐捷,2026-05-13,30.406,28.378
002401.SZ,ma_cross,buy,15.1,14.368,16.198,B,golden_cross,,,,15.1,7.27,7.02,4.85,0.25,中远海科,2026-05-13,15.138,14.772
002405.SZ,ma_cross,buy,9.67,9.19,10.39,B,golden_cross,,,,9.67,7.45,7.2,4.96,0.25,四维图新,2026-05-13,9.482,9.187
002413.SZ,ma_cross,buy,13.36,12.241,15.038,B,golden_cross,,,,13.36,12.56,12.31,8.38,0.25,雷科防务,2026-05-13,13.548,13.533
002415.SZ,wyckoff,buy,34.49,29.412,37.09,C,markup,bull,bull,bull,34.49,7.54,7.29,14.72,0.25,海康威视,2026-05-13,,
002421.SZ,wyckoff,buy,3.03,2.418,3.08,C,markup,range,bull,range,3.03,1.65,1.4,20.2,0.25,达实智能,2026-05-13,,
002430.SZ,wyckoff,buy,30.2,26.765,30.96,C,markup,range,bull,range,30.2,2.52,2.27,11.37,0.25,杭氧股份,2026-05-13,,
002434.SZ,ma_cross,buy,7.82,7.363,8.505,B,golden_cross,,,,7.82,8.77,8.52,5.84,0.25,万里扬,2026-05-13,7.722,7.669
002438.SZ,ma_cross,buy,17.31,16.307,18.814,B,golden_cross,,,,17.31,8.69,8.44,5.79,0.25,江苏神通,2026-05-13,17.318,16.725
002451.SZ,ma_cross,buy,10.28,9.746,11.081,B,golden_cross,,,,10.28,7.79,7.54,5.19,0.25,摩恩电气,2026-05-13,10.086,9.774
002446.SZ,ma_cross,buy,11.08,10.321,12.218,B,golden_cross,,,,11.08,10.28,10.03,6.85,0.25,盛路通信,2026-05-13,10.954,10.423
002449.SZ,ma_cross,buy,8.19,7.777,8.809,B,golden_cross,,,,8.19,7.56,7.31,5.04,0.25,国星光电,2026-05-13,8.192,8.107
002459.SZ,ma_cross,buy,11.18,10.528,12.158,B,golden_cross,,,,11.18,8.75,8.5,5.83,0.25,晶澳科技,2026-05-13,11.024,10.939
002458.SZ,wyckoff,buy,11.61,8.816,12.11,B,markup,bull,bull,bull,11.61,4.31,4.06,24.07,0.25,益生股份,2026-05-13,,
002470.SZ,ma_cross,buy,2.87,2.544,3.359,B,golden_cross,,,,2.87,17.04,16.79,11.36,0.25,金正大,2026-05-13,2.924,2.894
002474.SZ,ma_cross,buy,8.22,7.656,9.066,B,golden_cross,,,,8.22,10.29,10.04,6.86,0.25,榕基软件,2026-05-13,8.098,7.583
002476.SZ,ma_cross,buy,5.95,5.638,6.418,B,golden_cross,,,,5.95,7.87,7.62,5.24,0.25,宝莫股份,2026-05-13,5.984,5.932
002485.SZ,ma_cross,buy,4.81,4.481,5.303,B,golden_cross,,,,4.81,10.26,10.01,6.84,0.25,ST雪发,2026-05-13,4.902,4.88
002479.SZ,ma_cross,buy,5.83,5.486,6.346,B,golden_cross,,,,5.83,8.85,8.6,5.9,0.25,富春环保,2026-05-13,5.718,5.667
002489.SZ,ma_cross,buy,3.7,3.442,4.087,B,golden_cross,,,,3.7,10.46,10.21,6.97,0.25,浙江永强,2026-05-13,3.72,3.458
002518.SZ,ma_cross,buy,53.85,49.9,59.775,B,golden_cross,,,,53.85,11.0,10.75,7.34,0.25,科士达,2026-05-13,49.758,48.221
002517.SZ,ma_cross,buy,18.31,16.968,20.323,B,golden_cross,,,,18.31,10.99,10.74,7.33,0.25,恺英网络,2026-05-13,18.438,17.941
002519.SZ,ma_cross,buy,8.46,7.66,9.66,B,golden_cross,,,,8.46,14.18,13.93,9.46,0.25,银河电子,2026-05-13,8.588,8.305
002527.SZ,ma_cross,buy,13.49,12.667,14.725,B,golden_cross,,,,13.49,9.15,8.9,6.1,0.25,新时达,2026-05-13,13.622,13.323
002529.SZ,wyckoff,buy,8.82,6.418,9.319,C,markup,range,bull,range,8.82,5.66,5.41,27.23,0.25,*ST海源,2026-05-13,,
002533.SZ,ma_cross,buy,14.32,13.598,15.403,B,golden_cross,,,,14.32,7.56,7.31,5.04,0.25,金杯电工,2026-05-13,13.962,13.715
002544.SZ,ma_cross,buy,27.56,25.792,30.212,B,golden_cross,,,,27.56,9.62,9.37,6.42,0.25,普天科技,2026-05-13,27.348,26.725
002555.SZ,ma_cross,buy,21.82,20.449,23.877,B,golden_cross,,,,21.82,9.42,9.17,6.28,0.25,三七互娱,2026-05-13,21.982,21.87
002558.SZ,ma_cross,buy,32.38,29.71,36.385,B,golden_cross,,,,32.38,12.37,12.12,8.25,0.25,巨人网络,2026-05-13,32.698,32.312
002562.SZ,ma_cross,buy,5.89,5.602,6.322,B,golden_cross,,,,5.89,7.33,7.08,4.89,0.25,兄弟科技,2026-05-13,5.95,5.876
002570.SZ,ma_cross,buy,5.19,4.969,5.521,B,golden_cross,,,,5.19,6.39,6.14,4.26,0.25,贝因美,2026-05-13,5.104,5.016
002563.SZ,wyckoff,buy,5.93,4.985,6.18,C,markup,range,bull,range,5.93,4.22,3.97,15.94,0.25,森马服饰,2026-05-13,,
002571.SZ,ma_cross,buy,11.8,10.894,13.159,B,golden_cross,,,,11.8,11.52,11.27,7.68,0.25,德力股份,2026-05-13,11.818,11.774
002575.SZ,ma_cross,buy,7.42,6.671,8.543,B,golden_cross,,,,7.42,15.14,14.89,10.09,0.25,群兴玩具,2026-05-13,7.23,6.794
002577.SZ,wyckoff,buy,18.31,14.636,18.65,C,markup,range,bull,range,18.31,1.86,1.61,20.07,0.25,雷柏科技,2026-05-13,,
002579.SZ,ma_cross,buy,13.85,12.8,15.425,B,golden_cross,,,,13.85,11.37,11.12,7.58,0.25,中京电子,2026-05-13,13.448,12.963
002590.SZ,ma_cross,buy,12.89,12.23,13.88,B,golden_cross,,,,12.89,7.68,7.43,5.12,0.25,万安科技,2026-05-13,12.572,12.425
002597.SZ,ma_cross,buy,23.46,22.015,25.628,B,golden_cross,,,,23.46,9.24,8.99,6.16,0.25,金禾实业,2026-05-13,23.298,23.1
002599.SZ,ma_cross,buy,7.07,6.658,7.688,B,golden_cross,,,,7.07,8.74,8.49,5.83,0.25,盛通股份,2026-05-13,7.108,7.002
002598.SZ,ma_cross,buy,8.39,8.047,8.905,B,golden_cross,,,,8.39,6.13,5.88,4.09,0.25,山东章鼓,2026-05-13,8.156,8.144
002605.SZ,ma_cross,buy,20.44,19.434,21.949,B,golden_cross,,,,20.44,7.38,7.13,4.92,0.25,姚记科技,2026-05-13,20.71,20.49
002608.SZ,ma_cross,buy,8.55,8.134,9.174,B,golden_cross,,,,8.55,7.3,7.05,4.87,0.25,江苏国信,2026-05-13,8.082,7.914
002607.SZ,ma_cross,buy,2.69,2.557,2.889,B,golden_cross,,,,2.69,7.42,7.17,4.94,0.25,中公教育,2026-05-13,2.698,2.613
002613.SZ,wyckoff,buy,4.24,3.403,4.6,C,markup,bull,bull,bull,4.24,8.49,8.24,19.74,0.25,北玻股份,2026-05-13,,
002611.SZ,ma_cross,buy,18.49,17.244,20.359,B,golden_cross,,,,18.49,10.11,9.86,6.74,0.25,东方精工,2026-05-13,18.736,17.771
002629.SZ,ma_cross,buy,7.66,6.997,8.655,B,golden_cross,,,,7.66,12.98,12.73,8.66,0.25,仁智股份,2026-05-13,7.004,6.689
002623.SZ,ma_cross,buy,23.59,21.732,26.377,B,golden_cross,,,,23.59,11.81,11.56,7.88,0.25,亚玛顿,2026-05-13,23.15,22.18
002654.SZ,ma_cross,buy,16.98,15.411,19.334,B,golden_cross,,,,16.98,13.86,13.61,9.24,0.25,万润科技,2026-05-13,15.564,14.954
002663.SZ,ma_cross,buy,2.36,2.126,2.711,B,golden_cross,,,,2.36,14.87,14.62,9.92,0.25,普邦股份,2026-05-13,2.404,2.244
002664.SZ,ma_cross,buy,23.3,21.7,25.7,B,golden_cross,,,,23.3,10.3,10.05,6.87,0.25,信质集团,2026-05-13,23.236,21.303
002673.SZ,ma_cross,buy,7.26,7.039,7.591,B,golden_cross,,,,7.26,4.57,4.32,3.04,0.25,西部证券,2026-05-13,7.248,7.228
002686.SZ,ma_cross,buy,8.14,7.363,9.306,B,golden_cross,,,,8.14,14.32,14.07,9.55,0.25,亿利达,2026-05-13,7.924,7.728
002682.SZ,ma_cross,buy,6.16,5.824,6.664,B,golden_cross,,,,6.16,8.18,7.93,5.45,0.25,龙洲股份,2026-05-13,6.16,5.987
002683.SZ,ma_cross,buy,40.64,37.321,45.618,B,golden_cross,,,,40.64,12.25,12.0,8.17,0.25,广东宏大,2026-05-13,40.126,40.114
002681.SZ,ma_cross,buy,5.45,5.15,5.9,B,golden_cross,,,,5.45,8.26,8.01,5.5,0.25,奋达科技,2026-05-13,5.452,5.259
002690.SZ,ma_cross,buy,18.15,17.43,19.23,B,golden_cross,,,,18.15,5.95,5.7,3.97,0.25,美亚光电,2026-05-13,18.112,17.848
002698.SZ,ma_cross,buy,14.55,13.653,15.896,B,golden_cross,,,,14.55,9.25,9.0,6.16,0.25,博实股份,2026-05-13,14.822,13.979
002718.SZ,ma_cross,buy,78.74,70.685,90.823,B,golden_cross,,,,78.74,15.34,15.09,10.23,0.25,友邦吊顶,2026-05-13,75.836,73.206
002712.SZ,wyckoff,buy,5.66,4.816,7.11,C,markup,range,bull,range,5.66,25.62,25.37,14.91,0.25,思美传媒,2026-05-13,,
002716.SZ,ma_cross,buy,12.22,11.147,13.829,B,golden_cross,,,,12.22,13.17,12.92,8.78,0.25,湖南白银,2026-05-13,12.476,12.038
002715.SZ,wyckoff,buy,17.51,13.582,18.98,C,markup,range,bull,range,17.51,8.4,8.15,22.43,0.25,登云股份,2026-05-13,,
002729.SZ,ma_cross,buy,20.13,18.368,22.773,B,golden_cross,,,,20.13,13.13,12.88,8.75,0.25,好利科技,2026-05-13,20.39,19.588
002735.SZ,ma_cross,buy,14.97,14.147,16.204,B,golden_cross,,,,14.97,8.25,8.0,5.5,0.25,王子新材,2026-05-13,15.07,14.985
002743.SZ,ma_cross,buy,5.37,4.992,5.937,B,golden_cross,,,,5.37,10.56,10.31,7.04,0.25,富煌钢构,2026-05-13,5.404,5.315
002762.SZ,wyckoff,buy,9.19,6.378,9.35,C,markup,bull,bull,bull,9.19,1.74,1.49,30.6,0.25,*ST金比,2026-05-13,,
002766.SZ,ma_cross,buy,4.91,4.604,5.369,B,golden_cross,,,,4.91,9.35,9.1,6.23,0.25,索菱股份,2026-05-13,4.848,4.79
002777.SZ,ma_cross,buy,17.56,16.686,18.871,B,golden_cross,,,,17.56,7.47,7.22,4.98,0.25,久远银海,2026-05-13,16.492,16.331
002782.SZ,ma_cross,buy,24.33,22.085,27.697,B,golden_cross,,,,24.33,13.84,13.59,9.23,0.25,可立克,2026-05-13,22.038,21.532
002792.SZ,ma_cross,buy,52.55,45.967,62.424,B,golden_cross,,,,52.55,18.79,18.54,12.53,0.25,通宇通讯,2026-05-13,52.05,48.677
002793.SZ,wyckoff,buy,5.38,4.179,5.63,C,markup,range,bull,range,5.38,4.65,4.4,22.32,0.25,罗欣药业,2026-05-13,,
002791.SZ,ma_cross,buy,19.02,18.086,20.421,B,golden_cross,,,,19.02,7.37,7.12,4.91,0.25,坚朗五金,2026-05-13,18.944,18.811
002797.SZ,ma_cross,buy,7.88,7.347,8.679,B,golden_cross,,,,7.88,10.15,9.9,6.76,0.25,第一创业,2026-05-13,7.876,7.772
002806.SZ,ma_cross,buy,15.2,14.116,16.826,B,golden_cross,,,,15.2,10.7,10.45,7.13,0.25,华锋股份,2026-05-13,15.004,14.42
002809.SZ,ma_cross,buy,10.42,9.902,11.197,B,golden_cross,,,,10.42,7.46,7.21,4.97,0.25,红墙股份,2026-05-13,10.624,10.552
002815.SZ,ma_cross,buy,16.86,15.547,18.829,B,golden_cross,,,,16.86,11.68,11.43,7.79,0.25,崇达技术,2026-05-13,16.026,15.38
002819.SZ,wyckoff,buy,28.13,23.353,29.47,C,markup,range,bull,range,28.13,4.76,4.51,16.98,0.25,东方中科,2026-05-13,,
002816.SZ,ma_cross,buy,25.66,23.757,28.514,B,golden_cross,,,,25.66,11.12,10.87,7.42,0.25,*ST和科,2026-05-13,24.72,24.669
002827.SZ,ma_cross,buy,32.73,30.83,35.58,B,golden_cross,,,,32.73,8.71,8.46,5.81,0.25,高争民爆,2026-05-13,32.626,32.003
002829.SZ,ma_cross,buy,23.46,21.766,26.001,B,golden_cross,,,,23.46,10.83,10.58,7.22,0.25,星网宇达,2026-05-13,23.658,22.974
002824.SZ,ma_cross,buy,27.54,23.95,32.925,B,golden_cross,,,,27.54,19.55,19.3,13.04,0.25,和胜股份,2026-05-13,27.664,27.564
002845.SZ,ma_cross,buy,14.89,13.881,16.404,B,golden_cross,,,,14.89,10.16,9.91,6.78,0.25,同兴达,2026-05-13,14.838,14.393
002849.SZ,ma_cross,buy,17.98,16.634,19.999,B,golden_cross,,,,17.98,11.23,10.98,7.49,0.25,威星智能,2026-05-13,17.904,17.681
002864.SZ,ma_cross,buy,31.61,30.038,33.968,B,golden_cross,,,,31.61,7.46,7.21,4.97,0.25,盘龙药业,2026-05-13,31.198,31.03
002873.SZ,ma_cross,buy,9.92,9.444,10.634,B,golden_cross,,,,9.92,7.2,6.95,4.8,0.25,新天药业,2026-05-13,10.004,9.799
002884.SZ,wyckoff,buy,18.68,17.104,19.29,C,markup,bull,bull,bull,18.68,3.27,3.02,8.44,0.25,凌霄泵业,2026-05-13,,
002890.SZ,wyckoff,buy,17.23,13.691,18.0,B,markup,bull,bull,bull,17.23,4.47,4.22,20.54,0.25,弘宇股份,2026-05-13,,
002897.SZ,ma_cross,buy,74.95,67.499,86.126,B,golden_cross,,,,74.95,14.91,14.66,9.94,0.25,意华股份,2026-05-13,68.532,65.873
002896.SZ,ma_cross,buy,78.63,73.337,86.57,B,golden_cross,,,,78.63,10.1,9.85,6.73,0.25,中大力德,2026-05-13,76.758,73.226
002900.SZ,ma_cross,buy,11.51,10.812,12.557,B,golden_cross,,,,11.51,9.1,8.85,6.06,0.25,哈三联,2026-05-13,11.566,11.343
002915.SZ,ma_cross,buy,21.1,19.666,23.251,B,golden_cross,,,,21.1,10.19,9.94,6.8,0.25,中欣氟材,2026-05-13,21.018,20.555
002906.SZ,ma_cross,buy,31.54,29.585,34.472,B,golden_cross,,,,31.54,9.3,9.05,6.2,0.25,华阳集团,2026-05-13,31.488,31.414
002918.SZ,ma_cross,buy,15.4,14.227,17.16,B,golden_cross,,,,15.4,11.43,11.18,7.62,0.25,蒙娜丽莎,2026-05-13,12.844,11.786
002917.SZ,ma_cross,buy,14.02,13.158,15.313,B,golden_cross,,,,14.02,9.22,8.97,6.15,0.25,金奥博,2026-05-13,13.664,13.501
002925.SZ,ma_cross,buy,21.28,19.869,23.397,B,golden_cross,,,,21.28,9.95,9.7,6.63,0.25,盈趣科技,2026-05-13,20.956,20.015
002930.SZ,ma_cross,buy,16.65,15.17,18.87,B,golden_cross,,,,16.65,13.33,13.08,8.89,0.25,宏川智慧,2026-05-13,15.838,13.819
002945.SZ,ma_cross,buy,15.93,15.188,17.043,B,golden_cross,,,,15.93,6.99,6.74,4.66,0.25,华林证券,2026-05-13,15.996,15.718
002939.SZ,ma_cross,buy,9.83,9.413,10.455,B,golden_cross,,,,9.83,6.36,6.11,4.24,0.25,长城证券,2026-05-13,9.344,9.124
002951.SZ,ma_cross,buy,17.09,15.365,19.678,B,golden_cross,,,,17.09,15.14,14.89,10.09,0.25,金时科技,2026-05-13,16.806,15.787
002949.SZ,wyckoff,buy,14.68,12.686,14.92,C,markup,range,bull,range,14.68,1.63,1.38,13.58,0.25,华阳国际,2026-05-13,,
002969.SZ,ma_cross,buy,22.0,19.559,25.662,B,golden_cross,,,,22.0,16.64,16.39,11.1,0.25,嘉美包装,2026-05-13,22.752,22.643
002977.SZ,ma_cross,buy,30.83,28.423,34.441,B,golden_cross,,,,30.83,11.71,11.46,7.81,0.25,天箭科技,2026-05-13,29.294,28.768
002997.SZ,ma_cross,buy,35.16,33.046,38.331,B,golden_cross,,,,35.16,9.02,8.77,6.01,0.25,瑞鹄模具,2026-05-13,33.918,31.6
002993.SZ,ma_cross,buy,58.63,53.275,66.663,B,golden_cross,,,,58.63,13.7,13.45,9.13,0.25,奥海科技,2026-05-13,53.748,50.864
003001.SZ,ma_cross,buy,19.71,18.319,21.797,B,golden_cross,,,,19.71,10.59,10.34,7.06,0.25,中岩大地,2026-05-13,18.64,17.274
002995.SZ,ma_cross,buy,22.88,21.208,25.388,B,golden_cross,,,,22.88,10.96,10.71,7.31,0.25,天地在线,2026-05-13,23.26,23.042
003005.SZ,ma_cross,buy,17.91,17.082,19.152,B,golden_cross,,,,17.91,6.93,6.68,4.62,0.25,竞业达,2026-05-13,18.22,18.188
003011.SZ,ma_cross,buy,23.65,22.087,25.994,B,golden_cross,,,,23.65,9.91,9.66,6.61,0.25,海象新材,2026-05-13,23.806,23.733
003021.SZ,ma_cross,buy,102.24,95.491,112.363,B,golden_cross,,,,102.24,9.9,9.65,6.6,0.25,兆威机电,2026-05-13,101.974,99.569
003028.SZ,ma_cross,buy,28.4,26.764,30.854,B,golden_cross,,,,28.4,8.64,8.39,5.76,0.25,振邦智能,2026-05-13,28.726,28.208
003025.SZ,ma_cross,buy,14.4,13.702,15.447,B,golden_cross,,,,14.4,7.27,7.02,4.85,0.25,思进智能,2026-05-13,14.282,13.901
003029.SZ,ma_cross,buy,21.69,20.634,23.274,B,golden_cross,,,,21.69,7.3,7.05,4.87,0.25,吉大正元,2026-05-13,21.676,21.342
003042.SZ,ma_cross,buy,16.98,16.175,18.187,B,golden_cross,,,,16.98,7.11,6.86,4.74,0.25,中农联合,2026-05-13,17.174,17.022
300004.SZ,ma_cross,buy,15.94,14.516,18.076,B,golden_cross,,,,15.94,13.4,13.15,8.93,0.25,南风股份,2026-05-13,14.592,14.082
300007.SZ,ma_cross,buy,45.87,42.985,50.197,B,golden_cross,,,,45.87,9.43,9.18,6.29,0.25,汉威科技,2026-05-13,46.19,44.152
300017.SZ,ma_cross,buy,19.74,17.496,23.106,B,golden_cross,,,,19.74,17.05,16.8,11.37,0.25,网宿科技,2026-05-13,18.11,17.947
300024.SZ,ma_cross,buy,15.4,14.634,16.549,B,golden_cross,,,,15.4,7.46,7.21,4.97,0.25,机器人,2026-05-13,15.494,15.025
300033.SZ,ma_cross,buy,250.98,231.321,280.469,B,golden_cross,,,,250.98,11.75,11.5,7.83,0.25,同花顺,2026-05-13,249.952,240.874
300049.SZ,ma_cross,buy,57.73,51.988,66.343,B,golden_cross,,,,57.73,14.92,14.67,9.95,0.25,福瑞医科,2026-05-13,55.764,55.5
300045.SZ,ma_cross,buy,25.56,23.749,28.276,B,golden_cross,,,,25.56,10.63,10.38,7.09,0.25,华力创通,2026-05-13,23.858,22.982
300050.SZ,ma_cross,buy,7.76,7.106,8.741,B,golden_cross,,,,7.76,12.64,12.39,8.43,0.25,世纪鼎利,2026-05-13,7.598,7.338
300052.SZ,ma_cross,buy,15.21,13.347,18.005,B,golden_cross,,,,15.21,18.37,18.12,12.25,0.25,ST中青宝,2026-05-13,14.966,13.313
300053.SZ,ma_cross,buy,20.45,18.792,22.937,B,golden_cross,,,,20.45,12.16,11.91,8.11,0.25,航宇微,2026-05-13,19.94,18.623
300056.SZ,wyckoff,buy,11.78,8.239,12.26,C,markup,bull,bull,bull,11.78,4.07,3.82,30.06,0.25,中创环保,2026-05-13,,
300062.SZ,ma_cross,buy,8.8,8.249,9.627,B,golden_cross,,,,8.8,9.39,9.14,6.26,0.25,中能电气,2026-05-13,8.154,7.821
300061.SZ,wyckoff,buy,9.97,7.463,10.0,C,markup,range,bull,range,9.97,0.3,0.05,25.15,0.25,旗天科技,2026-05-13,,
300063.SZ,ma_cross,buy,12.6,11.454,14.319,B,golden_cross,,,,12.6,13.64,13.39,9.1,0.25,天龙集团,2026-05-13,12.792,12.096
300071.SZ,ma_cross,buy,5.02,4.629,5.606,B,golden_cross,,,,5.02,11.68,11.43,7.79,0.25,福石控股,2026-05-13,5.06,4.946
300078.SZ,ma_cross,buy,4.01,3.79,4.34,B,golden_cross,,,,4.01,8.23,7.98,5.49,0.25,思创智联,2026-05-13,4.042,3.965
300085.SZ,ma_cross,buy,42.69,39.311,47.758,B,golden_cross,,,,42.69,11.87,11.62,7.92,0.25,银之杰,2026-05-13,42.092,38.461
300086.SZ,ma_cross,buy,7.71,7.088,8.643,B,golden_cross,,,,7.71,12.1,11.85,8.07,0.25,康芝药业,2026-05-13,7.664,7.442
300094.SZ,ma_cross,buy,3.15,2.969,3.421,B,golden_cross,,,,3.15,8.62,8.37,5.75,0.25,国联水产,2026-05-13,3.182,3.124
300100.SZ,ma_cross,buy,30.99,28.887,34.145,B,golden_cross,,,,30.99,10.18,9.93,6.79,0.25,双林股份,2026-05-13,31.184,30.414
300111.SZ,ma_cross,buy,4.08,3.813,4.481,B,golden_cross,,,,4.08,9.82,9.57,6.54,0.25,向日葵,2026-05-13,4.064,3.948
300113.SZ,ma_cross,buy,30.0,26.906,34.641,B,golden_cross,,,,30.0,15.47,15.22,10.31,0.25,顺网科技,2026-05-13,28.832,28.206
300115.SZ,ma_cross,buy,36.56,34.055,40.318,B,golden_cross,,,,36.56,10.28,10.03,6.85,0.25,长盈精密,2026-05-13,36.032,33.984
300122.SZ,ma_cross,buy,15.6,14.731,16.904,B,golden_cross,,,,15.6,8.36,8.11,5.57,0.25,智飞生物,2026-05-13,15.74,15.404
300129.SZ,ma_cross,buy,12.51,11.38,14.205,B,golden_cross,,,,12.51,13.55,13.3,9.03,0.25,泰胜风能,2026-05-13,12.41,12.068
300125.SZ,wyckoff,buy,10.89,7.512,11.37,C,markup,bull,bull,bull,10.89,4.41,4.16,31.02,0.25,*ST聆达,2026-05-13,,
300139.SZ,ma_cross,buy,55.39,50.172,63.217,B,golden_cross,,,,55.39,14.13,13.88,9.42,0.25,晓程科技,2026-05-13,58.012,56.135
300134.SZ,wyckoff,buy,11.85,9.651,12.34,C,markup,range,bull,range,11.85,4.14,3.89,18.56,0.25,大富科技,2026-05-13,,
300141.SZ,ma_cross,buy,13.58,12.701,14.899,B,golden_cross,,,,13.58,9.71,9.46,6.47,0.25,和顺电气,2026-05-13,13.4,13.238
300147.SZ,ma_cross,buy,10.69,9.589,12.341,B,golden_cross,,,,10.69,15.45,15.2,10.3,0.25,ST香雪,2026-05-13,10.626,10.256
300166.SZ,ma_cross,buy,20.19,17.389,24.392,B,golden_cross,,,,20.19,20.81,20.56,13.87,0.25,东方国信,2026-05-13,19.278,17.147
