symbol,symbol_name,fast_ma,slow_ma,atr_config,cooldown_days,total_return,benchmark_return,annualized_return,annualized_benchmark,annualized_excess_return,max_drawdown,trade_count,holding_ratio,eligible
000905.SH,中证500,10,30,低波,120,0.16207495072044797,0.34243545124274366,0.026102174711682302,0.051815362855263114,-0.025713188143580812,-0.10217491407193213,1,0.23008849557522124,False
000852.SH,中证1000,10,30,低波,120,0.0,0.23020960052344552,0.0,0.03618068123075746,-0.03618068123075746,0.0,0,0.0,False
932000.SH,中证2000,10,30,低波,120,0.1665568837489011,0.5888259077982627,0.026779984472095064,0.08266398506961314,-0.05588400059751808,-0.19406846388503463,7,0.5473110959836623,False
000001.SH,上证综指,10,30,低波,250,0.06390919011985119,0.28973705804231975,0.010683905852785225,0.04461427037618493,-0.0339303645233997,-0.0366887828152076,1,0.2314499659632403,False
399001.SZ,深证成指,10,30,低波,250,0.0,0.18799825949121218,0.0,0.029993057153837377,-0.029993057153837377,0.0,0,0.0,False
399006.SZ,创业板指,10,30,低波,250,0.24192522231089986,0.5029503771193011,0.03786682184912715,0.07239311275556881,-0.03452629090644166,-0.19454727046190068,3,0.4846834581347856,False
000016.SH,上证50,10,30,低波,250,0.0580298579206473,-0.043010897758050226,0.009723590460751774,-0.007513324632236529,0.017236915092988303,-0.0952207416672669,3,0.4833219877467665,True
000300.SH,沪深300,10,30,低波,250,0.14505500277175076,0.08796885835723467,0.023508330431541324,0.014568516085060601,0.008939814346480723,-0.06297035532176098,2,0.31109598366235536,False
000905.SH,中证500,10,30,低波,250,0.0,0.34243545124274366,0.0,0.051815362855263114,-0.051815362855263114,0.0,0,0.0,False
000852.SH,中证1000,10,30,低波,250,0.0,0.23020960052344552,0.0,0.03618068123075746,-0.03618068123075746,0.0,0,0.0,False
932000.SH,中证2000,10,30,低波,250,0.004865260337699517,0.5888259077982627,0.0008329353490759139,0.08266398506961314,-0.08183104972053723,-0.09096305881006772,3,0.29407760381211706,False
000001.SH,上证综指,10,30,高波,30,0.22268281217135555,0.28973705804231975,0.03509037571575768,0.04461427037618493,-0.009523894660427246,-0.2877882371058539,13,0.9237576582709326,False
399001.SZ,深证成指,10,30,高波,30,0.0,0.18799825949121218,0.0,0.029993057153837377,-0.029993057153837377,0.0,0,0.0,False
399006.SZ,创业板指,10,30,高波,30,0.06668027397925225,0.5029503771193011,0.011135004090524037,0.07239311275556881,-0.061258108665044775,-0.17261482428136687,19,0.34513274336283184,False
000016.SH,上证50,10,30,高波,30,0.11108545061650044,-0.043010897758050226,0.01823438897662255,-0.007513324632236529,0.02574771360885908,-0.22360075171015326,20,0.6616746085772635,True
000300.SH,沪深300,10,30,高波,30,-0.0666313245944522,0.08796885835723467,-0.011759218539237226,0.014568516085060601,-0.026327734624297827,-0.41249890142822576,9,0.6208304969366917,False
