date,symbol,trade_type,price,target_position,units,cash_after_trade,holdings_value_after_trade,portfolio_value_after_trade,executed_position
2020-03-04,000016.SH,buy,2922.530535,0.57877826528795,198.04010885653585,421048.1012324637,578489.0207775612,999537.122010025,0.5809570965394167
2020-03-16,000016.SH,sell,2798.6000000000004,0.0,198.04010885653585,975116.8793637712,0.0,975116.8793637712,0.0
2023-03-03,000016.SH,buy,2780.2794449999997,0.731014055991318,256.38579112298805,262078.8870709493,712467.9110937603,974546.7981647096,0.7307659013219
2024-05-14,000016.SH,add,2508.4536,1.0,104.44693375426752,0.0,904679.8078122552,904679.8078122552,1.0
