date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,atr_ratio,price_drawdown,recent_drawdown_min,param_source
2020-01-02,000016.SH,3073.93,3107.52,3073.93,3090.83,50036392.0,none,0.0,持有,hold,0.0,1.1829375923392287,0.0,-0.030045212218585582,optimal_yaml
2020-01-03,000016.SH,3097.25,3097.41,3072.11,3078.28,37185493.0,none,0.0,持有,hold,0.0,1.0777671703638287,-0.004060398016066835,-0.02256435891027242,optimal_yaml
2020-01-06,000016.SH,3062.28,3090.84,3040.19,3056.84,47707827.0,none,0.0,持有,hold,0.0,1.137303541703581,-0.010997046100885477,-0.02256435891027242,optimal_yaml
2020-01-07,000016.SH,3063.75,3080.27,3061.56,3074.02,34371788.0,none,0.0,持有,hold,0.0,1.0401370975015782,-0.0054386685776959265,-0.02124802132800141,optimal_yaml
2020-01-08,000016.SH,3058.36,3058.7,3030.1,3037.85,37653773.0,none,0.0,持有,hold,0.0,1.0869248776436953,-0.017141026843922158,-0.020898108806131854,optimal_yaml
2020-01-09,000016.SH,3060.77,3071.54,3055.99,3067.55,33150515.0,none,0.0,持有,hold,0.0,1.1083691493883718,-0.007531957435381376,-0.020898108806131854,optimal_yaml
2020-01-10,000016.SH,3079.08,3081.96,3058.16,3067.88,28542389.0,none,0.0,持有,hold,0.0,1.091775540801029,-0.007425189997508741,-0.017141026843922158,optimal_yaml
2020-01-13,000016.SH,3069.68,3090.13,3054.88,3090.13,29330835.0,none,0.0,持有,hold,0.0,1.0566706838992097,-0.00022647638336625864,-0.017141026843922158,optimal_yaml
2020-01-14,000016.SH,3097.73,3108.18,3078.46,3080.6,35129017.0,none,0.0,持有,hold,0.0,1.0764470889005262,-0.0033097905740528955,-0.017141026843922158,optimal_yaml
2020-01-15,000016.SH,3078.25,3086.97,3052.7,3058.01,28116086.0,none,0.0,持有,hold,0.0,1.10243198563873,-0.010618507002973177,-0.017141026843922158,optimal_yaml
2020-01-16,000016.SH,3067.95,3068.2,3039.07,3043.09,28312318.0,none,0.0,持有,hold,0.0,1.1008990175417233,-0.015445689345580216,-0.017141026843922158,optimal_yaml
2020-01-17,000016.SH,3054.04,3067.56,3042.59,3053.17,23304514.0,none,0.0,持有,hold,0.0,1.0656575187512345,-0.01218442942510578,-0.017141026843922158,optimal_yaml
2020-01-20,000016.SH,3070.67,3072.29,3054.45,3065.99,27274849.0,none,0.0,持有,hold,0.0,0.9755317092248846,-0.00803667623259774,-0.017141026843922158,optimal_yaml
2020-01-21,000016.SH,3048.95,3050.82,3011.18,3012.11,32801291.0,none,0.0,持有,hold,0.0,1.0421299728193707,-0.02546888699799077,-0.02546888699799077,optimal_yaml
2020-01-22,000016.SH,2996.81,3023.9,2965.66,3017.88,33159760.0,none,0.0,持有,hold,0.0,1.0630205259361256,-0.02360207452367158,-0.02546888699799077,optimal_yaml
2020-01-23,000016.SH,2993.77,2993.77,2910.39,2932.49,42839352.0,none,0.0,持有,hold,0.0,1.2196581893389056,-0.05122895791745263,-0.05122895791745263,optimal_yaml
2020-02-03,000016.SH,2676.01,2755.84,2676.01,2727.09,58609184.0,none,0.0,持有,hold,0.0,1.597783012103259,-0.11768359955092966,-0.11768359955092966,optimal_yaml
2020-02-04,000016.SH,2724.13,2796.71,2724.13,2794.66,57016369.0,none,0.0,持有,hold,0.0,1.6310535385346716,-0.09582215780227321,-0.11768359955092966,optimal_yaml
2020-02-05,000016.SH,2803.74,2833.21,2782.42,2812.9,44182070.0,none,0.0,持有,hold,0.0,1.5867410409727507,-0.08992083032712894,-0.11768359955092966,optimal_yaml
2020-02-06,000016.SH,2829.51,2866.39,2809.37,2854.89,42134251.0,none,0.0,持有,hold,0.0,1.5726662945338847,-0.07633548270205737,-0.11768359955092966,optimal_yaml
2020-02-07,000016.SH,2836.8,2851.82,2819.67,2851.71,34443628.0,none,0.0,持有,hold,0.0,1.540098021936546,-0.0771553300346588,-0.11768359955092966,optimal_yaml
2020-02-10,000016.SH,2826.8,2854.83,2817.77,2850.06,33654934.0,none,0.0,持有,hold,0.0,1.4873619699267715,-0.07768928815292564,-0.11768359955092966,optimal_yaml
2020-02-11,000016.SH,2858.92,2893.07,2854.07,2879.86,36028244.0,none,0.0,持有,hold,0.0,1.45904370384491,-0.06804568092604513,-0.11768359955092966,optimal_yaml
2020-02-12,000016.SH,2876.67,2895.93,2870.77,2895.59,31230750.0,none,0.0,持有,hold,0.0,1.3932899496398328,-0.06295528019856766,-0.11768359955092966,optimal_yaml
2020-02-13,000016.SH,2898.4,2906.72,2871.27,2875.48,37434764.0,none,0.0,持有,hold,0.0,1.35759068656273,-0.0694630970218082,-0.11768359955092966,optimal_yaml
2020-02-14,000016.SH,2870.71,2900.2,2870.63,2895.06,35125996.0,none,0.0,持有,hold,0.0,1.322488527561965,-0.06312679401837473,-0.11768359955092966,optimal_yaml
2020-02-17,000016.SH,2901.69,2950.28,2898.59,2950.07,45296532.0,none,0.0,持有,hold,0.0,1.331774446931378,-0.045324953966337955,-0.11768359955092966,optimal_yaml
2020-02-18,000016.SH,2940.65,2944.43,2914.96,2924.4,38098991.0,none,0.0,持有,hold,0.0,1.2628317850149777,-0.05070440823216249,-0.11768359955092966,optimal_yaml
2020-02-19,000016.SH,2917.13,2942.35,2914.59,2923.76,40270252.0,none,0.0,持有,hold,0.0,1.1868569459410674,-0.0463895837885967,-0.11768359955092966,optimal_yaml
2020-02-20,000016.SH,2931.37,2981.27,2920.8,2978.18,50229847.0,none,0.0,持有,hold,0.0,1.0973667342411433,-0.02864001513377412,-0.11768359955092966,optimal_yaml
2020-02-21,000016.SH,2965.6,2991.06,2959.51,2968.14,46920152.0,none,0.0,持有,hold,0.0,0.7909844469499437,-0.03191465073271604,-0.11768359955092966,optimal_yaml
2020-02-24,000016.SH,2949.98,2953.29,2922.16,2930.03,48637573.0,none,0.0,持有,hold,0.0,0.751084836560525,-0.044344567333878926,-0.11768359955092966,optimal_yaml
2020-02-25,000016.SH,2891.98,2912.16,2869.64,2909.32,53157948.0,none,0.0,持有,hold,0.0,0.7567621970506965,-0.03597227192598773,-0.11768359955092966,optimal_yaml
2020-02-26,000016.SH,2877.46,2930.02,2872.83,2901.67,62965029.0,none,0.0,持有,hold,0.0,0.7517383804018947,-0.03850716396940901,-0.11768359955092966,optimal_yaml
2020-02-27,000016.SH,2904.87,2927.2,2903.75,2912.04,42152250.0,none,0.0,持有,hold,0.0,0.7351930164087024,-0.022208194266296832,-0.11768359955092966,optimal_yaml
2020-02-28,000016.SH,2860.28,2880.8,2818.43,2821.04,58479965.0,none,0.0,持有,hold,0.0,0.8052130470239277,-0.05276376847604913,-0.11768359955092966,optimal_yaml
2020-03-02,000016.SH,2837.77,2922.95,2837.77,2907.89,54884776.0,none,0.0,持有,hold,0.0,0.8860708727325888,-0.023601662760477815,-0.09582215780227321,optimal_yaml
2020-03-03,000016.SH,2941.68,2948.55,2910.76,2921.44,53161398.0,none,0.0,持有,hold,0.0,0.913395047922594,-0.01905190418309166,-0.08992083032712894,optimal_yaml
2020-03-04,000016.SH,2921.07,2949.57,2919.37,2947.57,42569549.0,none,0.0,MA金叉+ATR确认,buy,0.57877826528795,0.9146108808631019,-0.01027808930286267,-0.07768928815292564,optimal_yaml
2020-03-05,000016.SH,2966.69,3023.12,2956.65,3018.07,60497966.0,none,0.0,持有,hold,0.57877826528795,0.9823799115350417,0.0,-0.07768928815292564,optimal_yaml
2020-03-06,000016.SH,2989.77,2999.49,2962.4,2964.83,41855288.0,none,0.0,持有,hold,0.57877826528795,0.9910891783801491,-0.01764041258155058,-0.07768928815292564,optimal_yaml
2020-03-09,000016.SH,2908.63,2908.63,2864.49,2868.83,58864747.0,none,0.0,持有,hold,0.57877826528795,1.0826133220976253,-0.049448819941220745,-0.0694630970218082,optimal_yaml
2020-03-10,000016.SH,2859.87,2935.09,2852.93,2924.22,48050530.0,none,0.0,持有,hold,0.57877826528795,1.157083088134529,-0.031096031569844418,-0.0694630970218082,optimal_yaml
2020-03-11,000016.SH,2927.83,2927.83,2888.36,2888.36,36442062.0,none,0.0,持有,hold,0.57877826528795,1.1312143175938638,-0.042977797068987855,-0.0694630970218082,optimal_yaml
2020-03-12,000016.SH,2858.51,2866.14,2828.29,2841.98,37023632.0,none,0.0,持有,hold,0.57877826528795,1.170295170392166,-0.05834523387462853,-0.06312679401837473,optimal_yaml
2020-03-13,000016.SH,2720.61,2826.72,2715.14,2798.77,49061355.0,none,0.0,持有,hold,0.57877826528795,1.2734269236881242,-0.0726623305622468,-0.0726623305622468,optimal_yaml
2020-03-16,000016.SH,2800.0,2800.18,2689.9,2694.02,46971206.0,none,0.0,MA死叉信号,sell,0.0,1.3330568024268932,-0.1073699417177203,-0.1073699417177203,optimal_yaml
2020-03-17,000016.SH,2696.7,2734.8,2629.18,2685.59,41532694.0,none,0.0,持有,hold,0.0,1.3838526968296767,-0.11016311748899132,-0.11016311748899132,optimal_yaml
2020-03-18,000016.SH,2695.42,2724.3,2625.6,2625.75,37681392.0,none,0.0,持有,hold,0.0,1.4561390520055246,-0.12999035807651915,-0.12999035807651915,optimal_yaml
2020-03-19,000016.SH,2611.75,2630.05,2517.3,2569.79,49523528.0,none,0.0,持有,hold,0.0,1.4509107798413228,-0.14853200886659357,-0.14853200886659357,optimal_yaml
2020-03-20,000016.SH,2597.98,2636.14,2580.36,2628.42,37231436.0,none,0.0,持有,hold,0.0,1.3615933449977486,-0.12910568674682832,-0.14853200886659357,optimal_yaml
2020-03-23,000016.SH,2548.85,2586.11,2548.0,2559.62,32549721.0,none,0.0,持有,hold,0.0,1.3623204277830425,-0.15190171202125868,-0.15190171202125868,optimal_yaml
2020-03-24,000016.SH,2608.24,2641.87,2592.61,2639.38,36868414.0,none,0.0,持有,hold,0.0,1.3737890776150015,-0.12547422690659926,-0.15190171202125868,optimal_yaml
2020-03-25,000016.SH,2700.1,2711.12,2681.09,2700.19,38491194.0,none,0.0,持有,hold,0.0,1.3228216853759363,-0.10532558886970811,-0.15190171202125868,optimal_yaml
2020-03-26,000016.SH,2676.62,2716.34,2673.44,2689.28,28226021.0,none,0.0,持有,hold,0.0,1.265806624647982,-0.10894048183110394,-0.15190171202125868,optimal_yaml
2020-03-27,000016.SH,2722.47,2733.52,2701.44,2701.44,35386945.0,none,0.0,持有,hold,0.0,1.1742664296100005,-0.10491141689887906,-0.15190171202125868,optimal_yaml
2020-03-30,000016.SH,2667.12,2696.33,2664.72,2690.04,34049707.0,none,0.0,持有,hold,0.0,1.1040896418197432,-0.10868866527283993,-0.15190171202125868,optimal_yaml
2020-03-31,000016.SH,2713.5,2716.02,2684.21,2689.38,30299038.0,none,0.0,持有,hold,0.0,1.0758524781162406,-0.10890734807343772,-0.15190171202125868,optimal_yaml
2020-04-01,000016.SH,2684.5,2722.33,2680.08,2682.08,27519373.0,none,0.0,持有,hold,0.0,1.0392685725566644,-0.11132611238307932,-0.15190171202125868,optimal_yaml
2020-04-02,000016.SH,2667.94,2719.89,2665.81,2719.89,28730893.0,none,0.0,持有,hold,0.0,0.9561708290387702,-0.08261519210207668,-0.15190171202125868,optimal_yaml
2020-04-03,000016.SH,2707.82,2720.84,2697.83,2708.82,24444559.0,none,0.0,持有,hold,0.0,0.864652752591881,-0.0736606684859551,-0.15190171202125868,optimal_yaml
2020-04-07,000016.SH,2756.27,2762.31,2743.16,2757.41,35954651.0,none,0.0,持有,hold,0.0,0.8128342556206182,-0.05704427163482906,-0.15190171202125868,optimal_yaml
