symbol,name,window_id,signal_date,market_env,wy_phase,wy_direction,wy_confidence,wy_signal_type,wy_bc,wy_spring,factor_signal,fwd_return,fwd_max_gain,fwd_max_dd,bench_return,excess_return
300657.SZ,弘信电子,10,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,13.38,24.83,0.29,13.57,-0.19
300657.SZ,弘信电子,11,2022-12-23,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,21.71,47.5,2.78,2.86,18.85
300657.SZ,弘信电子,12,2023-05-25,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,27.48,75.37,1.49,-5.02,32.5
300657.SZ,弘信电子,13,2023-10-23,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.17,37.61,39.27,2.21,-2.04
300657.SZ,弘信电子,14,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,30.46,82.17,6.31,8.74,21.72
300657.SZ,弘信电子,15,2024-05-20,bull_start,markdown,空仓观望,C,markdown,True,False,HOLD,-18.21,0.71,24.69,-3.95,-14.26
300657.SZ,弘信电子,16,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,92.47,98.48,2.74,21.64,70.83
300657.SZ,弘信电子,17,2024-10-08,crash_bottom,markup,持有观察,C,markup,True,False,AVOID,82.65,105.36,21.06,-7.69,90.34
300657.SZ,弘信电子,18,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,30.84,147.58,0.21,3.48,27.36
300657.SZ,弘信电子,19,2025-03-04,bull_start,markup,持有观察,D,markup,True,False,AVOID,-20.89,32.07,32.65,3.44,-24.33
300657.SZ,弘信电子,20,2025-04-07,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,24.8,26.81,7.79,17.08,7.72
688577.SH,浙海德曼,7,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,23.13,74.37,0.85,6.19,16.94
688577.SH,浙海德曼,8,2021-11-10,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-25.46,16.57,36.18,-11.82,-13.64
688577.SH,浙海德曼,9,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,30.19,73.93,5.46,4.02,26.17
688577.SH,浙海德曼,10,2022-10-31,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,-11.24,17.75,21.39,13.57,-24.81
688577.SH,浙海德曼,11,2022-12-23,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,4.5,29.41,1.5,2.86,1.64
688577.SH,浙海德曼,12,2023-05-25,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-9.0,8.82,19.06,-5.02,-3.98
688577.SH,浙海德曼,13,2023-10-23,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,97.09,150.71,0.33,2.21,94.88
688577.SH,浙海德曼,14,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-14.49,78.66,34.78,8.74,-23.23
688577.SH,浙海德曼,15,2024-05-20,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-53.42,12.16,60.7,-3.95,-49.47
688577.SH,浙海德曼,16,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,69.88,85.74,2.62,21.64,48.24
688577.SH,浙海德曼,17,2024-10-08,crash_bottom,markup,持有观察,C,markup,True,False,AVOID,24.29,33.72,27.57,-7.69,31.98
688577.SH,浙海德曼,18,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,51.2,79.21,0.63,3.48,47.72
688577.SH,浙海德曼,19,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,-10.25,38.33,19.96,3.44,-13.69
688577.SH,浙海德曼,20,2025-04-07,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,37.51,49.72,14.93,17.08,20.43
301050.SZ,雷电微力,9,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-38.6,31.69,42.01,4.02,-42.62
301050.SZ,雷电微力,10,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-6.29,7.54,17.67,13.57,-19.86
301050.SZ,雷电微力,11,2022-12-23,rebound_start,markdown,空仓观望,B,markdown,True,False,HOLD,-3.36,28.99,4.42,2.86,-6.22
301050.SZ,雷电微力,12,2023-05-25,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-13.71,0.47,24.61,-5.02,-8.69
301050.SZ,雷电微力,13,2023-10-23,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-12.88,19.36,32.65,2.21,-15.09
301050.SZ,雷电微力,14,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,18.96,37.81,2.18,8.74,10.22
301050.SZ,雷电微力,15,2024-05-20,bull_start,markup,持有观察,D,markup,True,False,AVOID,-37.05,0.87,42.2,-3.95,-33.1
301050.SZ,雷电微力,16,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,21.63,52.58,30.16,21.64,-0.01
301050.SZ,雷电微力,17,2024-10-08,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,7.91,32.1,19.25,-7.69,15.6
301050.SZ,雷电微力,18,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,1.57,21.26,13.48,3.48,-1.91
301050.SZ,雷电微力,19,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,-4.99,9.01,22.22,3.44,-8.43
301050.SZ,雷电微力,20,2025-04-07,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,23.34,36.07,-0.77,17.08,6.26
002722.SZ,物产金轮,1,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,27.27,46.05,2.98,21.72,5.55
002722.SZ,物产金轮,2,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,1.17,36.19,6.24,18.05,-16.88
002722.SZ,物产金轮,3,2019-08-06,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,9.26,13.46,2.66,10.9,-1.64
002722.SZ,物产金轮,4,2020-03-23,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,7.1,11.07,6.28,35.28,-28.18
002722.SZ,物产金轮,5,2020-07-01,bull_start,accumulation,空仓观望,C,accumulation,True,False,HOLD,4.68,30.43,0.33,15.55,-10.87
002722.SZ,物产金轮,6,2021-03-09,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,19.82,32.97,1.2,2.78,17.04
002722.SZ,物产金轮,7,2021-07-28,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,47.72,53.36,0.27,6.19,41.53
002722.SZ,物产金轮,8,2021-11-10,rebound_start,markup,持有观察,C,markup,True,False,AVOID,-9.69,15.64,18.18,-11.82,2.13
002722.SZ,物产金轮,9,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.08,44.9,3.02,4.02,8.06
002722.SZ,物产金轮,10,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,15.38,54.58,1.51,13.57,1.81
002722.SZ,物产金轮,11,2022-12-23,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,7.37,52.16,0.63,2.86,4.51
002722.SZ,物产金轮,12,2023-05-25,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,2.96,6.98,7.97,-5.02,7.98
002722.SZ,物产金轮,13,2023-10-23,bear_bottom,accumulation,空仓观望,C,sos_candidate,True,False,HOLD,-14.21,20.77,33.36,2.21,-16.42
002722.SZ,物产金轮,14,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,10.37,62.13,11.45,8.74,1.63
002722.SZ,物产金轮,15,2024-05-20,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,0.81,4.55,22.01,-3.95,4.76
002722.SZ,物产金轮,16,2024-09-13,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,29.72,58.22,2.1,21.64,8.08
002722.SZ,物产金轮,17,2024-10-08,crash_bottom,markup,持有观察,D,markup,True,False,AVOID,1.69,5.48,24.48,-7.69,9.38
002722.SZ,物产金轮,18,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,14.82,35.55,15.12,3.48,11.34
002722.SZ,物产金轮,19,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,1.0,5.9,27.79,3.44,-2.44
002722.SZ,物产金轮,20,2025-04-07,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,32.18,41.41,13.65,17.08,15.1
301041.SZ,金百泽,9,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,2.28,43.07,10.55,4.02,-1.74
301041.SZ,金百泽,10,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,20.32,39.61,7.43,13.57,6.75
301041.SZ,金百泽,11,2022-12-23,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,16.67,51.2,0.57,2.86,13.81
301041.SZ,金百泽,12,2023-05-25,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,14.94,72.82,7.92,-5.02,19.96
301041.SZ,金百泽,13,2023-10-23,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-9.81,22.75,49.13,2.21,-12.02
301041.SZ,金百泽,14,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,91.79,123.02,13.4,8.74,83.05
301041.SZ,金百泽,15,2024-05-20,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-13.65,30.86,21.84,-3.95,-9.7
301041.SZ,金百泽,16,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,28.54,54.99,4.25,21.64,6.9
301041.SZ,金百泽,17,2024-10-08,crash_bottom,markup,持有观察,C,markup,True,False,AVOID,-8.67,3.07,28.86,-7.69,-0.98
301041.SZ,金百泽,18,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,1.82,29.99,19.88,3.48,-1.66
301041.SZ,金百泽,19,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,1.45,13.96,30.91,3.44,-1.99
301041.SZ,金百泽,20,2025-04-07,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,37.31,49.77,9.2,17.08,20.23
002461.SZ,珠江啤酒,1,2018-10-19,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,37.96,38.69,2.19,21.72,16.24
002461.SZ,珠江啤酒,2,2019-01-04,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,39.82,83.81,0.66,18.05,21.77
002461.SZ,珠江啤酒,3,2019-08-06,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,27.94,44.64,5.1,10.9,17.04
002461.SZ,珠江啤酒,4,2020-03-23,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,107.3,127.2,-1.0,35.28,72.02
002461.SZ,珠江啤酒,5,2020-07-01,bull_start,markup,持有观察,C,markup,True,False,AVOID,10.55,36.32,6.87,15.55,-5.0
002461.SZ,珠江啤酒,6,2021-03-09,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,13.84,33.88,6.71,2.78,11.06
002461.SZ,珠江啤酒,7,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-5.54,1.91,10.78,6.19,-11.73
002461.SZ,珠江啤酒,8,2021-11-10,rebound_start,accumulation,观察等待,C,spring,True,True,BUY,-18.7,5.73,25.62,-11.82,-6.88
002461.SZ,珠江啤酒,9,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,0.81,17.73,1.35,4.02,-3.21
002461.SZ,珠江啤酒,10,2022-10-31,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,33.69,41.27,0.0,13.57,20.12
002461.SZ,珠江啤酒,11,2022-12-23,rebound_start,markup,持有观察,C,markup,True,False,AVOID,9.85,18.84,3.94,2.86,6.99
002461.SZ,珠江啤酒,12,2023-05-25,structural_low,accumulation,空仓观望,C,sos_candidate,True,False,HOLD,-1.25,7.37,2.72,-5.02,3.77
002461.SZ,珠江啤酒,13,2023-10-23,bear_bottom,distribution,空仓观望,B,distribution,True,False,HOLD,-6.16,8.42,17.09,2.21,-8.37
002461.SZ,珠江啤酒,14,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.37,28.28,1.18,8.74,3.63
002461.SZ,珠江啤酒,15,2024-05-20,bull_start,markup,持有观察,C,markup,True,False,AVOID,3.27,4.9,18.44,-3.95,7.22
002461.SZ,珠江啤酒,16,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,8.24,25.69,2.87,21.64,-13.4
002461.SZ,珠江啤酒,17,2024-10-08,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-4.04,4.87,9.74,-7.69,3.65
002461.SZ,珠江啤酒,18,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,29.1,31.18,2.74,3.48,25.62
002461.SZ,珠江啤酒,19,2025-03-04,bull_start,distribution,空仓观望,C,distribution,True,False,HOLD,15.07,27.75,1.77,3.44,11.63
002461.SZ,珠江啤酒,20,2025-04-07,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,7.81,26.31,0.72,17.08,-9.27
002137.SZ,实益达,1,2018-10-19,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,35.66,60.49,7.87,21.72,13.94
002137.SZ,实益达,2,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,-3.67,29.62,25.67,18.05,-21.72
002137.SZ,实益达,3,2019-08-06,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,28.01,54.3,2.23,10.9,17.11
002137.SZ,实益达,4,2020-03-23,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,29.37,29.37,13.39,35.28,-5.91
002137.SZ,实益达,5,2020-07-01,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-6.58,25.0,11.84,15.55,-22.13
002137.SZ,实益达,6,2021-03-09,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-0.53,26.84,9.47,2.78,-3.31
002137.SZ,实益达,7,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,0.18,13.14,7.46,6.19,-6.01
002137.SZ,实益达,8,2021-11-10,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-2.34,15.5,9.37,-11.82,9.48
002137.SZ,实益达,9,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,52.94,79.06,2.35,4.02,48.92
002137.SZ,实益达,10,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,17.12,56.87,1.13,13.57,3.55
002137.SZ,实益达,11,2022-12-23,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,18.94,47.12,2.88,2.86,16.08
002137.SZ,实益达,12,2023-05-25,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-4.64,7.25,15.07,-5.02,0.38
002137.SZ,实益达,13,2023-10-23,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-10.26,60.6,37.42,2.21,-12.47
002137.SZ,实益达,14,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,12.15,37.62,11.68,8.74,3.41
002137.SZ,实益达,15,2024-05-20,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-3.36,2.24,20.9,-3.95,0.59
002137.SZ,实益达,16,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,77.75,168.4,2.91,21.64,56.11
002137.SZ,实益达,17,2024-10-08,crash_bottom,markup,持有观察,C,markup,True,False,AVOID,58.1,104.92,13.17,-7.69,65.79
002137.SZ,实益达,18,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,7.08,50.28,20.11,3.48,3.6
002137.SZ,实益达,19,2025-03-04,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-6.9,4.05,38.23,3.44,-10.34
002137.SZ,实益达,20,2025-04-07,event_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,27.85,38.53,18.61,17.08,10.77
688107.SH,安路科技,10,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-5.08,14.03,15.55,13.57,-18.65
688107.SH,安路科技,11,2022-12-23,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,-16.63,40.49,16.63,2.86,-19.49
688107.SH,安路科技,12,2023-05-25,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-22.08,12.7,24.33,-5.02,-17.06
688107.SH,安路科技,13,2023-10-23,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-20.68,12.57,41.52,2.21,-22.89
688107.SH,安路科技,14,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.6,45.98,11.62,8.74,3.86
688107.SH,安路科技,15,2024-05-20,bull_start,markdown,空仓观望,C,markdown,True,False,HOLD,-16.1,47.19,26.51,-3.95,-12.15
688107.SH,安路科技,16,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,58.99,104.76,2.67,21.64,37.35
688107.SH,安路科技,17,2024-10-08,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,2.14,18.91,20.59,-7.69,9.83
688107.SH,安路科技,18,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,5.78,60.0,5.27,3.48,2.3
688107.SH,安路科技,19,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,-24.72,16.61,30.96,3.44,-28.16
688107.SH,安路科技,20,2025-04-07,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,14.38,26.18,2.61,17.08,-2.7
603185.SH,弘元绿能,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,94.62,101.69,19.91,35.28,59.34
603185.SH,弘元绿能,5,2020-07-01,bull_start,markup,持有观察,C,markup,True,False,AVOID,54.94,92.23,2.54,15.55,39.39
603185.SH,弘元绿能,6,2021-03-09,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,78.27,103.16,11.91,2.78,75.49
603185.SH,弘元绿能,7,2021-07-28,structural_low,markup,持有观察,C,markup,True,False,AVOID,-11.02,58.19,15.19,6.19,-17.21
603185.SH,弘元绿能,8,2021-11-10,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-39.95,5.42,50.57,-11.82,-28.13
603185.SH,弘元绿能,9,2022-04-27,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,27.35,61.24,5.87,4.02,23.33
603185.SH,弘元绿能,10,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-14.09,21.38,17.05,13.57,-27.66
603185.SH,弘元绿能,11,2022-12-23,rebound_start,markdown,空仓观望,B,markdown,True,False,HOLD,-23.96,17.47,23.98,2.86,-26.82
603185.SH,弘元绿能,12,2023-05-25,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-49.99,-0.17,51.88,-5.02,-44.97
603185.SH,弘元绿能,13,2023-10-23,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-23.72,8.2,41.07,2.21,-25.93
603185.SH,弘元绿能,14,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-19.84,30.92,24.6,8.74,-28.58
603185.SH,弘元绿能,15,2024-05-20,bull_start,markdown,空仓观望,B,markdown,True,False,HOLD,-31.65,8.73,43.54,-3.95,-27.7
603185.SH,弘元绿能,16,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,30.02,108.76,4.7,21.64,8.38
603185.SH,弘元绿能,17,2024-10-08,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-9.65,44.62,22.17,-7.69,-1.96
603185.SH,弘元绿能,18,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-6.11,18.46,19.66,3.48,-9.59
603185.SH,弘元绿能,19,2025-03-04,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,10.15,18.07,27.67,3.44,6.71
603185.SH,弘元绿能,20,2025-04-07,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,45.03,62.26,9.11,17.08,27.95
300408.SZ,三环集团,1,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,5.84,11.0,23.58,21.72,-15.88
300408.SZ,三环集团,2,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,18.4,58.02,1.12,18.05,0.35
300408.SZ,三环集团,3,2019-08-06,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,15.08,16.37,12.09,10.9,4.18
300408.SZ,三环集团,4,2020-03-23,event_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,48.56,54.07,7.78,35.28,13.28
300408.SZ,三环集团,5,2020-07-01,bull_start,markup,持有观察,C,markup,True,False,AVOID,20.51,33.47,4.63,15.55,4.96
300408.SZ,三环集团,6,2021-03-09,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,34.88,39.04,-0.91,2.78,32.1
300408.SZ,三环集团,7,2021-07-28,structural_low,markup,持有观察,C,markup,True,False,AVOID,2.67,11.42,23.23,6.19,-3.52
300408.SZ,三环集团,8,2021-11-10,rebound_start,markup,持有观察,C,markup,True,False,AVOID,-30.04,11.48,34.93,-11.82,-18.22
300408.SZ,三环集团,9,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,5.22,27.98,3.79,4.02,1.2
300408.SZ,三环集团,10,2022-10-31,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,7.43,24.23,1.37,13.57,-6.14
300408.SZ,三环集团,11,2022-12-23,rebound_start,markup,持有观察,C,markup,True,False,AVOID,-6.53,14.69,8.39,2.86,-9.39
300408.SZ,三环集团,12,2023-05-25,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,4.19,12.07,6.83,-5.02,9.21
300408.SZ,三环集团,13,2023-10-23,bear_bottom,distribution,空仓观望,C,distribution,True,False,HOLD,-17.67,6.22,31.93,2.21,-19.88
300408.SZ,三环集团,14,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,27.13,37.99,0.44,8.74,18.39
300408.SZ,三环集团,15,2024-05-20,bull_start,markup,持有观察,C,markup,True,False,AVOID,14.03,24.24,1.08,-3.95,17.98
300408.SZ,三环集团,16,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,30.85,48.09,1.42,21.64,9.21
300408.SZ,三环集团,17,2024-10-08,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-4.99,-1.83,16.64,-7.69,2.7
300408.SZ,三环集团,18,2025-01-13,structural_low,distribution,空仓观望,C,distribution,True,False,HOLD,-10.79,13.29,12.52,3.48,-14.27
300408.SZ,三环集团,19,2025-03-04,bull_start,distribution,空仓观望,C,distribution,True,False,HOLD,-19.56,4.5,20.9,3.44,-23.0
300408.SZ,三环集团,20,2025-04-07,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,21.11,29.77,11.08,17.08,4.03
300259.SZ,新天科技,1,2018-10-19,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,48.58,48.99,4.86,21.72,26.86
300259.SZ,新天科技,2,2019-01-04,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,25.96,64.91,1.05,18.05,7.91
300259.SZ,新天科技,3,2019-08-06,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,19.57,22.67,2.8,10.9,8.67
300259.SZ,新天科技,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,7.35,34.87,3.15,35.28,-27.93
300259.SZ,新天科技,5,2020-07-01,bull_start,markup,持有观察,C,markup,True,False,AVOID,-3.58,13.82,18.26,15.55,-19.13
300259.SZ,新天科技,6,2021-03-09,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,3.64,26.82,6.14,2.78,0.86
300259.SZ,新天科技,7,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,18.59,29.88,-0.24,6.19,12.4
300259.SZ,新天科技,8,2021-11-10,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-6.29,18.0,11.5,-11.82,5.53
300259.SZ,新天科技,9,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,0.78,8.88,15.4,4.02,-3.24
300259.SZ,新天科技,10,2022-10-31,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,4.96,9.33,6.71,13.57,-8.61
300259.SZ,新天科技,11,2022-12-23,rebound_start,accumulation,观察等待,C,spring,True,True,BUY,16.41,19.2,0.31,2.86,13.55
300259.SZ,新天科技,12,2023-05-25,structural_low,markup,持有观察,C,markup,True,False,AVOID,-7.65,5.36,10.2,-5.02,-2.63
300259.SZ,新天科技,13,2023-10-23,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,-5.67,14.03,30.75,2.21,-7.88
300259.SZ,新天科技,14,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,6.12,42.04,5.31,8.74,-2.62
300259.SZ,新天科技,15,2024-05-20,bull_start,unknown,空仓观望,D,no_signal,False,False,HOLD,-11.76,0.0,23.86,-3.95,-7.81
300259.SZ,新天科技,16,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,40.73,70.97,3.23,21.64,19.09
300259.SZ,新天科技,17,2024-10-08,crash_bottom,markup,持有观察,C,markup,True,False,AVOID,-4.5,12.17,18.25,-7.69,3.19
300259.SZ,新天科技,18,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,7.14,18.01,13.04,3.48,3.66
300259.SZ,新天科技,19,2025-03-04,bull_start,markup,持有观察,C,markup,True,False,AVOID,0.55,3.83,23.5,3.44,-2.89
300259.SZ,新天科技,20,2025-04-07,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,26.69,30.07,5.41,17.08,9.61
600988.SH,赤峰黄金,1,2018-10-19,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,13.64,20.71,5.05,21.72,-8.08
600988.SH,赤峰黄金,2,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,21.26,32.13,9.18,18.05,3.21
600988.SH,赤峰黄金,3,2019-08-06,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-21.32,4.4,31.13,10.9,-32.22
600988.SH,赤峰黄金,4,2020-03-23,event_bottom,markup,持有观察,C,markup,True,False,AVOID,155.41,162.22,-5.61,35.28,120.13
600988.SH,赤峰黄金,5,2020-07-01,bull_start,markup,持有观察,C,markup,True,False,AVOID,56.2,112.73,3.85,15.55,40.65
600988.SH,赤峰黄金,6,2021-03-09,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,4.8,33.68,1.65,2.78,2.02
600988.SH,赤峰黄金,7,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,9.82,26.11,1.91,6.19,3.63
600988.SH,赤峰黄金,8,2021-11-10,rebound_start,markup,持有观察,C,markup,True,False,AVOID,6.37,6.88,23.25,-11.82,18.19
600988.SH,赤峰黄金,9,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,19.18,26.28,16.35,4.02,15.16
600988.SH,赤峰黄金,10,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,3.99,17.91,4.73,13.57,-9.58
600988.SH,赤峰黄金,11,2022-12-23,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,-11.07,18.07,12.62,2.86,-13.93
600988.SH,赤峰黄金,12,2023-05-25,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,-7.43,3.27,18.89,-5.02,-2.41
