date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,lppl_vote,positive_lppl_vote,negative_lppl_vote,trend_buy_vote,trend_sell_vote,vol_buy_vote,vol_sell_vote,drawdown_buy_vote,drawdown_sell_vote,buy_votes,sell_votes,buy_streak,sell_streak,cooldown_remaining,buy_reentry_block_remaining,holding_bars,positive_regime_id,negative_regime_id,atr_ratio,price_drawdown,recent_drawdown_min,vol_position_cap,positive_days_left,negative_days_left,positive_consensus,negative_consensus,param_source
2020-01-16,399001.SZ,10986.65,11008.21,10934.73,10967.44,317968373.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1942541163951312,-0.006590460317747904,-0.02424017783763499,0.5,,-41.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-01-17,399001.SZ,11001.68,11045.25,10927.84,10954.39,304820102.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1705869002975355,-0.007772504121302259,-0.02424017783763499,0.5,,-42.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-01-20,399001.SZ,10981.51,11115.88,10936.8,11115.88,330625512.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.137065093674602,0.0,-0.02424017783763499,1.0,,-43.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-01-21,399001.SZ,11077.66,11078.04,10948.58,10953.41,338540804.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1822230536066818,-0.01461602680129681,-0.01461602680129681,0.5,,-44.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-01-22,399001.SZ,10896.56,11105.69,10761.68,11072.06,352090081.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.2388463083377534,-0.003942108047226056,-0.01461602680129681,0.5,,-45.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-01-23,399001.SZ,10947.86,11026.0,10572.27,10681.9,402894259.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.4526811411067557,-0.039041443412487276,-0.039041443412487276,0.5,,-46.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-03,399001.SZ,9706.58,9934.35,9706.58,9779.67,195449921.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1.8419469677360656,-0.12020730702382532,-0.12020730702382532,0.5,,-47.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-04,399001.SZ,9578.87,10095.69,9578.87,10089.67,511560080.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2.0142521994082356,-0.09231927656649763,-0.12020730702382532,0.5,,-48.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-05,399001.SZ,10159.55,10445.09,10148.24,10305.5,454671825.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2.070371239725261,-0.07290291007099747,-0.12020730702382532,0.5,,-49.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-06,399001.SZ,10306.12,10633.17,10214.81,10601.34,481109434.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.1419014358686526,-0.04628873287584956,-0.12020730702382532,0.5,,-50.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-07,399001.SZ,10569.65,10629.15,10441.9,10611.55,489619557.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.140010364491335,-0.04537022709852934,-0.12020730702382532,0.5,,-51.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-10,399001.SZ,10577.56,10730.05,10551.54,10728.46,470890837.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.089050017991788,-0.034852841160573855,-0.12020730702382532,0.5,,-52.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-11,399001.SZ,10749.97,10839.19,10678.11,10768.63,417815190.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2.0724956268315413,-0.031239092181635675,-0.12020730702382532,0.5,,-53.00000227328518,0.0,0.610469059742057,optimal_yaml
2020-02-12,399001.SZ,10735.05,10944.63,10724.09,10940.8,420141761.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,2.0780115567247273,-0.015750439911190073,-0.12020730702382532,0.5,,-54.00000227328518,0.0,0.610469059742057,optimal_yaml
