date,symbol,trade_type,price,units,cash_after,holdings_value_after,portfolio_value_after,executed_position
2020-03-03,932000.SH,buy,2011.8454199999999,248.52804048931355,,,,0.5000221412626661
2020-04-28,932000.SH,sell,1850.9540600000003,248.52804048931355,,,,0.0
2020-06-02,932000.SH,buy,1945.0520399999998,246.70958967552076,,,,0.5002122398194576
2022-03-22,932000.SH,sell,2426.0463700000005,246.70958967552076,,,,0.0
2022-11-03,932000.SH,buy,2302.3005749999998,234.12850374540534,,,,0.5032492954226182
2022-11-18,932000.SH,add,2429.023905,221.78080016907575,,,,1.0
2024-03-14,932000.SH,reduce,2125.3368,228.06868630039074,,,,0.498552825201931
2024-04-15,932000.SH,sell,2052.19339,227.84061761409035,,,,0.0
2024-12-11,932000.SH,buy,2583.341025,184.25946931041,,,,0.5050797713476161
