date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,lppl_vote,positive_lppl_vote,negative_lppl_vote,trend_buy_vote,trend_sell_vote,vol_buy_vote,vol_sell_vote,drawdown_buy_vote,drawdown_sell_vote,buy_votes,sell_votes,buy_streak,sell_streak,cooldown_remaining,buy_reentry_block_remaining,holding_bars,positive_regime_id,negative_regime_id,atr_ratio,price_drawdown,recent_drawdown_min,vol_position_cap,positive_days_left,negative_days_left,positive_consensus,negative_consensus,param_source
2020-01-02,000016.SH,3073.93,3107.52,3073.93,3090.83,50036392.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.117883590599601,0.0,-0.03882591332837726,1.0,-39.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-03,000016.SH,3097.25,3097.41,3072.11,3078.28,37185493.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.019001138493229,-0.004060398016066835,-0.03517786301225667,1.0,-40.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-06,000016.SH,3062.28,3090.84,3040.19,3056.84,47707827.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.081392696811432,-0.010997046100885477,-0.03517786301225667,1.0,-41.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-07,000016.SH,3063.75,3080.27,3061.56,3074.02,34371788.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.9922203985860283,-0.0054386685776959265,-0.03387851235863404,1.0,-42.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-08,000016.SH,3058.36,3058.7,3030.1,3037.85,37653773.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.044475851172874,-0.017141026843922158,-0.03353311534944314,1.0,-43.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-09,000016.SH,3060.77,3071.54,3055.99,3067.55,33150515.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0759100974550444,-0.007531957435381376,-0.03353311534944314,1.0,-44.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-10,000016.SH,3079.08,3081.96,3058.16,3067.88,28542389.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0749913658994308,-0.007425189997508741,-0.018335646945045747,1.0,-45.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-13,000016.SH,3069.68,3090.13,3054.88,3090.13,29330835.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0503001070540572,-0.00022647638336625864,-0.018335646945045747,1.0,-46.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-14,000016.SH,3097.73,3108.18,3078.46,3080.6,35129017.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0808225216896183,-0.0033097905740528955,-0.018335646945045747,1.0,-47.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-15,000016.SH,3078.25,3086.97,3052.7,3058.01,28116086.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1142077274548927,-0.010618507002973177,-0.018335646945045747,1.0,-48.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-16,000016.SH,3067.95,3068.2,3039.07,3043.09,28312318.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.121552226872883,-0.015445689345580216,-0.018335646945045747,1.0,-49.00000072817288,,0.3833361181804932,0.0,optimal_yaml
2020-01-17,000016.SH,3054.04,3067.56,3042.59,3053.17,23304514.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.097665053088585,-0.01218442942510578,-0.018335646945045747,1.0,,,0.0,0.0,optimal_yaml
2020-01-20,000016.SH,3070.67,3072.29,3054.45,3065.99,27274849.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0126076183922452,-0.00803667623259774,-0.018335646945045747,1.0,,,0.0,0.0,optimal_yaml
2020-01-21,000016.SH,3048.95,3050.82,3011.18,3012.11,32801291.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.0903437697527083,-0.02546888699799077,-0.02546888699799077,1.0,,,0.0,0.0,optimal_yaml
2020-01-22,000016.SH,2996.81,3023.9,2965.66,3017.88,33159760.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.1218998087871763,-0.02360207452367158,-0.02546888699799077,1.0,,,0.0,0.0,optimal_yaml
2020-01-23,000016.SH,2993.77,2993.77,2910.39,2932.49,42839352.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.3062229540841734,-0.05122895791745263,-0.05122895791745263,0.5,,,0.0,0.0,optimal_yaml
2020-02-03,000016.SH,2676.01,2755.84,2676.01,2727.09,58609184.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1.7561694736503892,-0.11768359955092966,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-04,000016.SH,2724.13,2796.71,2724.13,2794.66,57016369.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1.8404545987897483,-0.09582215780227321,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-05,000016.SH,2803.74,2833.21,2782.42,2812.9,44182070.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1.8293624638545922,-0.08992083032712894,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-06,000016.SH,2829.51,2866.39,2809.37,2854.89,42134251.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.853177669911343,-0.07633548270205737,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-07,000016.SH,2836.8,2851.82,2819.67,2851.71,34443628.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.8500634979813584,-0.0773643325579213,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-10,000016.SH,2826.8,2854.83,2817.77,2850.06,33654934.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.8238904613761888,-0.0778981697472847,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-11,000016.SH,2858.92,2893.07,2854.07,2879.86,36028244.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.822788637366142,-0.0682567465696916,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-12,000016.SH,2876.67,2895.93,2870.77,2895.59,31230750.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.7779797731702114,-0.06316749869776073,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-13,000016.SH,2898.4,2906.72,2871.27,2875.48,37434764.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.7646153789428063,-0.06967384165418344,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-14,000016.SH,2870.71,2900.2,2870.63,2895.06,35125996.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.7474123965899702,-0.06333897367373809,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-17,000016.SH,2901.69,2950.28,2898.59,2950.07,45296532.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.7889577987693654,-0.045541165318053634,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-18,000016.SH,2940.65,2944.43,2914.96,2924.4,38098991.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.7232786155714654,-0.05384637783378565,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-19,000016.SH,2917.13,2942.35,2914.59,2923.76,40270252.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.6418832320461583,-0.054053441955720594,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-20,000016.SH,2931.37,2981.27,2920.8,2978.18,50229847.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.5341860534657006,-0.03644652083744504,-0.11768359955092966,0.5,,,0.0,0.0,optimal_yaml
2020-02-21,000016.SH,2965.6,2991.06,2959.51,2968.14,46920152.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.1088783577354662,-0.039694839250298486,-0.11768359955092966,1.0,,,0.0,0.0,optimal_yaml
2020-02-24,000016.SH,2949.98,2953.29,2922.16,2930.03,48637573.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.0546151103400259,-0.05202486063613976,-0.11768359955092966,1.0,,,0.0,0.0,optimal_yaml
2020-02-25,000016.SH,2891.98,2912.16,2869.64,2909.32,53157948.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.068311841438808,-0.05872532620687643,-0.11768359955092966,1.0,,,0.0,0.0,optimal_yaml
2020-02-26,000016.SH,2877.46,2930.02,2872.83,2901.67,62965029.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.063893171022196,-0.06120038953937934,-0.11768359955092966,1.0,,,0.0,0.0,optimal_yaml
2020-02-27,000016.SH,2904.87,2927.2,2903.75,2912.04,42152250.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.0418238916042113,-0.05784530368865315,-0.11768359955092966,1.0,,,0.0,0.0,optimal_yaml
2020-02-28,000016.SH,2860.28,2880.8,2818.43,2821.04,58479965.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1.1385730732924588,-0.08728723352626966,-0.11768359955092966,1.0,,,0.0,0.0,optimal_yaml
2020-03-02,000016.SH,2837.77,2922.95,2837.77,2907.89,54884776.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.2357102025928437,-0.05918798510432477,-0.09582215780227321,0.5,,,0.0,0.0,optimal_yaml
2020-03-03,000016.SH,2941.68,2948.55,2910.76,2921.44,53161398.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.2530708794306915,-0.05480404939773453,-0.08992083032712894,0.5,,,0.0,0.0,optimal_yaml
2020-03-04,000016.SH,2921.07,2949.57,2919.37,2947.57,42569549.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1.233407666828228,-0.04635000954436175,-0.08728723352626966,0.5,,,0.0,0.0,optimal_yaml
2020-03-05,000016.SH,2966.69,3023.12,2956.65,3018.07,60497966.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.302931462473015,-0.02354060236247213,-0.08728723352626966,0.5,,,0.0,0.0,optimal_yaml
2020-03-06,000016.SH,2989.77,2999.49,2962.4,2964.83,41855288.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1.292084029543107,-0.04076574900593044,-0.08728723352626966,0.5,,,0.0,0.0,optimal_yaml
2020-03-09,000016.SH,2908.63,2908.63,2864.49,2868.83,58864747.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.390833906758856,-0.07182536729616318,-0.08728723352626966,0.5,,,0.0,0.0,optimal_yaml
2020-03-10,000016.SH,2859.87,2935.09,2852.93,2924.22,48050530.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1.4659945806039432,-0.05390461461807994,-0.08728723352626966,0.5,,,0.0,0.0,optimal_yaml
2020-03-11,000016.SH,2927.83,2927.83,2888.36,2888.36,36442062.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.4131393032329553,-0.06550667620024386,-0.08728723352626966,0.5,,,0.0,0.0,optimal_yaml
2020-03-12,000016.SH,2858.51,2866.14,2828.29,2841.98,37023632.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1.4417383242092614,-0.08051235428671255,-0.08728723352626966,0.5,,,0.0,0.0,optimal_yaml
2020-03-13,000016.SH,2720.61,2826.72,2715.14,2798.77,49061355.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1.5515491963589865,-0.09449241789422258,-0.09449241789422258,0.5,,,0.0,0.0,optimal_yaml
2020-03-16,000016.SH,2800.0,2800.18,2689.9,2694.02,46971206.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1.6045640419019815,-0.12838299097653383,-0.12838299097653383,0.5,,,0.0,0.0,optimal_yaml
