date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,lppl_vote,positive_lppl_vote,negative_lppl_vote,trend_buy_vote,trend_sell_vote,vol_buy_vote,vol_sell_vote,drawdown_buy_vote,drawdown_sell_vote,buy_votes,sell_votes,buy_streak,sell_streak,cooldown_remaining,buy_reentry_block_remaining,holding_bars,positive_regime_id,negative_regime_id,atr_ratio,price_drawdown,recent_drawdown_min,vol_position_cap,positive_days_left,negative_days_left,positive_consensus,negative_consensus,param_source
2020-01-02,000001.SH,3066.34,3098.1,3066.34,3085.2,292470208.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1929279795384826,0.0,-0.043470658872276635,0.5,,-91.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-03,000001.SH,3089.02,3093.82,3074.52,3083.79,261496667.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1043400495120768,-0.000457020614546777,-0.03933373800820772,1.0,,-92.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-06,000001.SH,3070.91,3107.2,3065.31,3083.41,312575842.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1439885065908832,-0.00058018929080772,-0.03851888995922448,1.0,,-93.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-07,000001.SH,3085.49,3105.45,3084.33,3104.8,276583111.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.0570195339997037,0.0,-0.038116414404666066,1.0,,-94.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-08,000001.SH,3094.24,3094.24,3059.13,3066.89,297872553.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1176462935443539,-0.012210126256119613,-0.038116414404666066,1.0,,-95.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-09,000001.SH,3082.64,3097.33,3080.13,3094.88,243435649.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1599378842906138,-0.003195052821437838,-0.038116414404666066,0.5,,-96.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-10,000001.SH,3102.29,3105.23,3081.4,3092.29,210442462.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1560660676275663,-0.0040292450399381785,-0.020810030520498235,0.5,,-97.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-13,000001.SH,3091.49,3115.57,3075.38,3115.57,210621004.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1345962891600827,0.0,-0.019742458030320154,1.0,,-98.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-14,000001.SH,3120.67,3127.17,3105.61,3106.82,229973769.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1308290791333624,-0.002808474853718601,-0.019742458030320154,1.0,,-99.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-15,000001.SH,3103.17,3107.94,3082.04,3090.04,202313023.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.150996233460057,-0.008194327201764162,-0.019742458030320154,0.5,,-100.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-16,000001.SH,3095.73,3096.37,3070.88,3074.08,203375475.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.1458255681594487,-0.013316985334946851,-0.019742458030320154,1.0,,-101.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-17,000001.SH,3081.46,3091.95,3067.25,3075.5,190304299.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.125543190980987,-0.012861209987257594,-0.019742458030320154,1.0,,-102.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-20,000001.SH,3082.11,3096.31,3070.48,3095.79,210493341.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1.0456204792374808,-0.006348758012177602,-0.019742458030320154,1.0,,-103.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-21,000001.SH,3085.79,3085.79,3051.23,3052.14,234830739.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.1042782887850149,-0.020359035425299488,-0.020359035425299488,1.0,,-104.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-22,000001.SH,3038.49,3069.25,3006.27,3060.75,223852865.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.140765456181906,-0.017595496169240388,-0.020359035425299488,1.0,,-105.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-01-23,000001.SH,3037.95,3045.04,2955.35,2976.53,272763234.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.3499732118437349,-0.04462746784697502,-0.04462746784697502,0.5,,-106.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-02-03,000001.SH,2716.7,2766.58,2716.7,2746.61,215912103.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1.866694670723972,-0.118424557946058,-0.118424557946058,0.5,,-107.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-02-04,000001.SH,2685.27,2786.16,2685.27,2783.29,364046200.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,2.02386439082875,-0.1066514313592698,-0.118424557946058,0.5,,-108.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-02-05,000001.SH,2792.37,2842.74,2778.86,2818.09,309761823.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,2.0303029703714373,-0.09548172565533752,-0.118424557946058,0.5,,-109.00000402589563,0.0,0.6084112598672968,optimal_yaml
2020-02-06,000001.SH,2826.89,2876.59,2807.61,2866.51,316392142.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,2.0812507711397012,-0.0799404282362457,-0.118424557946058,0.5,,14.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-07,000001.SH,2858.93,2875.96,2838.77,2875.96,309479642.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,2.072400877032704,-0.0769072753942297,-0.118424557946058,0.5,,13.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-10,000001.SH,2860.5,2891.85,2851.05,2890.49,294929784.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,2.0326625000606273,-0.0722436022942834,-0.118424557946058,0.5,,12.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-11,000001.SH,2894.54,2913.82,2882.24,2901.67,269168335.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,2.0153668216716154,-0.06865517385261766,-0.118424557946058,0.5,,11.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-12,000001.SH,2895.56,2926.9,2892.42,2926.9,248733429.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,1.9976751748559545,-0.060557137217266854,-0.118424557946058,0.5,,10.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-13,000001.SH,2927.14,2935.41,2901.24,2906.07,274804844.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,1.980500699680775,-0.0672429122118906,-0.118424557946058,0.5,,9.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-14,000001.SH,2899.87,2926.94,2899.57,2917.01,250650627.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,1,0,1,0,1,1,3,0,0,0,0,0,0,1,1.9508951708095792,-0.0637315162233556,-0.118424557946058,0.5,,8.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-17,000001.SH,2924.99,2983.64,2924.99,2983.62,313198007.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.9961168375067802,-0.0423518007940763,-0.118424557946058,0.5,,7.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-18,000001.SH,2981.41,2990.6,2960.78,2984.97,311665913.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.9295423475164464,-0.0419184932452169,-0.118424557946058,0.5,,6.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-19,000001.SH,2979.52,2998.27,2971.82,2975.4,315141151.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.8248440634246448,-0.044990162313798154,-0.118424557946058,0.5,,5.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-20,000001.SH,2981.88,3031.37,2968.45,3030.15,345732881.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.7151378941227904,-0.027417133943387628,-0.118424557946058,0.5,,4.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-21,000001.SH,3022.25,3058.9,3020.14,3039.67,364557276.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.276796239920458,-0.02436151330254177,-0.118424557946058,0.5,,3.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-24,000001.SH,3027.89,3042.18,3007.36,3031.23,370430044.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.1425155216296314,-0.02707048790430011,-0.118424557946058,1.0,,2.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-25,000001.SH,2982.07,3016.95,2943.72,3013.05,441622762.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.1803562644462964,-0.03290569622894046,-0.118424557946058,0.5,,1.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-26,000001.SH,2978.42,3028.78,2974.94,2987.93,469049552.0,negative_bubble,0.6529229918144881,LPPL底部待确认(1票),hold,0.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1.144579431460486,-0.040968426323273244,-0.118424557946058,1.0,,0.999588769892469,0.0,0.6529229918144881,optimal_yaml
2020-02-27,000001.SH,2992.49,3009.46,2980.48,2991.33,350523658.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.1222203877010357,-0.039877133237256834,-0.118424557946058,1.0,,-0.0004112301075309688,0.0,0.6529229918144881,optimal_yaml
2020-02-28,000001.SH,2924.64,2948.13,2878.54,2880.3,401216914.0,none,0.0,无信号,hold,0.0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,1.246952568774021,-0.07551427186678517,-0.118424557946058,0.5,,-1.000411230107531,0.0,0.6529229918144881,optimal_yaml
2020-03-02,000001.SH,2899.31,2982.51,2899.31,2970.93,367333369.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.363778628765004,-0.04642489175335507,-0.1066514313592698,0.5,,-2.000411230107531,0.0,0.6529229918144881,optimal_yaml
2020-03-03,000001.SH,3006.89,3026.84,2976.62,2992.9,410108047.0,none,0.0,无信号,hold,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1.3866280815018615,-0.03937321260636095,-0.09548172565533752,0.5,,-3.000411230107531,0.0,0.6529229918144881,optimal_yaml
2020-03-04,000001.SH,2981.81,3012.0,2974.36,3011.67,353338278.0,none,0.0,无信号,hold,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1.3761719359661697,-0.03334863283444123,-0.0799404282362457,0.5,,-4.000411230107531,0.0,0.6529229918144881,optimal_yaml
