symbol,name,window_id,signal_date,market_env,wy_phase,wy_direction,wy_confidence,wy_signal_type,wy_bc,wy_spring,factor_signal,fwd_return,fwd_max_gain,fwd_max_dd,bench_return,excess_return
603195.SH,公牛集团,9,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.96,45.92,1.5,21.64,-8.68
603195.SH,公牛集团,10,2025-01-13,structural_low,accumulation,观察等待,C,spring,True,True,BUY,8.06,17.22,2.63,3.48,4.58
601236.SH,红塔证券,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,5.82,29.82,16.64,35.28,-29.46
601236.SH,红塔证券,5,2021-07-28,structural_low,accumulation,观察等待,C,spring,True,True,BUY,-13.02,7.78,17.89,6.19,-19.21
601236.SH,红塔证券,6,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-6.28,24.45,15.09,4.02,-10.3
601236.SH,红塔证券,7,2022-10-31,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,15.55,38.38,0.28,13.57,1.98
601236.SH,红塔证券,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-1.66,21.87,5.13,8.74,-10.4
601236.SH,红塔证券,9,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,20.0,47.01,2.39,21.64,-1.64
601236.SH,红塔证券,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,5.06,12.15,11.52,3.48,1.58
300710.SZ,万隆光电,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,51.2,51.2,23.2,21.72,29.48
300710.SZ,万隆光电,3,2019-01-04,rebound_start,unknown,空仓观望,D,no_signal,False,False,HOLD,12.87,88.76,20.59,18.05,-5.18
300710.SZ,万隆光电,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,6.83,10.42,14.86,35.28,-28.45
300710.SZ,万隆光电,5,2021-07-28,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,131.83,184.89,0.32,6.19,125.64
300710.SZ,万隆光电,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-2.72,32.27,26.48,4.02,-6.74
300710.SZ,万隆光电,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,3.39,44.48,4.6,13.57,-10.18
300710.SZ,万隆光电,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,7.18,57.07,31.23,8.74,-1.56
300710.SZ,万隆光电,9,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,17.49,58.48,3.94,21.64,-4.15
300710.SZ,万隆光电,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,25.06,32.02,15.09,3.48,21.58
600936.SH,北投科技,1,2017-05-11,bull_start,markdown,空仓观望,B,markdown,True,False,HOLD,-11.59,1.0,16.28,14.49,-26.08
600936.SH,北投科技,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,37.85,40.88,2.49,21.72,16.13
600936.SH,北投科技,3,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,12.2,61.27,6.37,18.05,-5.85
600936.SH,北投科技,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,12.97,20.27,6.22,35.28,-22.31
600936.SH,北投科技,5,2021-07-28,structural_low,accumulation,观察等待,C,spring,True,True,BUY,-0.38,9.06,4.91,6.19,-6.57
600936.SH,北投科技,6,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,23.18,33.77,6.62,4.02,19.16
600936.SH,北投科技,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,39.93,56.44,0.0,13.57,26.36
600936.SH,北投科技,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-18.5,27.17,23.62,8.74,-27.24
600936.SH,北投科技,9,2024-09-13,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,52.47,73.09,2.24,21.64,30.83
600936.SH,北投科技,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,39.7,70.79,-0.37,3.48,36.22
301105.SZ,鸿铭股份,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,19.44,35.51,16.06,8.74,10.7
301105.SZ,鸿铭股份,9,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,25.88,47.93,3.7,21.64,4.24
301105.SZ,鸿铭股份,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,36.58,72.76,1.84,3.48,33.1
002661.SZ,克明食品,1,2017-05-11,bull_start,markdown,空仓观望,B,markdown,True,False,HOLD,-7.56,5.87,11.24,14.49,-22.05
002661.SZ,克明食品,2,2018-10-19,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,13.05,16.12,3.71,21.72,-8.67
002661.SZ,克明食品,3,2019-01-04,rebound_start,accumulation,观察等待,C,spring,True,True,BUY,18.89,46.22,3.94,18.05,0.84
002661.SZ,克明食品,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,73.5,88.98,-0.64,35.28,38.22
002661.SZ,克明食品,5,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,12.55,22.24,3.8,6.19,6.36
002661.SZ,克明食品,6,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,15.75,24.95,6.72,4.02,11.73
002661.SZ,克明食品,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,5.18,16.71,-0.18,13.57,-8.39
002661.SZ,克明食品,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,10.13,31.55,7.96,8.74,1.39
002661.SZ,克明食品,9,2024-09-13,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,20.2,50.81,3.72,21.64,-1.44
002661.SZ,克明食品,10,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,3.96,12.98,12.17,3.48,0.48
600351.SH,亚宝药业,1,2017-05-11,bull_start,markdown,空仓观望,C,markdown,True,False,HOLD,13.45,20.45,2.1,14.49,-1.04
600351.SH,亚宝药业,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,1.58,10.27,13.27,21.72,-20.14
600351.SH,亚宝药业,3,2019-01-04,rebound_start,markdown,空仓观望,B,markdown,True,False,HOLD,12.77,62.06,2.48,18.05,-5.28
600351.SH,亚宝药业,4,2020-03-23,event_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,38.88,38.88,3.81,35.28,3.6
600351.SH,亚宝药业,5,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,32.01,62.41,1.26,6.19,25.82
600351.SH,亚宝药业,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,4.62,26.37,1.88,4.02,0.6
600351.SH,亚宝药业,7,2022-10-31,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,16.39,25.83,3.15,13.57,2.82
600351.SH,亚宝药业,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,11.88,37.62,-2.97,8.74,3.14
600351.SH,亚宝药业,9,2024-09-13,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,15.81,33.71,2.86,21.64,-5.83
600351.SH,亚宝药业,10,2025-01-13,structural_low,accumulation,观察等待,C,spring,True,True,BUY,6.53,9.62,8.08,3.48,3.05
600329.SH,达仁堂,1,2017-05-11,bull_start,markdown,空仓观望,C,markdown,True,False,HOLD,3.33,10.93,5.88,14.49,-11.16
600329.SH,达仁堂,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,7.6,9.99,14.62,21.72,-14.12
600329.SH,达仁堂,3,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,18.63,46.45,2.66,18.05,0.58
600329.SH,达仁堂,4,2020-03-23,event_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,57.06,67.76,-0.57,35.28,21.78
600329.SH,达仁堂,5,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,0.54,30.69,12.9,6.19,-5.65
600329.SH,达仁堂,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,28.7,36.74,3.14,4.02,24.68
600329.SH,达仁堂,7,2022-10-31,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,32.37,39.96,3.04,13.57,18.8
600329.SH,达仁堂,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,34.12,52.53,2.37,8.74,25.38
600329.SH,达仁堂,9,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,21.33,47.92,0.91,21.64,-0.31
600329.SH,达仁堂,10,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,18.09,18.7,2.63,3.48,14.61
601016.SH,节能风电,1,2017-05-11,bull_start,markdown,空仓观望,B,markdown,True,False,HOLD,9.97,20.8,2.28,14.49,-4.52
601016.SH,节能风电,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,34.37,35.27,1.34,21.72,12.65
601016.SH,节能风电,3,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,15.45,58.8,0.86,18.05,-2.6
601016.SH,节能风电,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,57.92,66.97,4.98,35.28,22.64
601016.SH,节能风电,5,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,76.88,119.09,0.0,6.19,70.69
601016.SH,节能风电,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,30.2,51.78,3.05,4.02,26.18
601016.SH,节能风电,7,2022-10-31,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-9.11,7.01,15.89,13.57,-22.68
601016.SH,节能风电,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,11.65,27.44,1.88,8.74,2.91
601016.SH,节能风电,9,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,16.29,37.12,2.27,21.64,-5.35
601016.SH,节能风电,10,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,-1.02,8.14,8.81,3.48,-4.5
688101.SH,三达膜,5,2021-07-28,structural_low,markup,持有观察,C,markup,True,False,AVOID,-9.69,21.68,27.88,6.19,-15.88
688101.SH,三达膜,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.07,24.53,3.37,4.02,8.05
688101.SH,三达膜,7,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,6.24,20.85,4.26,13.57,-7.33
688101.SH,三达膜,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,25.82,50.88,4.4,8.74,17.08
688101.SH,三达膜,9,2024-09-13,bear_bottom,accumulation,空仓观望,C,accumulation,True,False,HOLD,16.61,47.51,2.13,21.64,-5.03
688101.SH,三达膜,10,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,4.12,15.02,5.41,3.48,0.64
688230.SH,芯导科技,7,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,10.76,16.26,12.83,13.57,-2.81
688230.SH,芯导科技,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,55.56,77.72,8.88,8.74,46.82
688230.SH,芯导科技,9,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,70.63,114.99,3.23,21.64,48.99
688230.SH,芯导科技,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,10.75,18.71,19.33,3.48,7.27
300370.SZ,安控科技,1,2017-05-11,bull_start,markdown,空仓观望,D,markdown,True,False,HOLD,-6.26,25.47,14.2,14.49,-20.75
300370.SZ,安控科技,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,64.17,64.17,5.0,21.72,42.45
300370.SZ,安控科技,3,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,74.54,157.2,15.87,18.05,56.49
300370.SZ,安控科技,4,2020-03-23,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-21.83,5.31,32.74,35.28,-57.11
300370.SZ,安控科技,5,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,25.37,39.02,3.41,6.19,19.18
300370.SZ,安控科技,6,2022-04-27,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,88.81,104.9,8.39,4.02,84.79
300370.SZ,安控科技,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-2.38,11.11,11.9,13.57,-15.95
300370.SZ,安控科技,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-1.79,44.05,9.52,8.74,-10.53
300370.SZ,安控科技,9,2024-09-13,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,68.13,164.29,4.95,21.64,46.49
300370.SZ,安控科技,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-5.21,29.86,21.87,3.48,-8.69
301216.SZ,万凯新材,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,9.83,33.82,2.6,8.74,1.09
301216.SZ,万凯新材,9,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,7.14,45.84,4.26,21.64,-14.5
301216.SZ,万凯新材,10,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,39.52,51.99,-0.21,3.48,36.04
600292.SH,电投水电,1,2017-05-11,bull_start,markdown,空仓观望,D,markdown,True,False,HOLD,1.81,19.89,5.8,14.49,-12.68
600292.SH,电投水电,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,36.29,38.23,-0.65,21.72,14.57
600292.SH,电投水电,3,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,17.3,64.02,3.98,18.05,-0.75
600292.SH,电投水电,4,2020-03-23,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.47,15.29,5.23,35.28,-22.81
600292.SH,电投水电,5,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,11.02,26.12,2.99,6.19,4.83
600292.SH,电投水电,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,19.32,32.01,3.22,4.02,15.3
600292.SH,电投水电,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,4.11,15.89,1.79,13.57,-9.46
600292.SH,电投水电,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,7.35,31.63,8.91,8.74,-1.39
600292.SH,电投水电,9,2024-09-13,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,168.8,323.08,1.5,21.64,147.16
600292.SH,电投水电,10,2025-01-13,structural_low,markdown,空仓观望,D,markdown,True,False,HOLD,4.41,31.58,6.45,3.48,0.93
300849.SZ,锦盛新材,5,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,7.18,23.93,2.48,6.19,0.99
300849.SZ,锦盛新材,6,2022-04-27,event_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,17.78,18.72,5.46,4.02,13.76
300849.SZ,锦盛新材,7,2022-10-31,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,2.26,12.74,1.42,13.57,-11.31
300849.SZ,锦盛新材,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,41.05,56.04,15.44,8.74,32.31
300849.SZ,锦盛新材,9,2024-09-13,bear_bottom,distribution,空仓观望,B,distribution,True,False,HOLD,11.01,44.61,5.63,21.64,-10.63
300849.SZ,锦盛新材,10,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,15.5,25.19,18.03,3.48,12.02
605128.SH,上海沿浦,5,2021-07-28,structural_low,markup,持有观察,C,markup,True,False,AVOID,-17.66,26.01,27.3,6.19,-23.85
605128.SH,上海沿浦,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,117.81,197.29,2.66,4.02,113.79
605128.SH,上海沿浦,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-4.66,46.73,7.9,13.57,-18.23
605128.SH,上海沿浦,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,-15.29,54.59,20.0,8.74,-24.03
605128.SH,上海沿浦,9,2024-09-13,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,44.37,60.34,5.36,21.64,22.73
605128.SH,上海沿浦,10,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-22.26,30.88,24.73,3.48,-25.74
300707.SZ,威唐工业,2,2018-10-19,bear_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,-5.15,10.35,25.24,21.72,-26.87
300707.SZ,威唐工业,3,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,-22.88,14.92,24.0,18.05,-40.93
300707.SZ,威唐工业,4,2020-03-23,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,22.86,37.94,7.44,35.28,-12.42
300707.SZ,威唐工业,5,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,47.37,53.96,6.2,6.19,41.18
300707.SZ,威唐工业,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,77.18,152.99,3.4,4.02,73.16
300707.SZ,威唐工业,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-8.21,30.67,17.89,13.57,-21.78
300707.SZ,威唐工业,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,27.56,52.78,12.17,8.74,18.82
300707.SZ,威唐工业,9,2024-09-13,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,49.02,97.84,4.22,21.64,27.38
300707.SZ,威唐工业,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-4.57,26.78,18.87,3.48,-8.05
002641.SZ,公元股份,1,2017-05-11,bull_start,markdown,空仓观望,B,markdown,True,False,HOLD,-23.02,5.13,26.54,14.49,-37.51
002641.SZ,公元股份,2,2018-10-19,bear_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,25.41,28.38,3.3,21.72,3.69
002641.SZ,公元股份,3,2019-01-04,rebound_start,markdown,空仓观望,C,markdown,True,False,HOLD,15.96,45.48,3.31,18.05,-2.09
002641.SZ,公元股份,4,2020-03-23,event_bottom,markdown,空仓观望,D,markdown,True,False,HOLD,61.76,81.84,-1.53,35.28,26.48
002641.SZ,公元股份,5,2021-07-28,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,-17.66,2.38,28.35,6.19,-23.85
002641.SZ,公元股份,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,13.81,41.67,6.9,4.02,9.79
002641.SZ,公元股份,7,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,7.99,29.0,1.37,13.57,-5.58
002641.SZ,公元股份,8,2024-02-05,crash_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,2.27,51.01,5.81,8.74,-6.47
002641.SZ,公元股份,9,2024-09-13,bear_bottom,accumulation,观察等待,C,spring,True,True,BUY,11.81,44.88,2.62,21.64,-9.83
002641.SZ,公元股份,10,2025-01-13,structural_low,markdown,空仓观望,B,markdown,True,False,HOLD,1.73,29.95,6.68,3.48,-1.75
688116.SH,天奈科技,5,2021-07-28,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,11.23,36.07,5.65,6.19,5.04
688116.SH,天奈科技,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,3.47,58.92,6.69,4.02,-0.55
688116.SH,天奈科技,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-29.69,18.43,31.01,13.57,-43.26
688116.SH,天奈科技,8,2024-02-05,crash_bottom,markdown,空仓观望,B,markdown,True,False,HOLD,53.33,117.65,1.9,8.74,44.59
688116.SH,天奈科技,9,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,111.16,151.38,3.67,21.64,89.52
688116.SH,天奈科技,10,2025-01-13,structural_low,markdown,空仓观望,C,markdown,True,False,HOLD,15.62,55.49,6.91,3.48,12.14
002911.SZ,佛燃能源,2,2018-10-19,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,-2.72,8.88,17.06,21.72,-24.44
002911.SZ,佛燃能源,3,2019-01-04,rebound_start,markdown,空仓观望,B,markdown,True,False,HOLD,-11.18,14.62,13.49,18.05,-29.23
002911.SZ,佛燃能源,4,2020-03-23,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,25.45,59.67,1.51,35.28,-9.83
002911.SZ,佛燃能源,5,2021-07-28,structural_low,accumulation,观察等待,C,spring,True,True,BUY,31.26,58.8,-0.36,6.19,25.07
002911.SZ,佛燃能源,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,71.06,122.36,2.84,4.02,67.04
002911.SZ,佛燃能源,7,2022-10-31,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,12.96,37.98,0.09,13.57,-0.61
002911.SZ,佛燃能源,8,2024-02-05,crash_bottom,accumulation,观察等待,C,spring,True,True,BUY,-15.49,37.11,17.44,8.74,-24.23
002911.SZ,佛燃能源,9,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,14.87,33.13,0.41,21.64,-6.77
002911.SZ,佛燃能源,10,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,-9.89,9.18,10.25,3.48,-13.37
301093.SZ,华兰股份,7,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,6.74,22.11,15.78,13.57,-6.83
301093.SZ,华兰股份,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,-11.79,24.4,14.75,8.74,-20.53
301093.SZ,华兰股份,9,2024-09-13,bear_bottom,markup,持有观察,C,markup,True,False,AVOID,19.9,45.13,3.47,21.64,-1.74
301093.SZ,华兰股份,10,2025-01-13,structural_low,accumulation,观察等待,C,spring,True,True,BUY,30.28,42.27,6.23,3.48,26.8
688768.SH,容知日新,6,2022-04-27,event_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,66.69,119.69,3.54,4.02,62.67
688768.SH,容知日新,7,2022-10-31,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,24.88,32.44,11.81,13.57,11.31
688768.SH,容知日新,8,2024-02-05,crash_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,22.93,72.65,10.49,8.74,14.19
688768.SH,容知日新,9,2024-09-13,bear_bottom,unknown,空仓观望,D,no_signal,False,False,HOLD,104.9,109.4,3.4,21.64,83.26
688768.SH,容知日新,10,2025-01-13,structural_low,unknown,空仓观望,D,no_signal,False,False,HOLD,24.57,55.1,-0.7,3.48,21.09
600075.SH,新疆天业,1,2017-05-11,bull_start,markdown,空仓观望,B,markdown,True,False,HOLD,-23.97,2.4,36.23,14.49,-38.46
600075.SH,新疆天业,2,2018-10-19,bear_bottom,markdown,空仓观望,C,markdown,True,False,HOLD,18.72,19.16,3.3,21.72,-3.0
