total_points,signal_count,event_count,true_positive,false_positive,false_negative,precision,recall,false_positive_rate,signal_density,symbol,mode,lookahead_days,drop_threshold,param_source,step,window_min,window_max,window_count,optimizer,r2_threshold,consensus_threshold,danger_days
86,3,20,3,0,17,1.0,0.15,0.0,0.03488372093023256,000016.SH,ensemble,60,0.1,optimal_yaml,60,30,180,16,lbfgsb,0.5,0.2,20
