total_points,signal_count,event_count,true_positive,false_positive,false_negative,precision,recall,false_positive_rate,signal_density,symbol,mode,lookahead_days,drop_threshold,param_source,step,window_min,window_max,window_count,optimizer,r2_threshold,consensus_threshold,danger_days
140,7,49,5,2,44,0.7142857142857143,0.10204081632653061,0.014285714285714285,0.05,932000.SH,ensemble,60,0.1,optimal_yaml,20,40,120,9,lbfgsb,0.5,0.25,20
