total_points,signal_count,event_count,true_positive,false_positive,false_negative,precision,recall,false_positive_rate,signal_density,symbol,mode,lookahead_days,drop_threshold,param_source,step,window_min,window_max,window_count,optimizer,r2_threshold,consensus_threshold,danger_days
68,8,19,6,2,13,0.75,0.3157894736842105,0.029411764705882353,0.11764705882352941,000001.SH,ensemble,60,0.1,optimal_yaml,120,40,120,9,lbfgsb,0.5,0.2,20
