date,symbol,open,high,low,close,volume,lppl_signal,signal_strength,position_reason,action,target_position,atr_ratio,price_drawdown,recent_drawdown_min,param_source,executed_position,cash,units,holdings_value,portfolio_value,strategy_nav,benchmark_nav,daily_return,benchmark_return,excess_return,trade_flag,running_max,drawdown
2020-01-02,000001.SH,3066.34,3098.1,3066.34,3085.2,292470208.0,none,0.0,持有,hold,0.0,1.3164738538607255,0.0,-0.021830658057202967,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0,0.0,0.0,0.0,False,1.0,0.0
2020-01-03,000001.SH,3089.02,3093.82,3074.52,3083.79,261496667.0,none,0.0,持有,hold,0.0,1.2069292898716222,-0.000457020614546777,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9995429793854532,0.0,-0.000457020614546777,0.000457020614546777,False,1.0,0.0
2020-01-06,000001.SH,3070.91,3107.2,3065.31,3083.41,312575842.0,none,0.0,持有,hold,0.0,1.2339860622069696,-0.00058018929080772,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9994198107091923,0.0,-0.00012322499262273912,0.00012322499262273912,False,1.0,0.0
2020-01-07,000001.SH,3085.49,3105.45,3084.33,3104.8,276583111.0,none,0.0,持有,hold,0.0,1.1269700830660445,0.0,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.006352910670297,0.0,0.00693712480662656,-0.00693712480662656,False,1.0,0.0
2020-01-08,000001.SH,3094.24,3094.24,3059.13,3066.89,297872553.0,none,0.0,持有,hold,0.0,1.173630464787911,-0.012210126256119613,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9940652145727992,0.0,-0.012210126256119613,0.012210126256119613,False,1.0,0.0
2020-01-09,000001.SH,3082.64,3097.33,3080.13,3094.88,243435649.0,none,0.0,持有,hold,0.0,1.1966391180281277,-0.003195052821437838,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0031375599636978,0.0,0.009126509265086291,-0.009126509265086291,False,1.0,0.0
2020-01-10,000001.SH,3102.29,3105.23,3081.4,3092.29,210442462.0,none,0.0,持有,hold,0.0,1.166432693015567,-0.0040292450399381785,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0022980681965514,0.0,-0.0008368660497337643,0.0008368660497337643,False,1.0,0.0
2020-01-13,000001.SH,3091.49,3115.57,3075.38,3115.57,210621004.0,none,0.0,持有,hold,0.0,1.1245367650452334,0.0,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.009843770258006,0.0,0.007528401281897912,-0.007528401281897912,False,1.0,0.0
2020-01-14,000001.SH,3120.67,3127.17,3105.61,3106.82,229973769.0,none,0.0,持有,hold,0.0,1.102956342385697,-0.002808474853718601,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.0070076494230522,0.0,-0.002808474853718601,0.002808474853718601,False,1.0,0.0
2020-01-15,000001.SH,3103.17,3107.94,3082.04,3090.04,202313023.0,none,0.0,持有,hold,0.0,1.1095493865413815,-0.008194327201764162,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.001568779981849,0.0,-0.005401020979651228,0.005401020979651228,False,1.0,0.0
2020-01-16,000001.SH,3095.73,3096.37,3070.88,3074.08,203375475.0,none,0.0,持有,hold,0.0,1.092218184953734,-0.013316985334946851,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9963956955788928,0.0,-0.00516498168308499,0.00516498168308499,False,1.0,0.0
2020-01-17,000001.SH,3081.46,3091.95,3067.25,3075.5,190304299.0,none,0.0,持有,hold,0.0,1.0587844836648062,-0.012861209987257594,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9968559574743939,0.0,0.00046192682038204147,-0.00046192682038204147,False,1.0,0.0
2020-01-20,000001.SH,3082.11,3096.31,3070.48,3095.79,210493341.0,none,0.0,持有,hold,0.0,0.9736909861198862,-0.006348758012177602,-0.019742458030320154,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,1.003432516530533,0.0,0.006597301251829002,-0.006597301251829002,False,1.0,0.0
2020-01-21,000001.SH,3085.79,3085.79,3051.23,3052.14,234830739.0,none,0.0,持有,hold,0.0,1.0189065155938737,-0.020359035425299488,-0.020359035425299488,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9892843251653054,0.0,-0.014099793590650611,0.014099793590650611,False,1.0,0.0
2020-01-22,000001.SH,3038.49,3069.25,3006.27,3060.75,223852865.0,none,0.0,持有,hold,0.0,1.043158448141676,-0.017595496169240388,-0.020359035425299488,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9920750680669,0.0,0.0028209715150682158,-0.0028209715150682158,False,1.0,0.0
2020-01-23,000001.SH,3037.95,3045.04,2955.35,2976.53,272763234.0,none,0.0,持有,hold,0.0,1.2157844124147306,-0.04462746784697502,-0.04462746784697502,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9647769998703489,0.0,-0.027516131667075006,0.027516131667075006,False,1.0,0.0
2020-02-03,000001.SH,2716.7,2766.58,2716.7,2746.61,215912103.0,none,0.0,持有,hold,0.0,1.6347495831864922,-0.118424557946058,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.8902534681706211,0.0,-0.07724430796934689,0.07724430796934689,False,1.0,0.0
2020-02-04,000001.SH,2685.27,2786.16,2685.27,2783.29,364046200.0,none,0.0,持有,hold,0.0,1.7215167490480225,-0.1066514313592698,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9021424867107481,0.0,0.013354644452616027,-0.013354644452616027,False,1.0,0.0
2020-02-05,000001.SH,2792.37,2842.74,2778.86,2818.09,309761823.0,none,0.0,持有,hold,0.0,1.6853311689143196,-0.09548172565533752,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9134221444314794,0.0,0.012503188672398524,-0.012503188672398524,False,1.0,0.0
2020-02-06,000001.SH,2826.89,2876.59,2807.61,2866.51,316392142.0,none,0.0,持有,hold,0.0,1.6856136844635707,-0.0799404282362457,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9291164268118762,0.0,0.0171818501183425,-0.0171818501183425,False,1.0,0.0
2020-02-07,000001.SH,2858.93,2875.96,2838.77,2875.96,309479642.0,none,0.0,持有,hold,0.0,1.6435855008436373,-0.0769072753942297,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9321794373136264,0.0,0.0032966917959469377,-0.0032966917959469377,False,1.0,0.0
2020-02-10,000001.SH,2860.5,2891.85,2851.05,2890.49,294929784.0,none,0.0,持有,hold,0.0,1.5776204773223241,-0.0722436022942834,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9368890185401271,0.0,0.005052226039305108,-0.005052226039305108,False,1.0,0.0
2020-02-11,000001.SH,2894.54,2913.82,2882.24,2901.67,269168335.0,none,0.0,持有,hold,0.0,1.5332940827685848,-0.06865517385261766,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9405127706469597,0.0,0.0038678563150194023,-0.0038678563150194023,False,1.0,0.0
2020-02-12,000001.SH,2895.56,2926.9,2892.42,2926.9,248733429.0,none,0.0,持有,hold,0.0,1.4847723463373834,-0.060557137217266854,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9486905224944899,0.0,0.008694992883408581,-0.008694992883408581,False,1.0,0.0
2020-02-13,000001.SH,2927.14,2935.41,2901.24,2906.07,274804844.0,none,0.0,持有,hold,0.0,1.4419104808963479,-0.0672429122118906,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9419389342668224,0.0,-0.007116744678670295,0.007116744678670295,False,1.0,0.0
2020-02-14,000001.SH,2899.87,2926.94,2899.57,2917.01,250650627.0,none,0.0,持有,hold,0.0,1.3947353550854598,-0.0637315162233556,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9454848956307534,0.0,0.003764534233518191,-0.003764534233518191,False,1.0,0.0
2020-02-17,000001.SH,2924.99,2983.64,2924.99,2983.62,313198007.0,none,0.0,持有,hold,0.0,1.4013048912662203,-0.0423518007940763,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9670750680669,0.0,0.02283502627690681,-0.02283502627690681,False,1.0,0.0
2020-02-18,000001.SH,2981.41,2990.6,2960.78,2984.97,311665913.0,none,0.0,MA死叉信号,hold,0.0,1.331288525715343,-0.039220167244964466,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9675126409957215,0.0,0.00045247048886909447,-0.00045247048886909447,False,1.0,0.0
2020-02-19,000001.SH,2979.52,2998.27,2971.82,2975.4,315141151.0,none,0.0,持有,hold,0.0,1.2398925436265789,-0.038888296686790724,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9644107351225205,0.0,-0.003206062372486107,0.003206062372486107,False,1.0,0.0
2020-02-20,000001.SH,2981.88,3031.37,2968.45,3030.15,345732881.0,none,0.0,持有,hold,0.0,1.1502324535580273,-0.021202988574806403,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9821567483469468,0.0,0.01840088727566047,-0.01840088727566047,False,1.0,0.0
2020-02-21,000001.SH,3022.25,3058.9,3020.14,3039.67,364557276.0,none,0.0,持有,hold,0.0,0.8514010697655922,-0.018127844588941677,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9852424478153767,0.0,0.003141758658812277,-0.003141758658812277,False,1.0,0.0
2020-02-24,000001.SH,3027.89,3042.18,3007.36,3031.23,370430044.0,none,0.0,持有,hold,0.0,0.7593881961720017,-0.020854127702460423,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.982506806690004,0.0,-0.002776617198577469,0.002776617198577469,False,1.0,0.0
2020-02-25,000001.SH,2982.07,3016.95,2943.72,3013.05,441622762.0,none,0.0,持有,hold,0.0,0.7792334804081984,-0.015584415584415479,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9766141579152082,0.0,-0.0059975653447610355,0.0059975653447610355,False,1.0,0.0
2020-02-26,000001.SH,2978.42,3028.78,2974.94,2987.93,469049552.0,none,0.0,持有,hold,0.0,0.7523752917541981,-0.02379155435759217,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9684720601581746,0.0,-0.008337067091485517,0.008337067091485517,False,1.0,0.0
2020-02-27,000001.SH,2992.49,3009.46,2980.48,2991.33,350523658.0,none,0.0,持有,hold,0.0,0.7356271795751629,-0.015903042106544474,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9695740956826138,0.0,0.0011379115307252885,-0.0011379115307252885,False,1.0,0.0
2020-02-28,000001.SH,2924.64,2948.13,2878.54,2880.3,401216914.0,none,0.0,持有,hold,0.0,0.8176477801482609,-0.05243003352337583,-0.118424557946058,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9335861532477636,0.0,-0.03711726890714151,0.03711726890714151,False,1.0,0.0
2020-03-02,000001.SH,2899.31,2982.51,2899.31,2970.93,367333369.0,none,0.0,持有,hold,0.0,0.9048024458675904,-0.022614296946708135,-0.1066514313592698,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9629618825359783,0.0,0.03146547234663033,-0.03146547234663033,False,1.0,0.0
2020-03-03,000001.SH,3006.89,3026.84,2976.62,2992.9,410108047.0,none,0.0,持有,hold,0.0,0.935267644866293,-0.015386538670316141,-0.09548172565533752,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9700829767924285,0.0,0.00739499079412842,-0.00739499079412842,False,1.0,0.0
2020-03-04,000001.SH,2981.81,3012.0,2974.36,3011.67,353338278.0,none,0.0,持有,hold,0.0,0.9447325591869119,-0.009211526251204916,-0.0799404282362457,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.976166861143524,0.0,0.006271509238531259,-0.006271509238531259,False,1.0,0.0
2020-03-05,000001.SH,3036.15,3074.26,3022.93,3071.68,445425806.0,none,0.0,持有,hold,0.0,0.9939022082234249,0.0,-0.0769072753942297,optimal_yaml,0.0,1000000.0,0.0,0.0,1000000.0,1.0,0.9956177881498769,0.0,0.01992582188619596,-0.01992582188619596,False,1.0,0.0
